"","hindi","reporting_unit","reporting_unit_orig","county","muni_county","votes_perc_republican","votes_perc_democrat","votes_perc_other","turnout_perc","tch_prop","os_prop","counted_absent_prop","tch_votes","rejected_absent_prop","absentee_undeliverable","sameday_reg_prop","total_ballots","registrants","late_registrants","votes_tot","county_paper_or_paperplusmachine","ratio_nocollege_college","log.pop.sq.mile.2010","pop_sq_mile_2010","tch_model_off_full","os_model_off","bmd_model_off","medianhouseholdincome_2009.2013","pop","inc_2015","unemp_rate","pct_graduate","pct_white","pct_black","pct_latino","pct_male","age_med","house_size_ave","muni.dense"
"TOWN-OF-NEW-HAVEN-WARD-1-ADAMS","01022","TOWN-OF-NEW-HAVEN-WARD-1-ADAMS","TOWN OF NEW HAVEN WARD 1","ADAMS","TOWN OF NEW HAVEN ADAMS",45.3551912568306,53.2786885245902,1.36612021857923,0.849315068493151,0.666666666666667,0,0,248,0,0.0887096774193548,0.0205479452054795,372,438,0.00806451612903226,366,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","Dominion (Sequoia)- Sequoia Insight",NA,44897,692,22395,6.58536585365854,9.35064935064935,99.8554913294798,0,2.3121387283237,47.8323699421965,51.6,2.7,8.78846581577819
"TOWN-OF-PRESTON-WARDS-1-2-ADAMS","01024","TOWN-OF-PRESTON-WARDS-1-2-ADAMS","TOWN OF PRESTON WARDS 1 & 2","ADAMS","TOWN OF PRESTON ADAMS",40.695915279879,59.304084720121,0,0.85997521685254,0,0,0,0,0,0.0734870317002882,0.0991325898389095,694,807,0,661,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,1460,21437,7.18294051627385,8.51063829787234,98.4246575342466,0.0684931506849315,1.64383561643836,49.5890410958904,53.9,2.66,40.4382601573976
"TOWN-OF-QUINCY-WARDS-13-ADAMS","01026","TOWN-OF-QUINCY-WARDS-13-ADAMS","TOWN OF QUINCY WARDS 1-3","ADAMS","TOWN OF QUINCY ADAMS",36.817472698908,61.4664586583463,1.71606864274571,0.883289124668435,0,0,0.162162162162162,0,0,0,0.0716180371352785,666,754,0.0135135135135135,641,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,1229,21313,7.35068912710567,8.42105263157895,98.3726606997559,0.406834825061025,2.76647681041497,55.166802278275,55.9,2.36,26.7732292005195
"TOWN-OF-RICHFIELD-WARD-1-ADAMS","01028","TOWN-OF-RICHFIELD-WARD-1-ADAMS","TOWN OF RICHFIELD WARD 1","ADAMS","TOWN OF RICHFIELD ADAMS",47.5609756097561,50,2.4390243902439,0.88,0,0,0.102272727272727,0,0,0,0.06,88,100,0,82,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,146,47984,3.79746835443038,17.1052631578947,100,0,6.16438356164384,53.4246575342466,55,2.21,1.58378793507245
"TOWN-OF-ROME-WARDS-15-ADAMS","01030","TOWN-OF-ROME-WARDS-15-ADAMS","TOWN OF ROME Wards 1-5","ADAMS","TOWN OF ROME ADAMS",50.1928374655647,46.3911845730028,3.41597796143251,0.885090218423552,0,0.998927038626609,0.269849785407725,0,0,0.00107296137339056,0.047008547008547,1864,2106,0.0118025751072961,1815,2,7.3,3.47506723022861,32.3,"aNone","Optech- Eagle","ES&S Automark",44897,2712,33203,7.04879938032533,28.7693561532192,98.6725663716814,0,0.25811209439528,53.3185840707965,62,2.21,31.9842109968517
"TOWN-OF-SPRINGVILLE-WARDS-1-2-ADAMS","01032","TOWN-OF-SPRINGVILLE-WARDS-1-2-ADAMS","TOWN OF SPRINGVILLE WARDS 1 & 2","ADAMS","TOWN OF SPRINGVILLE ADAMS",46.2171052631579,52.9605263157895,0.822368421052632,0.852413793103448,0,0,0.0841423948220065,0,0,0,0.0703448275862069,618,725,0.00970873786407767,608,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,1233,20753,5.80912863070539,10.828025477707,97.242497972425,0.16220600162206,2.18978102189781,51.0137875101379,48.3,2.56,68.1340770561265
"TOWN-OF-STRONGS-PRAIRIE-WARDS-13-ADAMS","01034","TOWN-OF-STRONGS-PRAIRIE-WARDS-13-ADAMS","TOWN OF STRONGS PRAIRIE Wards 1-3","ADAMS","TOWN OF STRONGS PRAIRIE ADAMS",51.0288065843621,44.6502057613169,4.32098765432099,0.854595336076818,0.910112359550562,0,0.0834670947030498,567,0,0,0.0877914951989026,623,729,0.00642054574638844,486,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","None",NA,44897,1109,22168,4.24778761061947,11.2936344969199,99.2786293958521,0,2.34445446348061,51.5779981965735,55.6,2.32,17.7699538993352
"VILLAGE-OF-FRIENDSHIP-WARD-1-ADAMS","01126","VILLAGE-OF-FRIENDSHIP-WARD-1-ADAMS","VILLAGE OF FRIENDSHIP WARD 1","ADAMS","VILLAGE OF FRIENDSHIP ADAMS",41.4285714285714,58.5714285714286,0,0.803763440860215,0,0,0.204013377926421,0,0,0,0.0833333333333333,299,372,0.0434782608695652,280,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,696,19998,10.1123595505618,14.7826086956522,96.8390804597701,2.1551724137931,2.1551724137931,51.1494252873563,50.5,2.75,284.249451687536
"CITY-OF-ADAMS-WARDS-14-ADAMS","01201","CITY-OF-ADAMS-WARDS-14-ADAMS","CITY OF ADAMS WARDS 1-4","ADAMS","CITY OF ADAMS ADAMS",37.9220779220779,56.8831168831169,5.19480519480519,0.809236947791165,0,1,0.153846153846154,0,0.00248138957816377,0,0.0522088353413655,806,996,0.0148883374689826,770,2,7.3,3.47506723022861,32.3,"aNone","Optech/Command Central- Eagle","ES&S Automark",44897,1660,18198,6.65110851808635,17.7083333333333,95.4819277108434,0.301204819277108,4.87951807228916,46.8674698795181,46.5,2.35,370.116847877082
"CITY-OF-WISCONSIN-DELLS-WARDS-5-9-ADAMS","01291","CITY-OF-WISCONSIN-DELLS-WARDS-5-9-ADAMS","CITY OF WISCONSIN DELLS WARDS 5 & 9","ADAMS","CITY OF WISCONSIN DELLS ADAMS",66.6666666666667,33.3333333333333,0,0.75,0,1,0,0,0,0,0.2,15,20,0,15,2,7.3,3.47506723022861,32.3,NA,NA,NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-AGENDA-WARD-1-ASHLAND","02002","TOWN-OF-AGENDA-WARD-1-ASHLAND","TOWN OF AGENDA Ward 1","ASHLAND","TOWN OF AGENDA ASHLAND",54.2372881355932,43.6440677966102,2.11864406779661,0.844290657439446,0,0,0.0532786885245902,0,0,0,0.027681660899654,244,289,0,236,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,441,22990,8.88888888888889,10.5263157894737,95.2380952380952,0,0,52.3809523809524,47.8,2.42,1.90008441860022
"TOWN-OF-ASHLAND-WARD-1-ASHLAND","02004","TOWN-OF-ASHLAND-WARD-1-ASHLAND","TOWN OF ASHLAND Ward 1","ASHLAND","TOWN OF ASHLAND ASHLAND",47.4418604651163,50.6976744186047,1.86046511627907,0.901639344262295,0,0,0.0818181818181818,0,0.00303030303030303,0,0.0901639344262295,330,366,0.0151515151515152,430,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,552,21668,0.940438871473354,19.8606271777003,95.6521739130435,0,0,49.6376811594203,39.6,2.38,5.15408762641913
"TOWN-OF-CHIPPEWA-WARD-1-ASHLAND","02006","TOWN-OF-CHIPPEWA-WARD-1-ASHLAND","TOWN OF CHIPPEWA Ward 1","ASHLAND","TOWN OF CHIPPEWA ASHLAND",48.8584474885845,50.6849315068493,0.45662100456621,0.982532751091703,0,0,0.0711111111111111,0,0,0,0.104803493449782,225,229,0.00888888888888889,219,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,351,27453,4.23728813559322,14.8514851485149,99.1452991452991,0,1.70940170940171,52.1367521367521,48,2.21,1.07573510661069
"TOWN-OF-GINGLES-WARD-1-ASHLAND","02008","TOWN-OF-GINGLES-WARD-1-ASHLAND","TOWN OF GINGLES Ward 1","ASHLAND","TOWN OF GINGLES ASHLAND",35.0710900473934,63.7440758293839,1.18483412322275,0.83625730994152,0,0,0.0699300699300699,0,0,0,0.0565302144249513,429,513,0,422,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,825,28882,3.9426523297491,16.2886597938144,91.6363636363636,0,0.363636363636364,54.7878787878788,46.9,2.65,8.41079450399105
"TOWN-OF-GORDON-WARDS-12-ASHLAND","02010","TOWN-OF-GORDON-WARDS-12-ASHLAND","TOWN OF GORDON Wards 1-2","ASHLAND","TOWN OF GORDON ASHLAND",41.9889502762431,55.2486187845304,2.76243093922652,0.824324324324324,0,0,0.147540983606557,0,0,0,0.0630630630630631,183,222,0,181,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,289,19936,6.59340659340659,11.3207547169811,98.6159169550173,0,0,53.6332179930796,57.1,2.22,1.97237816966913
"TOWN-OF-JACOBS-WARD-1-ASHLAND","02012","TOWN-OF-JACOBS-WARD-1-ASHLAND","TOWN OF JACOBS Ward 1","ASHLAND","TOWN OF JACOBS ASHLAND",43.010752688172,54.5698924731183,2.41935483870968,0.81505376344086,0,0,0.0316622691292876,0,0,0,0.032258064516129,379,465,0,372,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,664,17888,3.8560411311054,15.6156156156156,98.3433734939759,0,1.80722891566265,50.9036144578313,48.4,2.22,4.96439416356902
"TOWN-OF-LA-POINTE-WARD-1-ASHLAND","02014","TOWN-OF-LA-POINTE-WARD-1-ASHLAND","TOWN OF LA POINTE Ward 1","ASHLAND","TOWN OF LA POINTE ASHLAND",19.7718631178707,79.467680608365,0.760456273764259,0.830769230769231,0,0,0.262962962962963,0,0,0,0.0184615384615385,270,325,0,263,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,185,32047,3.63636363636364,58.4905660377358,100,0,9.72972972972973,47.027027027027,57.3,1.78,0.919278991348133
"TOWN-OF-MARENGO-WARDS-12-ASHLAND","02016","TOWN-OF-MARENGO-WARDS-12-ASHLAND","TOWN OF MARENGO Wards 1-2","ASHLAND","TOWN OF MARENGO ASHLAND",36.9668246445498,62.5592417061611,0.4739336492891,0.9004329004329,0,0,0.0961538461538462,0,0,0,0.0822510822510823,208,231,0,211,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,469,16413,5.62770562770563,12.4378109452736,97.228144989339,0.213219616204691,2.77185501066098,50.319829424307,30.3,3.47,4.553557966968
"TOWN-OF-MORSE-WARDS-13-ASHLAND","02018","TOWN-OF-MORSE-WARDS-13-ASHLAND","TOWN OF MORSE Wards 1-3","ASHLAND","TOWN OF MORSE ASHLAND",40.9836065573771,58.6885245901639,0.327868852459016,0.877492877492878,0,0,0.116883116883117,0,0,0,0.037037037037037,308,351,0.00649350649350649,305,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,591,20978,6.14886731391586,13.4948096885813,97.2927241962775,0,3.04568527918782,51.9458544839255,42.1,2.76,2.58285271833195
"TOWN-OF-PEEKSVILLE-WARDS-12-ASHLAND","02020","TOWN-OF-PEEKSVILLE-WARDS-12-ASHLAND","TOWN OF PEEKSVILLE Wards 1-2","ASHLAND","TOWN OF PEEKSVILLE ASHLAND",49.0740740740741,44.4444444444444,6.48148148148148,0.830769230769231,0,0,0.037037037037037,0,0,0,0.0230769230769231,108,130,0,108,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,134,26664,2.29885057471264,23.2558139534884,94.7761194029851,0,2.98507462686567,51.4925373134328,60.7,2.16,6.87401556056125
"TOWN-OF-SANBORN-WARDS-12-ASHLAND","02022","TOWN-OF-SANBORN-WARDS-12-ASHLAND","TOWN OF SANBORN Wards 1-2","ASHLAND","TOWN OF SANBORN ASHLAND",13.9823008849558,84.070796460177,1.94690265486726,0.903426791277259,0,0,0.0275862068965517,0,0,0,0.160436137071651,580,642,0.00344827586206897,565,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,1276,16554,12.3139377537212,10.3618421052632,20.7680250783699,0.626959247648903,7.83699059561129,50.3134796238245,34.2,2.73,13.2674573092863
"TOWN-OF-SHANAGOLDEN-WARDS-1-ASHLAND","02024","TOWN-OF-SHANAGOLDEN-WARDS-1-ASHLAND","TOWN OF SHANAGOLDEN Wards 1","ASHLAND","TOWN OF SHANAGOLDEN ASHLAND",50.6849315068493,49.3150684931507,0,0.768421052631579,0,0,0.136986301369863,0,0,0,0.0105263157894737,73,95,0,73,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,119,31213,4.47761194029851,23.3333333333333,99.1596638655462,0,0,49.5798319327731,58.8,2.05,0.511886784086538
"TOWN-OF-WHITE-RIVER-WARDS-12-ASHLAND","02026","TOWN-OF-WHITE-RIVER-WARDS-12-ASHLAND","TOWN OF WHITE RIVER Wards 1-2","ASHLAND","TOWN OF WHITE RIVER ASHLAND",58.8486140724947,39.8720682302772,1.27931769722815,0.843033509700176,0,0,0.0481171548117155,0,0,0,0.0634920634920635,478,567,0.00627615062761506,469,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,897,16534,4.13793103448276,6.01719197707736,97.9933110367893,0,0,52.7313266443701,24.7,3.24,9.57785514243965
"VILLAGE-OF-BUTTERNUT-WARDS-12-ASHLAND","02106","VILLAGE-OF-BUTTERNUT-WARDS-12-ASHLAND","VILLAGE OF BUTTERNUT Wards 1-2","ASHLAND","VILLAGE OF BUTTERNUT ASHLAND",37.7142857142857,58.8571428571429,3.42857142857143,0.902564102564103,0,0,0.0738636363636364,0,0,0,0.0666666666666667,176,195,0.0227272727272727,175,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,385,18096,8.71559633027523,9.375,98.1818181818182,0,1.55844155844156,52.4675324675325,43.6,2.07,198.961972191969
"CITY-OF-ASHLAND-WARD-1-ASHLAND","02201","CITY-OF-ASHLAND-WARD-1-ASHLAND","CITY OF ASHLAND WARD 1","ASHLAND","CITY OF ASHLAND ASHLAND",48,51.3333333333333,0.666666666666667,0.700460829493088,0,0.991228070175439,0.140350877192982,0,0,0,0.0353302611367127,456,651,0.0131578947368421,450,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-2-ASHLAND","02201","CITY-OF-ASHLAND-WARD-2-ASHLAND","CITY OF ASHLAND WARD 2","ASHLAND","CITY OF ASHLAND ASHLAND",28.2312925170068,68.7074829931973,3.06122448979592,0.599221789883268,0,0.99025974025974,0.165584415584416,0,0,0,0.0972762645914397,308,514,0.00974025974025974,294,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-3-ASHLAND","02201","CITY-OF-ASHLAND-WARD-3-ASHLAND","CITY OF ASHLAND WARD 3","ASHLAND","CITY OF ASHLAND ASHLAND",31.4285714285714,66.984126984127,1.58730158730159,0.614942528735632,0,0.996884735202492,0.236760124610592,0,0.00311526479750779,0,0.0363984674329502,321,522,0.0186915887850467,315,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-4-ASHLAND","02201","CITY-OF-ASHLAND-WARD-4-ASHLAND","CITY OF ASHLAND WARD 4","ASHLAND","CITY OF ASHLAND ASHLAND",36.8303571428571,62.5,0.669642857142857,0.752902155887231,0,0.997797356828194,0.127753303964758,0,0,0,0.0431177446102819,454,603,0.0154185022026432,448,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-5-ASHLAND","02201","CITY-OF-ASHLAND-WARD-5-ASHLAND","CITY OF ASHLAND WARD 5","ASHLAND","CITY OF ASHLAND ASHLAND",26.3291139240506,71.1392405063291,2.53164556962025,0.63968253968254,0,0.987593052109181,0.163771712158809,0,0.00248138957816377,0.00248138957816377,0.0714285714285714,403,630,0.0198511166253102,395,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-6-ASHLAND","02201","CITY-OF-ASHLAND-WARD-6-ASHLAND","CITY OF ASHLAND WARD 6","ASHLAND","CITY OF ASHLAND ASHLAND",25.625,72.1875,2.1875,0.572934973637961,0,0.996932515337423,0.141104294478528,0,0,0,0.105448154657293,326,569,0.0368098159509202,320,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-7-ASHLAND","02201","CITY-OF-ASHLAND-WARD-7-ASHLAND","CITY OF ASHLAND WARD 7","ASHLAND","CITY OF ASHLAND ASHLAND",23.3830845771144,69.1542288557214,7.46268656716418,0.395973154362416,0,0.990314769975787,0.121065375302663,0,0,0,0.0968360498561841,413,1043,0.0242130750605327,402,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-8-ASHLAND","02201","CITY-OF-ASHLAND-WARD-8-ASHLAND","CITY OF ASHLAND WARD 8","ASHLAND","CITY OF ASHLAND ASHLAND",33.0357142857143,64.2857142857143,2.67857142857143,0.636029411764706,0,1,0.124277456647399,0,0,0,0.09375,346,544,0.00578034682080925,336,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-9-ASHLAND","02201","CITY-OF-ASHLAND-WARD-9-ASHLAND","CITY OF ASHLAND WARD 9","ASHLAND","CITY OF ASHLAND ASHLAND",20.9150326797386,76.4705882352941,2.61437908496732,0.645833333333333,0,1,0.145161290322581,0,0.0032258064516129,0,0.108333333333333,310,480,0.0258064516129032,306,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-10-ASHLAND","02201","CITY-OF-ASHLAND-WARD-10-ASHLAND","CITY OF ASHLAND WARD 10","ASHLAND","CITY OF ASHLAND ASHLAND",26.628895184136,70.5382436260623,2.8328611898017,0.657355679702048,0,1,0.130311614730878,0,0,0,0.0651769087523277,353,537,0.0113314447592068,353,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-ASHLAND-WARD-11-ASHLAND","02201","CITY-OF-ASHLAND-WARD-11-ASHLAND","CITY OF ASHLAND WARD 11","ASHLAND","CITY OF ASHLAND ASHLAND",25.9351620947631,72.8179551122195,1.24688279301746,0.686541737649063,0,1,0.0397022332506203,0,0.00248138957816377,0.00248138957816377,0.0817717206132879,403,587,0.0198511166253102,401,1,3.6,2.7408400239252,15.5,"aNone","ES&S M100","ES&S Automark",38550,8116,23319,5.84493041749503,24.5452340528741,85.6949236076885,0.7885657959586,2.19319862000986,48.8171513060621,41.5,2.1,733.426047838381
"CITY-OF-MELLEN-WARD-1-ASHLAND","02251","CITY-OF-MELLEN-WARD-1-ASHLAND","CITY OF MELLEN Ward 1","ASHLAND","CITY OF MELLEN ASHLAND",31.5634218289086,67.2566371681416,1.17994100294985,0.758695652173913,0,0,0.103151862464183,0,0,0,0.0869565217391304,349,460,0,339,1,3.6,2.7408400239252,15.5,"aNone","None","ES&S Automark",38550,699,23293,6.84596577017115,10.655737704918,94.4206008583691,1.57367668097282,1.43061516452074,46.6380543633763,47.8,2.13,144.686788892436
