"","hindi","reporting_unit","reporting_unit_orig","county","muni_county","votes_perc_republican","votes_perc_democrat","votes_perc_other","turnout_perc","tch_prop","os_prop","counted_absent_prop","tch_votes","rejected_absent_prop","absentee_undeliverable","sameday_reg_prop","total_ballots","registrants","late_registrants","votes_tot","county_paper_or_paperplusmachine","ratio_nocollege_college","log.pop.sq.mile.2010","pop_sq_mile_2010","tch_model_off_full","os_model_off","bmd_model_off","medianhouseholdincome_2009.2013","pop","inc_2015","unemp_rate","pct_graduate","pct_white","pct_black","pct_latino","pct_male","age_med","house_size_ave","muni.dense"
"TOWN-OF-ADAMS-WARDS-13-ADAMS",1002,"TOWN-OF-ADAMS-WARDS-13-ADAMS","TOWN OF ADAMS Wards 1-3","ADAMS","TOWN OF ADAMS ADAMS",53.9735099337748,40.3973509933775,5.62913907284768,0.845318860244233,0,0,0,0,0,0,0.0976933514246947,623,737,0.00963081861958266,604,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-BIG-FLATS-WARD-12-ADAMS",1004,"TOWN-OF-BIG-FLATS-WARD-12-ADAMS","TOWN OF BIG FLATS Ward 1-2","ADAMS","TOWN OF BIG FLATS ADAMS",52.8421052631579,39.7894736842105,7.36842105263158,0.864912280701754,0.890466531440162,0,0,439,0,0,0.133333333333333,493,570,0,475,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","Dominion (Sequoia)- Sequoia Insight",NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-COLBURN-WARD-1-ADAMS",1006,"TOWN-OF-COLBURN-WARD-1-ADAMS","TOWN OF COLBURN Ward 1","ADAMS","TOWN OF COLBURN ADAMS",66.40625,30.46875,3.125,0.897260273972603,0.900763358778626,0,0,118,0,0,0.0753424657534247,131,146,0,128,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","None",NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-DELL-PRAIRIE-WARD-13-ADAMS",1008,"TOWN-OF-DELL-PRAIRIE-WARD-13-ADAMS","TOWN OF DELL PRAIRIE Ward 1-3","ADAMS","TOWN OF DELL PRAIRIE ADAMS",54.3103448275862,41.7487684729064,3.94088669950739,0.825569871159564,0,0,0,0,0,0,0.124876114965312,833,1009,0.00960384153661465,812,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-EASTON-WARDS-12-ADAMS",1010,"TOWN-OF-EASTON-WARDS-12-ADAMS","TOWN OF EASTON Wards 1-2","ADAMS","TOWN OF EASTON ADAMS",58.8235294117647,37.0588235294118,4.11764705882353,0.900343642611684,0.591603053435115,0,0,310,0,0,0.130584192439863,524,582,0,510,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","Dominion (Sequoia)- Sequoia Insight",NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-JACKSON-WARD-12-ADAMS",1012,"TOWN-OF-JACKSON-WARD-12-ADAMS","TOWN OF JACKSON Ward 1-2","ADAMS","TOWN OF JACKSON ADAMS",52.1276595744681,43.7943262411348,4.07801418439716,0.842962962962963,0,0,0,0,0,0,0.0785185185185185,569,675,0.0070298769771529,564,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-LEOLA-WARD-1-ADAMS",1014,"TOWN-OF-LEOLA-WARD-1-ADAMS","TOWN OF LEOLA Ward 1","ADAMS","TOWN OF LEOLA ADAMS",74.2647058823529,23.5294117647059,2.20588235294118,0.8625,0,0,0,0,0,0,0.09375,138,160,0,136,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-LINCOLN-WARD-1-ADAMS",1016,"TOWN-OF-LINCOLN-WARD-1-ADAMS","TOWN OF LINCOLN Ward 1","ADAMS","TOWN OF LINCOLN ADAMS",54.1436464088398,38.6740331491713,7.18232044198895,0.816143497757848,0.884615384615385,0,0,161,0,0,0.0941704035874439,182,223,0,181,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","Dominion (Sequoia)- Sequoia Insight",NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-MONROE-WARD-1-ADAMS",1018,"TOWN-OF-MONROE-WARD-1-ADAMS","TOWN OF MONROE Ward 1","ADAMS","TOWN OF MONROE ADAMS",51.0729613733906,43.7768240343348,5.15021459227468,0.869565217391304,0.820833333333333,0,0,197,0,0,0.0760869565217391,240,276,0.00416666666666667,233,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","Dominion (Sequoia)- Sequoia Insight",NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-NEW-CHESTER-WARD-13-ADAMS",1020,"TOWN-OF-NEW-CHESTER-WARD-13-ADAMS","TOWN OF NEW CHESTER Ward 1-3","ADAMS","TOWN OF NEW CHESTER ADAMS",51.7948717948718,44.1025641025641,4.1025641025641,0.826175869120654,0.628712871287129,0,0,254,0,0,0.106339468302658,404,489,0.0173267326732673,390,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","None",NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-NEW-HAVEN-WARD-1-ADAMS",1022,"TOWN-OF-NEW-HAVEN-WARD-1-ADAMS","TOWN OF NEW HAVEN Ward 1","ADAMS","TOWN OF NEW HAVEN ADAMS",46.0176991150442,50.1474926253687,3.83480825958702,0.822966507177033,0.686046511627907,0,0,236,0,0,0.0645933014354067,344,418,0.00581395348837209,339,2,7.3,3.47506723022861,32.3,"Dominion (Sequoia)/Command Central-Edge","Dominion (Sequoia)- Sequoia Insight",NA,44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-PRESTON-WARD-12-ADAMS",1024,"TOWN-OF-PRESTON-WARD-12-ADAMS","TOWN OF PRESTON Ward 1-2","ADAMS","TOWN OF PRESTON ADAMS",54.3859649122807,41.812865497076,3.80116959064327,0.932717678100264,0,0,0,0,0,0,0.0963060686015831,707,758,0.0551626591230552,684,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOWN-OF-QUINCY-WARD-13-ADAMS",1026,"TOWN-OF-QUINCY-WARD-13-ADAMS","TOWN OF QUINCY Ward 1-3","ADAMS","TOWN OF QUINCY ADAMS",49.84375,45,5.15625,0.858257477243173,0,0,0,0,0,0,0.0767230169050715,660,769,0.00303030303030303,640,2,7.3,3.47506723022861,32.3,"aNone","None","Vote Pad-Vote Pad (non-electronic)",44897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
