"","county","reporting_unit","muni_county","municipality","votes_rec_cruz","votes_rec_kasich","votes_rec_other","votes_rec_trump","votes_tot","votes_perc_cruz","votes_perc_kasich","votes_perc_other","votes_perc_trump","trump_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010"
"1","KENOSHA","TOWN-OF-BRIGHTON-WARD-1-4-KENOSHA","TOWN OF BRIGHTON KENOSHA","TOWN OF BRIGHTON",221,45,11,162,5707,50.3416856492027,10.250569476082,2.50569476082005,36.9020501138952,0,143,0.307692307692308,0.147119341563786,0.00720164609053498,0.027972027972028,0.00699300699300699,972,0.013986013986014,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"2","KENOSHA","TOWN-OF-PARIS-WARD-1-2-KENOSHA","TOWN OF PARIS KENOSHA","TOWN OF PARIS",215,67,6,153,5733,48.7528344671202,15.1927437641723,1.36054421768708,34.6938775510204,0,144,0,0.140350877192982,0.0107212475633528,0,0.00694444444444444,1026,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"3","KENOSHA","TOWN-OF-RANDALL-WARD-1-7-KENOSHA","TOWN OF RANDALL KENOSHA","TOWN OF RANDALL",269,94,18,347,9464,36.9505494505495,12.9120879120879,2.47252747252747,47.6648351648352,1,182,0,0.0951385258755881,0.00209095661265029,0.0769230769230769,0.010989010989011,1913,0.0274725274725275,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"4","KENOSHA","TOWN-OF-SALEM-WARD-1-5-10-KENOSHA","TOWN OF SALEM KENOSHA","TOWN OF SALEM",572,163,25,628,18044,41.2103746397695,11.7435158501441,1.80115273775216,45.2449567723343,1,332,0,0.0918649695628113,0.00415052573325955,0.162650602409639,0,3614,0.0391566265060241,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"5","KENOSHA","TOWN-OF-SALEM-WARD-6-9-KENOSHA","TOWN OF SALEM KENOSHA","TOWN OF SALEM",401,144,28,438,13143,39.6636993076162,14.2433234421365,2.76953511374876,43.3234421364985,1,212,0,0.0737134909596662,0.00208623087621697,0.179245283018868,0,2876,0.0377358490566038,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"6","KENOSHA","TOWN-OF-SOMERS-WARD-1-2-KENOSHA","TOWN OF SOMERS KENOSHA","TOWN OF SOMERS",99,19,7,120,3185,40.4081632653061,7.75510204081633,2.85714285714286,48.9795918367347,1,101,0,0.143059490084986,0,0.207920792079208,0,706,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"7","KENOSHA","TOWN-OF-WHEATLAND-WARD-1-6-KENOSHA","TOWN OF WHEATLAND KENOSHA","TOWN OF WHEATLAND",379,131,18,272,10400,47.375,16.375,2.25,34,0,225,0,0.113751263902932,0.00252780586450961,0.0622222222222222,0,1978,0.00444444444444444,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"8","KENOSHA","VILLAGE-OF-BRISTOL-WARD-1-3-8-KENOSHA","VILLAGE OF BRISTOL KENOSHA","VILLAGE OF BRISTOL",348,109,17,311,10205,44.3312101910828,13.8853503184713,2.1656050955414,39.6178343949045,0,190,0.157894736842105,0.113095238095238,0.00416666666666667,0.105263157894737,0,1680,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"9","KENOSHA","VILLAGE-OF-BRISTOL-WARD-4-7-KENOSHA","VILLAGE OF BRISTOL KENOSHA","VILLAGE OF BRISTOL",259,88,12,296,8515,39.5419847328244,13.4351145038168,1.83206106870229,45.1908396946565,1,131,0.396946564885496,0.0945165945165945,0.00288600288600289,0.0687022900763359,0,1386,0.0152671755725191,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"10","KENOSHA","VILLAGE-OF-GENOA-CITY-WARD-5-KENOSHA","VILLAGE OF GENOA CITY KENOSHA","VILLAGE OF GENOA CITY",0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,2,NA,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41656887046849
"11","KENOSHA","VILLAGE-OF-PADDOCK-LAKE-WARD-1-6-KENOSHA","VILLAGE OF PADDOCK LAKE KENOSHA","VILLAGE OF PADDOCK LAKE",237,59,15,252,7319,42.0959147424512,10.4795737122558,2.66429840142096,44.7602131438721,1,169,0,0.100356294536817,0.00237529691211401,0.0769230769230769,0.0118343195266272,1684,0.0236686390532544,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"12","KENOSHA","VILLAGE-OF-PLEASANT-PRAIRIE-WARD-1-3-KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA","VILLAGE OF PLEASANT PRAIRIE",433,155,19,438,13585,41.4354066985646,14.8325358851675,1.81818181818182,41.9138755980861,1,446,0,0.150421585160202,0.00539629005059022,0.163677130044843,0.00224215246636771,2965,0.0224215246636771,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"13","KENOSHA","VILLAGE-OF-PLEASANT-PRAIRIE-WARD-4-5-KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA","VILLAGE OF PLEASANT PRAIRIE",193,53,12,266,6812,36.8320610687023,10.1145038167939,2.29007633587786,50.763358778626,1,178,0,0.113159567705022,0.00317863954227591,0.101123595505618,0,1573,0.0337078651685393,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"14","KENOSHA","VILLAGE-OF-PLEASANT-PRAIRIE-WARD-6-7-KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA","VILLAGE OF PLEASANT PRAIRIE",242,94,21,281,8294,37.9310344827586,14.7335423197492,3.29153605015674,44.0438871473354,1,288,0,0.148300720906282,0.00360453141091658,0.222222222222222,0,1942,0.0138888888888889,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"15","KENOSHA","VILLAGE-OF-PLEASANT-PRAIRIE-WARD-8-11-KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA","VILLAGE OF PLEASANT PRAIRIE",463,166,13,408,13650,44.0952380952381,15.8095238095238,1.23809523809524,38.8571428571429,0,290,0,0.102364984115778,0.00352982703847511,0.172413793103448,0,2833,0.0413793103448276,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"16","KENOSHA","VILLAGE-OF-PLEASANT-PRAIRIE-WARD-12-14-KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA","VILLAGE OF PLEASANT PRAIRIE",443,154,26,346,12597,45.7172342621259,15.8926728586171,2.68317853457172,35.7069143446852,0,336,0,0.12495351431759,0.00371885459278542,0.139880952380952,0,2689,0.0178571428571429,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"17","KENOSHA","VILLAGE-OF-SILVER-LAKE-WARD-1-3-KENOSHA","VILLAGE OF SILVER LAKE KENOSHA","VILLAGE OF SILVER LAKE",192,76,18,286,7436,33.5664335664336,13.2867132867133,3.14685314685315,50,1,376,0.281914893617021,0.260568260568261,0.0103950103950104,0.0930851063829787,0,1443,0.00797872340425532,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"18","KENOSHA","VILLAGE-OF-SOMERS-WARD-1-4-KENOSHA","VILLAGE OF SOMERS KENOSHA","VILLAGE OF SOMERS",275,80,12,239,7878,45.3795379537954,13.2013201320132,1.98019801980198,39.4389438943894,0,256,0,0.161107614852108,0,0.11328125,0.015625,1589,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"19","KENOSHA","VILLAGE-OF-SOMERS-WARD-5-6-9-10-KENOSHA","VILLAGE OF SOMERS KENOSHA","VILLAGE OF SOMERS",189,78,8,208,6279,39.1304347826087,16.1490683229814,1.65631469979296,43.064182194617,1,224,0,0.170212765957447,0.00531914893617021,0.174107142857143,0.0357142857142857,1316,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"20","KENOSHA","VILLAGE-OF-SOMERS-WARD-7-8-KENOSHA","VILLAGE OF SOMERS KENOSHA","VILLAGE OF SOMERS",53,31,9,83,2288,30.1136363636364,17.6136363636364,5.11363636363636,47.1590909090909,1,79,0,0.10792349726776,1,0.10126582278481,0.0506329113924051,732,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"21","KENOSHA","VILLAGE-OF-SOMERS-WARD-11-12-KENOSHA","VILLAGE OF SOMERS KENOSHA","VILLAGE OF SOMERS",170,66,4,128,4784,46.195652173913,17.9347826086957,1.08695652173913,34.7826086956522,0,132,0,0.107491856677524,0.000814332247557003,0.0984848484848485,0.0151515151515152,1228,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"22","KENOSHA","VILLAGE-OF-TWIN-LAKES-WARD-1-8-KENOSHA","VILLAGE OF TWIN LAKES KENOSHA","VILLAGE OF TWIN LAKES",325,95,23,392,10855,38.9221556886228,11.377245508982,2.75449101796407,46.9461077844311,1,343,0,0.114715719063545,0.00668896321070234,0.0087463556851312,0,2990,0.0087463556851312,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"23","KENOSHA","CITY-OF-KENOSHA-WARD-1-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",45,16,3,51,1495,39.1304347826087,13.9130434782609,2.60869565217391,44.3478260869565,1,65,0,0.0940665701881331,0.00868306801736614,0.2,0,691,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"24","KENOSHA","CITY-OF-KENOSHA-WARD-2-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",61,15,5,82,2119,37.4233128834356,9.20245398773006,3.06748466257669,50.3067484662577,1,79,0,0.13255033557047,0.00503355704697987,0.30379746835443,0,596,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"25","KENOSHA","CITY-OF-KENOSHA-WARD-3-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",32,14,4,16,858,48.4848484848485,21.2121212121212,6.06060606060606,24.2424242424242,0,65,0,0.0940665701881331,0.00868306801736614,0.2,0,691,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"26","KENOSHA","CITY-OF-KENOSHA-WARD-4-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",71,52,9,79,2743,33.6492890995261,24.6445497630332,4.2654028436019,37.4407582938389,1,162,0,0.183673469387755,0.00680272108843537,0.234567901234568,0,882,0.00617283950617284,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"27","KENOSHA","CITY-OF-KENOSHA-WARD-5-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",26,15,5,43,1157,29.2134831460674,16.8539325842697,5.61797752808989,48.314606741573,1,95,0,0.177570093457944,0.0186915887850467,0.126315789473684,0,535,0.0105263157894737,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"28","KENOSHA","CITY-OF-KENOSHA-WARD-6-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",38,29,7,58,1716,28.7878787878788,21.969696969697,5.3030303030303,43.9393939393939,1,93,0,0.17680608365019,0.0171102661596958,0.204301075268817,0,526,0.010752688172043,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"29","KENOSHA","CITY-OF-KENOSHA-WARD-7-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",17,7,2,25,663,33.3333333333333,13.7254901960784,3.92156862745098,49.0196078431373,1,68,0,0.152125279642058,0.0178970917225951,0.0882352941176471,0,447,0.0147058823529412,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"30","KENOSHA","CITY-OF-KENOSHA-WARD-8-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",107,36,9,107,3367,41.3127413127413,13.8996138996139,3.47490347490348,41.3127413127413,0,225,0,0.210084033613445,0.0149393090569561,0.164444444444444,0,1071,0.00444444444444444,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"31","KENOSHA","CITY-OF-KENOSHA-WARD-9-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",43,7,5,55,1430,39.0909090909091,6.36363636363636,4.54545454545454,50,1,51,0,0.0982658959537572,0.00578034682080925,0.196078431372549,0,519,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"32","KENOSHA","CITY-OF-KENOSHA-WARD-10-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",18,2,7,31,754,31.0344827586207,3.44827586206897,12.0689655172414,53.448275862069,1,29,0,0.0534069981583794,0.00552486187845304,0.344827586206897,0,543,0.0344827586206897,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
"33","KENOSHA","CITY-OF-KENOSHA-WARD-11-KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA",29,12,2,23,858,43.9393939393939,18.1818181818182,3.03030303030303,34.8484848484849,0,55,0,0.110663983903421,0.00804828973843058,0.0363636363636364,0,497,0,"94152","80.53%","35,770","36,025",4030,"75,825",-255,"-20.28%","3.00%","282.72%","-6.27%","47.17%","47.51%","5.31%","2.58%",0,1,1,"44,867","34,977","1,053","80,897","55.46%","43.24%","1.30%","2.64%",1,2,168068,126891,166426,24.5,87.9,7.2,9136,77.2,97960,28931,23.2,29439,3.4,10.7,3.3,54930,611.9,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.41656887046849
