"","county","reporting_unit","muni_county","municipality","votes_rec_cruz","votes_rec_kasich","votes_rec_other","votes_rec_trump","votes_tot","votes_perc_cruz","votes_perc_kasich","votes_perc_other","votes_perc_trump","trump_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010"
"1141","JUNEAU","CITY-OF-NEW-LISBON-WARD-1-7-JUNEAU","CITY OF NEW LISBON JUNEAU","CITY OF NEW LISBON",79,25,13,136,3289,31.2252964426877,9.88142292490119,5.13833992094862,53.7549407114625,1,89,0.966292134831461,0.132243684992571,0,0.0112359550561798,0,673,0,"13820","84.92%","4,100","7,188",448,"11,736",-3088,"-34.32%","32.84%","157.47%","-0.77%","34.94%","61.25%","3.82%","0.40%",0,1,2,"6,242","5,411","174","11,827","52.78%","45.75%","1.47%","0.39%",1,2,26395,21010,26664,20.4,94.4,2.4,504,92,19330,1681,12.4,2605,11.5,38.3,7.1,45297,34.8,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.54961738678043
"1142","JUNEAU","CITY-OF-WISCONSIN-DELLS-WARD-7-JUNEAU","CITY OF WISCONSIN DELLS JUNEAU","CITY OF WISCONSIN DELLS",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,"13820","84.92%","4,100","7,188",448,"11,736",-3088,"-34.32%","32.84%","157.47%","-0.77%","34.94%","61.25%","3.82%","0.40%",0,1,2,"6,242","5,411","174","11,827","52.78%","45.75%","1.47%","0.39%",1,2,26395,21010,26664,20.4,94.4,2.4,504,92,19330,1681,12.4,2605,11.5,38.3,7.1,45297,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54961738678043
"1143","LA CROSSE","TOWN-OF-BANGOR-WARD-1-LA-CROSSE","TOWN OF BANGOR LA CROSSE","TOWN OF BANGOR",55,23,4,75,2041,35.031847133758,14.6496815286624,2.54777070063694,47.7707006369427,1,130,0,0.376811594202899,0.0115942028985507,0.00769230769230769,0,345,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1144","LA CROSSE","TOWN-OF-BARRE-WARD-1-2-LA-CROSSE","TOWN OF BARRE LA CROSSE","TOWN OF BARRE",123,37,7,171,4394,36.3905325443787,10.9467455621302,2.07100591715976,50.5917159763314,1,96,0,0.121827411167513,0.00253807106598985,0.0520833333333333,0,788,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1145","LA CROSSE","TOWN-OF-BURNS-WARD-1-LA-CROSSE","TOWN OF BURNS LA CROSSE","TOWN OF BURNS",78,22,8,102,2730,37.1428571428571,10.4761904761905,3.80952380952381,48.5714285714286,1,189,0,0.300955414012739,0.00477707006369427,0.037037037037037,0,628,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1146","LA CROSSE","TOWN-OF-CAMPBELL-WARD-1-6-LA-CROSSE","TOWN OF CAMPBELL LA CROSSE","TOWN OF CAMPBELL",236,124,18,360,9594,31.9783197831978,16.8021680216802,2.4390243902439,48.780487804878,1,535,0,0.191413237924866,0.00500894454382826,0.0411214953271028,0.00186915887850467,2795,0.0205607476635514,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1147","LA CROSSE","TOWN-OF-FARMINGTON-WARD-1-2-LA-CROSSE","TOWN OF FARMINGTON LA CROSSE","TOWN OF FARMINGTON",127,34,6,170,4381,37.6854599406528,10.0890207715134,1.78041543026706,50.4451038575668,1,175,0,0.147058823529412,0.00420168067226891,0.00571428571428571,0,1190,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1148","LA CROSSE","TOWN-OF-GREENFIELD-WARD-1-2-LA-CROSSE","TOWN OF GREENFIELD LA CROSSE","TOWN OF GREENFIELD",175,76,7,190,5824,39.0625,16.9642857142857,1.5625,42.4107142857143,1,177,0,0.139479905437352,0.00315208825847124,0.0451977401129944,0.0112994350282486,1269,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1149","LA CROSSE","TOWN-OF-HAMILTON-WARD-1-5-LA-CROSSE","TOWN OF HAMILTON LA CROSSE","TOWN OF HAMILTON",248,87,14,294,8359,38.5692068429238,13.5303265940902,2.17729393468118,45.7231726283048,1,250,0,0.150693188667872,0.00241109101868596,0.02,0,1659,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1150","LA CROSSE","TOWN-OF-HOLLAND-WARD-1-6-LA-CROSSE","TOWN OF HOLLAND LA CROSSE","TOWN OF HOLLAND",344,146,28,416,12142,36.830835117773,15.6316916488223,2.99785867237687,44.5396145610278,1,382,0,0.150749802683504,0.00355169692186267,0.0471204188481675,0,2534,0.00261780104712042,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1151","LA CROSSE","TOWN-OF-MEDARY-WARD-1-2-LA-CROSSE","TOWN OF MEDARY LA CROSSE","TOWN OF MEDARY",152,78,13,165,5304,37.2549019607843,19.1176470588235,3.18627450980392,40.4411764705882,1,216,0,0.198347107438017,0.00734618916437098,0.101851851851852,0.0185185185185185,1089,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1152","LA CROSSE","TOWN-OF-ONALASKA-WARD-1-8-LA-CROSSE","TOWN OF ONALASKA LA CROSSE","TOWN OF ONALASKA",457,156,26,617,16328,36.3853503184713,12.4203821656051,2.07006369426752,49.124203821656,1,659,0,0.174801061007958,0.00530503978779841,0.0743550834597876,0.00151745068285281,3770,0.0136570561456753,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1153","LA CROSSE","TOWN-OF-SHELBY-WARD-1-6-LA-CROSSE","TOWN OF SHELBY LA CROSSE","TOWN OF SHELBY",410,283,23,437,14989,35.5594102341717,24.5446660884649,1.99479618386817,37.9011274934952,1,622,0,0.190856090825407,0.00490948143602332,0,0,3259,0.00321543408360129,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1154","LA CROSSE","TOWN-OF-WASHINGTON-WARD-1-LA-CROSSE","TOWN OF WASHINGTON LA CROSSE","TOWN OF WASHINGTON",45,19,4,61,1677,34.8837209302326,14.7286821705426,3.10077519379845,47.2868217054264,1,100,0,0.292397660818713,0.0175438596491228,0.01,0,342,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1155","LA CROSSE","VILLAGE-OF-BANGOR-WARD-1-2-LA-CROSSE","VILLAGE OF BANGOR LA CROSSE","VILLAGE OF BANGOR",90,43,9,90,3016,38.7931034482759,18.5344827586207,3.87931034482759,38.7931034482759,0,310,0,0.36773428232503,0.0166073546856465,0,0,843,0.00645161290322581,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1156","LA CROSSE","VILLAGE-OF-HOLMEN-WARD-1-11-LA-CROSSE","VILLAGE OF HOLMEN LA CROSSE","VILLAGE OF HOLMEN",582,208,37,605,18616,40.6424581005587,14.5251396648045,2.58379888268156,42.2486033519553,1,618,0,0.11773671175462,0.00552486187845304,0.0744336569579288,0.00161812297734628,5249,0.0145631067961165,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1157","LA CROSSE","VILLAGE-OF-ROCKLAND-WARD-1-LA-CROSSE","VILLAGE OF ROCKLAND LA CROSSE","VILLAGE OF ROCKLAND",52,13,2,42,1417,47.7064220183486,11.9266055045872,1.8348623853211,38.5321100917431,0,NA,NA,NA,NA,NA,NA,NA,NA,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1158","LA CROSSE","VILLAGE-OF-WEST-SALEM-WARD-1-6-LA-CROSSE","VILLAGE OF WEST SALEM LA CROSSE","VILLAGE OF WEST SALEM",382,219,33,413,13611,36.4851957975167,20.9169054441261,3.15186246418338,39.4460362941738,1,382,0,0.129931972789116,0.00578231292517007,0.0575916230366492,0,2940,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1159","LA CROSSE","CITY-OF-LA-CROSSE-WARD-1-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",128,76,17,238,5967,27.8867102396514,16.557734204793,3.7037037037037,51.8518518518518,1,250,0,0.139043381535039,0.00889877641824249,0.084,0,1798,0.004,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1160","LA CROSSE","CITY-OF-LA-CROSSE-WARD-2-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",28,13,0,43,1092,33.3333333333333,15.4761904761905,0,51.1904761904762,1,68,0,0.14020618556701,0.00206185567010309,0.191176470588235,0,485,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1161","LA CROSSE","CITY-OF-LA-CROSSE-WARD-3-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",102,38,7,99,3198,41.4634146341463,15.4471544715447,2.84552845528455,40.2439024390244,0,121,0,0.107747105966162,0.00445235975066785,0.0578512396694215,0,1123,0.00826446280991736,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1162","LA CROSSE","CITY-OF-LA-CROSSE-WARD-4-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",29,14,2,32,1001,37.6623376623377,18.1818181818182,2.5974025974026,41.5584415584416,1,62,0,0.117647058823529,0,0.225806451612903,0,527,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1163","LA CROSSE","CITY-OF-LA-CROSSE-WARD-5-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",39,16,5,61,1573,32.2314049586777,13.2231404958678,4.13223140495868,50.4132231404959,1,72,0,0.0875912408759124,0.00851581508515815,0.166666666666667,0,822,0.0138888888888889,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1164","LA CROSSE","CITY-OF-LA-CROSSE-WARD-6-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",101,50,9,91,3263,40.2390438247012,19.9203187250996,3.58565737051793,36.2549800796813,0,101,0,0.0699445983379501,0.00692520775623269,0.0594059405940594,0,1444,0.0099009900990099,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1165","LA CROSSE","CITY-OF-LA-CROSSE-WARD-7-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",146,56,14,93,4017,47.2491909385113,18.1229773462783,4.53074433656958,30.0970873786408,0,153,0,0.0788253477588872,0.0118495620814013,0.117647058823529,0,1941,0.0196078431372549,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1166","LA CROSSE","CITY-OF-LA-CROSSE-WARD-8-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",340,174,22,146,8866,49.8533724340176,25.5131964809384,3.2258064516129,21.4076246334311,0,131,0,0.0475499092558984,0.0326678765880218,0.198473282442748,0,2755,0.0152671755725191,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1167","LA CROSSE","CITY-OF-LA-CROSSE-WARD-9-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",202,142,20,151,6695,39.2233009708738,27.5728155339806,3.88349514563107,29.3203883495146,0,562,0,0.236432477913336,0.01051745898191,0.112099644128114,0.00711743772241993,2377,0.0213523131672598,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1168","LA CROSSE","CITY-OF-LA-CROSSE-WARD-10-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",37,17,5,15,962,50,22.972972972973,6.75675675675676,20.2702702702703,0,11,0,0.0197841726618705,0,0,0,556,0.181818181818182,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1169","LA CROSSE","CITY-OF-LA-CROSSE-WARD-11-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",51,13,7,21,1196,55.4347826086957,14.1304347826087,7.60869565217391,22.8260869565217,0,15,0,0.0277264325323475,0.0166358595194085,0.0666666666666667,0,541,0.0666666666666667,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1170","LA CROSSE","CITY-OF-LA-CROSSE-WARD-12-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",65,38,7,39,1937,43.6241610738255,25.503355704698,4.69798657718121,26.1744966442953,0,69,0,0.114617940199336,0.00664451827242525,0.202898550724638,0.0289855072463768,602,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1171","LA CROSSE","CITY-OF-LA-CROSSE-WARD-13-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",32,16,3,38,1157,35.9550561797753,17.9775280898876,3.37078651685393,42.6966292134831,1,65,0,0.136554621848739,0.00630252100840336,0.123076923076923,0,476,0.0153846153846154,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1172","LA CROSSE","CITY-OF-LA-CROSSE-WARD-14-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",43,18,9,49,1547,36.1344537815126,15.1260504201681,7.56302521008403,41.1764705882353,1,101,0,0.113355780022447,0.0190796857463524,0.188118811881188,0,891,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1173","LA CROSSE","CITY-OF-LA-CROSSE-WARD-15-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",76,29,5,26,1768,55.8823529411765,21.3235294117647,3.67647058823529,19.1176470588235,0,93,0,0.135568513119534,0.0102040816326531,0.21505376344086,0.010752688172043,686,0,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
"1174","LA CROSSE","CITY-OF-LA-CROSSE-WARD-16-LA-CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE",62,36,7,90,2535,31.7948717948718,18.4615384615385,3.58974358974359,46.1538461538462,1,148,0,0.14176245210728,0.0134099616858238,0.452702702702703,0.0472972972972973,1044,0.0135135135135135,"77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.53654655528029
