"","hindi","reporting_unit","reporting_unit_orig","county","muni_county","votes_perc_republican","votes_perc_democrat","votes_perc_other","turnout_perc","tch_prop","os_prop","counted_absent_prop","tch_votes","rejected_absent_prop","absentee_undeliverable","sameday_reg_prop","total_ballots","registrants","late_registrants","votes_tot","county_paper_or_paperplusmachine","ratio_nocollege_college","log.pop.sq.mile.2010","pop_sq_mile_2010","tch_model_off_full","os_model_off","bmd_model_off","medianhouseholdincome_2009.2013","pop","inc_2015","unemp_rate","pct_graduate","pct_white","pct_black","pct_latino","pct_male","age_med","house_size_ave","muni.dense"
"TOWN-OF-BRIGHTON-WARDS-14-KENOSHA",30002,"TOWN-OF-BRIGHTON-WARDS-14-KENOSHA","TOWN OF BRIGHTON Wards 1-4","KENOSHA","TOWN OF BRIGHTON KENOSHA",77.1526980482204,19.9770378874857,2.87026406429391,0.875612144955926,0,1,0,0,0,0,0.0901077375122429,894,1021,0.0302013422818792,871,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,1384,40550,4.06147091108672,16.871921182266,98.0491329479769,0.289017341040462,2.89017341040462,50.1445086705202,50.3,2.27,272.668915433416
"TOWN-OF-PARIS-WARDS-12-KENOSHA",30006,"TOWN-OF-PARIS-WARDS-12-KENOSHA","TOWN OF PARIS Wards 1-2","KENOSHA","TOWN OF PARIS KENOSHA",77.9605263157895,18.969298245614,3.07017543859649,0.89980732177264,0,0,0,0,0,0,0.0712909441233141,934,1038,0,912,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,1764,32536,7.45573159366263,18.3425414364641,98.015873015873,0,3.57142857142857,53.7414965986395,46.1,2.8,38.1170641395578
"TOWN-OF-RANDALL-WARDS-17-KENOSHA",NA,"TOWN-OF-RANDALL-WARDS-17-KENOSHA","TOWN OF RANDALL Wards 1-7","KENOSHA","TOWN OF RANDALL KENOSHA",69.4021101992966,24.3259085580305,6.27198124267292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1706,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,12,NA,0,50,100,0,0,75,20.5,4,2.92788157921484
"TOWN-OF-SALEM-WARD-1510-KENOSHA",30012,"TOWN-OF-SALEM-WARD-1510-KENOSHA","TOWN OF SALEM Ward 1-510","KENOSHA","TOWN OF SALEM KENOSHA",70.1891323926749,23.1462023416391,6.66466526568598,0.850333162480779,0,1,0,0,0,0.000904159132007233,0.0961045617631984,3318,3902,0.0364677516576251,3331,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,12153,28688,7.36173393124066,16.4662611401896,98.1321484407142,0.444334732164898,4.95350942154201,49.0743026413231,40.3,2.74,3423.01698774274
"TOWN-OF-SALEM-WARD-69-KENOSHA",30012,"TOWN-OF-SALEM-WARD-69-KENOSHA","TOWN OF SALEM Ward 6-9","KENOSHA","TOWN OF SALEM KENOSHA",68.8834154351396,23.4811165845649,7.63546798029557,0.836768073274452,0,1,0,0,0,0.000390930414386239,0.122669283611384,2558,3057,0.0324472243940579,2436,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,12153,28688,7.36173393124066,16.4662611401896,98.1321484407142,0.444334732164898,4.95350942154201,49.0743026413231,40.3,2.74,3423.01698774274
"TOWN-OF-SOMERS-WARD-1-KENOSHA",30014,"TOWN-OF-SOMERS-WARD-1-KENOSHA","TOWN OF SOMERS Ward 1","KENOSHA","TOWN OF SOMERS KENOSHA",60.6060606060606,39.3939393939394,0,1.12,0,1,0,0,0,0.0357142857142857,0.24,28,25,0,33,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,9475,28021,8.97887323943662,27.1006655574043,90.2585751978892,3.89445910290237,8.49604221635884,48.0949868073879,40,2.47,2762.96169295074
"TOWN-OF-SOMERS-WARD-2-KENOSHA",30014,"TOWN-OF-SOMERS-WARD-2-KENOSHA","TOWN OF SOMERS Ward 2","KENOSHA","TOWN OF SOMERS KENOSHA",65.7894736842105,31.7813765182186,2.42914979757085,0.798807749627422,0,1,0,0,0,0,0.0476900149031297,536,671,0,494,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,9475,28021,8.97887323943662,27.1006655574043,90.2585751978892,3.89445910290237,8.49604221635884,48.0949868073879,40,2.47,2762.96169295074
"TOWN-OF-WHEATLAND-WARD-16-KENOSHA",30016,"TOWN-OF-WHEATLAND-WARD-16-KENOSHA","TOWN OF WHEATLAND Ward 1-6","KENOSHA","TOWN OF WHEATLAND KENOSHA",72.876557191393,21.687429218573,5.43601359003398,0.870781099324976,0,1,0,0,0,0,0.0810028929604629,1806,2074,0.0293466223698782,1766,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,3373,28960,4.77815699658703,12.7612761276128,93.536910761933,2.22353987548177,4.00237177586718,51.1117699377409,40.8,2.72,390.045256101464
"VILLAGE-OF-BRISTOL-WARDS-138-KENOSHA",30104,"VILLAGE-OF-BRISTOL-WARDS-138-KENOSHA","VILLAGE OF BRISTOL Wards 1-38","KENOSHA","VILLAGE OF BRISTOL KENOSHA",74.3208279430789,22.0569210866753,3.6222509702458,0.887507066139062,0.0133757961783439,0.986624203821656,0,21,0,0,0.0814019219898248,1570,1769,0.00955414012738853,1546,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VILLAGE-OF-BRISTOL-WARDS-47-KENOSHA",30104,"VILLAGE-OF-BRISTOL-WARDS-47-KENOSHA","VILLAGE OF BRISTOL Wards 4-7","KENOSHA","VILLAGE OF BRISTOL KENOSHA",71.6441620333598,23.8284352660842,4.527402700556,0.861723446893788,0.00232558139534884,0.997674418604651,0,3,0,0,0.0668002672010688,1290,1497,0.0062015503875969,1259,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VILLAGE-OF-GENOA-CITY-WARD-5-KENOSHA",30131,"VILLAGE-OF-GENOA-CITY-WARD-5-KENOSHA","VILLAGE OF GENOA CITY Ward 5","KENOSHA","VILLAGE OF GENOA CITY KENOSHA",0,0,0,0,NA,NA,NA,0,NA,NA,0,0,2,NA,0,1,3.3,6.41656887046849,611.9,NA,NA,NA,54930,3035,23638,5.89189189189189,15.7759175788796,92.3228995057661,0.197693574958814,9.29159802306425,50.9060955518946,32.9,2.97,2421.30262816163
"VILLAGE-OF-PADDOCK-LAKE-WARDS-16-KENOSHA",30171,"VILLAGE-OF-PADDOCK-LAKE-WARDS-16-KENOSHA","VILLAGE OF PADDOCK LAKE Wards 1-6","KENOSHA","VILLAGE OF PADDOCK LAKE KENOSHA",67.1673819742489,26.3948497854077,6.43776824034335,0.820630372492837,0,0,0,0,0,0,0.570773638968481,1432,1745,0.0279329608938547,1398,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,3005,28017,5.16385302879841,17.6008968609865,97.8036605657238,0.133111480865225,3.62728785357737,53.910149750416,40.8,2.66,1022.5806697431
"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-13-KENOSHA",30174,"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-13-KENOSHA","VILLAGE OF PLEASANT PRAIRIE Ward 1-3","KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA",61.9771863117871,32.851711026616,5.17110266159696,0.871396177518627,0,1,0,0,0,0,0.0673793326854551,2690,3087,0.0364312267657993,2630,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,20217,34799,5.40456592638608,26.9876719671252,89.8896967898303,3.70974922095266,5.92075975664045,50.2794677746451,42.1,2.66,5162.33477060898
"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-45-KENOSHA",30174,"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-45-KENOSHA","VILLAGE OF PLEASANT PRAIRIE Ward 4-5","KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA",62.0738636363636,32.3863636363636,5.53977272727273,0.867107636800962,0,1,0,0,0,0,0.0691521346963319,1442,1663,0.036754507628294,1408,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,20217,34799,5.40456592638608,26.9876719671252,89.8896967898303,3.70974922095266,5.92075975664045,50.2794677746451,42.1,2.66,5162.33477060898
"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-67-KENOSHA",30174,"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-67-KENOSHA","VILLAGE OF PLEASANT PRAIRIE Ward 6-7","KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA",59.2289719626168,36.7406542056075,4.0303738317757,0.875868917576961,0,1,0,0,0,0,0.0670307845084409,1764,2014,0.0277777777777778,1712,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,20217,34799,5.40456592638608,26.9876719671252,89.8896967898303,3.70974922095266,5.92075975664045,50.2794677746451,42.1,2.66,5162.33477060898
"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-811-KENOSHA",30174,"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-811-KENOSHA","VILLAGE OF PLEASANT PRAIRIE Ward 8-11","KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA",69.2249811888638,26.6741911211437,4.10082768999248,0.883841661258923,0,1,0,0,0,0,0.0704088254380273,2724,3082,0.0462555066079295,2658,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,20217,34799,5.40456592638608,26.9876719671252,89.8896967898303,3.70974922095266,5.92075975664045,50.2794677746451,42.1,2.66,5162.33477060898
"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-1214-KENOSHA",30174,"VILLAGE-OF-PLEASANT-PRAIRIE-WARD-1214-KENOSHA","VILLAGE OF PLEASANT PRAIRIE Ward 12-14","KENOSHA","VILLAGE OF PLEASANT PRAIRIE KENOSHA",63.6399217221135,31.9373776908024,4.42270058708415,0.888209310227659,0,1,0,0,0,0,0.102616377845736,2614,2943,0.0363427697016067,2555,1,3.3,6.41656887046849,611.9,"aNone","ES&S DS200","ES&S ExpressVote",54930,20217,34799,5.40456592638608,26.9876719671252,89.8896967898303,3.70974922095266,5.92075975664045,50.2794677746451,42.1,2.66,5162.33477060898
