"","MCD_FIPS","geoid","pop","percap_inc_2015","med_inc_15older","unemp_1864_perc","bach_perc","male_perc","age_med","white_perc","black_perc","asian_perc","hisp_perc","native_perc","pov_perc","stamps_perc","house_size_ave","muni_county_2016","hindi","muni.area","muni.dense"
"504","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"505","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"506","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"507","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"508","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"509","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"510","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"511","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"512","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"513","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"514","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"515","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"516","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"517","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"518","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"519","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"520","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"521","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"522","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"523","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"524","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"525","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"526","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"527","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"528","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"529","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"530","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"531","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"532","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"533","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"534","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"535","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"536","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"537","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"538","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"539","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"540","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"541","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"542","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"543","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"544","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"545","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"546","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"547","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"548","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"549","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"550","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"551","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"552","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"553","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"554","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"555","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"556","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"557","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"558","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"559","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"560","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"561","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"562","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"563","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"564","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"565","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"566","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"567","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"568","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"569","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"570","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"571","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"572","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"573","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"574","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"575","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"576","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"577","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"578","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"579","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"580","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"581","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"582","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"583","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"584","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"585","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"586","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"587","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"588","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"589","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"590","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"591","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"592","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"593","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"594","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"595","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"596","5502546850","06000US5502546850",8092,37591,38118,5.15128303332057,35.1959038290294,50.8403361344538,41.4,93.7963420662383,0.778546712802768,0.815620365793376,1.63124073158675,0,6.13512485739637,5.53204353083434,2.45,"CITY OF MADISON DANE","13251",2.31645662039799,3493.26636585567
"597","5502548000","06000US5502548000",243122,32061,27427,4.21545935788436,37.0152836680803,49.2937702059048,30.9,78.8554717384688,6.90435254728079,8.40853563231629,7.00265710219561,0.310954993789126,19.6275621846113,9.95417295147329,2.22,"TOWN OF MADISON DANE","13032",10.082369512677,24113.5776361214
"598","5502548000","06000US5502548000",243122,32061,27427,4.21545935788436,37.0152836680803,49.2937702059048,30.9,78.8554717384688,6.90435254728079,8.40853563231629,7.00265710219561,0.310954993789126,19.6275621846113,9.95417295147329,2.22,"TOWN OF MADISON DANE","13032",10.082369512677,24113.5776361214
"599","5502548025","06000US5502548025",6702,19277,22667,6.43947313401631,17.8071928071928,51.5070128319905,32.1,61.7129215159654,19.9492688749627,4.37182930468517,20.0686362279916,0,30.3833412210128,26.6625039025913,2.09,"VILLAGE OF MAPLE BLUFF DANE","13151",0.0937964033716805,71452.6331403396
"600","5502548750","06000US5502548750",1478,105397,57917,2.29885057471264,51.1221945137157,48.3085250338295,50.3,97.6319350473613,0.6765899864682,0.27063599458728,4.33017591339648,0,1.44131777625257,1.35135135135135,2.5,"VILLAGE OF MARSHALL DANE","13152",0.520653528777404,2838.74000330053
"601","5502549575","06000US5502549575",3920,23155,27368,5.98855129898723,11.3947990543735,51.0969387755102,36.7,91.6836734693878,5.58673469387755,0.357142857142857,12.6785714285714,0,23.17105613195,24.5,2.78,"VILLAGE OF MAZOMANIE DANE","13153",1.34166229512783,2921.74865033866
