"","X","county","year","dem.vote","dem.vote.perc","rep.vote","rep.vote.perc","oth.vote","oth.vote.perc","num.diff","perc.diff","winning.party","winner","turnout","turnout.perc","total.voting.age","dem.change","rep.change","oth.change","turnout.change","swing.num","swing.perc","swing.turnout","swing.turnout.perc","dem.wins","mostly.dem","dem.2016","most.turnout.drop","most.turnout.drop.1","use.machines.prop","machine.most.used","all.machines","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","X._collegedegreepersons25._2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010"
"31",31,"Kewaunee",2016,3623,33.73,6616,61.59,503,4.69,2993,27.86,"Rep","Trump",10742,66.7578149275993,16091,-12.9584117060796,9.51969103923167,3.44872066684788,-2.93781528204963,2399,22.4781027453112,-295,-2.93781528204963,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","12568","85.47%","3,623","6,616",503,"10,742",-2993,"-29.69%","15.12%","267.15%","-2.67%","33.73%","61.59%","4.68%","0.36%",0,0,2,"5,153","5,747","137","11,037","46.69%","52.07%","1.24%","0.36%",0,1,20444,15865,20574,22.4,97.7,0.4,63,95.6,15167,698,13.5,2142,21.7,239,6.4,53588,60.1
"32",32,"La Crosse",2016,32402,51.61,26384,42.02,3999,6.38,-6018,-9.59,"Dem","Clinton",62785,67.6912627220976,92752,-6.20885222652926,1.44296177239924,4.77589045413003,-1.83099224322999,4924,7.6518139989285,-677,-1.83099224322999,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","77583","80.93%","32,402","26,384",3999,"62,785",6018,"-11.69%","2.46%","292.83%","-1.07%","51.61%","42.02%","6.37%","2.13%",1,0,1,"36,693","25,751","1,018","63,462","57.82%","40.58%","1.60%","2.07%",1,1,118011,93583,114638,20.7,92,1.5,1404,90.7,84880,8703,29.9,27981,9.8,60.5,2.3,51339,253.8
"33",33,"Lafayette",2016,3288,43.25,3977,52.32,337,4.43,689,9.07,"Rep","Trump",7602,59.4510049268789,12787,-13.7922535211268,10.6449496981891,3.14730382293763,-3.74034917356615,1911,24.4372032193159,-350,-3.74034917356615,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.0384615384615385,"ES&S","Some or no optical scanners","9273","81.98%","3,288","3,977",337,"7,602",-689,"-27.51%","20.01%","230.39%","-4.40%","43.25%","52.32%","4.43%","0.26%",0,1,2,"4,536","3,314","102","7,952","57.04%","41.68%","1.28%","0.26%",1,2,16853,12690,16836,24.7,97.9,0.4,51,94.8,12030,660,16.5,2094,18.2,237,5.1,49107,26.6
"34",34,"Langlade",2016,3260,32.3,6436,63.77,397,3.93,3176,31.47,"Rep","Trump",10093,63.0379114358878,16011,-11.1737142313908,8.47957315334158,2.69414107804924,-3.71972009295649,1933,19.6532873847324,-426,-3.71972009295649,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.0526315789473684,"ES&S","Some or no optical scanners","11983","84.23%","3,260","6,436",397,"10,093",-3176,"-28.71%","10.66%","205.38%","-4.05%","32.30%","63.77%","3.93%","0.34%",0,0,2,"4,573","5,816","130","10,519","43.47%","55.29%","1.24%","0.34%",0,2,19410,15489,19977,20.2,96.3,0.7,108,94.9,14699,790,13.2,2045,18.6,135.6,6.6,42389,22.9
"35",35,"Lincoln",2016,5370,36.87,8400,57.68,793,5.45,3030,20.81,"Rep","Trump",14563,63.3890484895969,22974,-12.8342586750789,8.68552050473186,4.148738170347,-3.90860741487012,3138,21.5197791798107,-653,-3.90860741487012,2,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","17121","85.06%","5,370","8,400",793,"14,563",-3030,"-29.00%","12.68%","300.51%","-4.29%","36.87%","57.68%","5.45%","0.49%",0,1,1,"7,563","7,455","198","15,216","49.70%","48.99%","1.30%","0.50%",1,1,28493,22766,28743,20.1,97.2,0.9,205,96,21855,911,14.5,3301,24,106.7,5.9,49021,32.7
"36",36,"Manitowoc",2016,14563,36.42,23234,58.1,2194,5.5,8671,21.68,"Rep","Trump",39991,61.9813704065343,64521,-11.4552610460614,7.40661473121055,4.06864631485088,-5.13307234059556,7470,18.861875777272,-2626,-5.13307234059556,1,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",0.566666666666667,"ES&S","Some or no optical scanners","47634","83.95%","14,563","23,234",2194,"39,991",-8671,"-28.62%","7.54%","259.67%","-6.16%","36.42%","58.10%","5.49%","1.36%",0,0,2,"20,403","21,604","610","42,617","47.88%","50.69%","1.43%","1.39%",0,2,80160,63086,81442,21.3,94.8,0.7,442,91.8,57913,5173,18.7,11797,11.2,131.1,4.3,48881,138.3
"37",37,"Marathon",2016,26476,38.46,39010,56.66,3363,4.88,12534,18.2,"Rep","Trump",68849,66.4482256087557,103613,-7.86418195871862,4.2466708654204,3.61751109329822,-2.06273818522699,8280,12.110852824139,-1013,-2.06273818522699,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","80465","85.56%","26,476","39,010",3363,"68,849",-12534,"-18.19%","6.54%","281.29%","-1.45%","38.46%","56.66%","4.88%","2.34%",0,0,2,"32,363","36,617","882","69,862","46.32%","52.41%","1.26%","2.28%",0,2,135780,103600,134063,23.7,91.8,0.8,829,89.6,92826,10774,22.2,22999,8.6,112,3.5,53363,86.8
"38",38,"Marinette",2016,6243,31.25,12995,65.04,741,3.72,6752,33.79,"Rep","Trump",19979,59.0570499556607,33830,-16.3122082110025,13.9306001828946,2.391608028108,-3.34758751655656,6015,30.2428083938971,-798,-3.34758751655656,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.08,"ES&S","Some or no optical scanners","24615","81.17%","6,243","12,995",741,"19,979",-6752,"-36.82%","22.37%","168.48%","-3.84%","31.25%","65.04%","3.71%","0.68%",0,0,2,"9,882","10,619","276","20,777","47.56%","51.11%","1.33%","0.68%",0,2,41298,33245,41749,19.5,97.2,0.4,133,95.9,31882,1363,13.6,4521,23.4,239.8,6.4,40490,29.8
"39",39,"Marquette",2016,2808,35.94,4712,60.31,293,3.74,1904,24.37,"Rep","Trump",7813,62.1856096784464,12564,-13.5849845774213,11.0564528069093,2.51853177051203,-3.36230783065191,1926,24.6414373843307,-292,-3.36230783065191,2,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","9267","84.31%","2,808","4,712",293,"7,813",-1904,"-30.04%","18.04%","195.96%","-3.60%","35.94%","60.31%","3.75%","0.27%",0,1,2,"4,014","3,992","99","8,105","49.52%","49.25%","1.22%","0.26%",1,2,15050,12070,15404,19.8,97.3,0.6,72,94.5,11406,664,12.9,1557,17.2,157.5,6.8,46077,33.8
"40",40,"Menominee",2016,1003,78.42,269,21.03,7,0.55,-734,-57.39,"Dem","Clinton",1279,44.1186616074508,2899,-8.07237472766884,8.03072621641249,0.0416485112563545,-4.14632261967849,278,16.1031009440813,-98,-4.14632261967849,5,"Mostly Dem","Dem2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","1911","66.93%","1,003","269",7,"1,279",734,"-15.79%","50.28%","0.00%","-7.12%","78.42%","21.03%","0.55%","0.04%",1,0,2,"1,191","179","7","1,377","86.49%","13.00%","0.51%","0.04%",1,2,4522,3030,4232,33,12.2,0.8,24,11.6,351,2678,15.8,479,0.1,14.5,5.3,33333,11.8
"41",41,"Milwaukee",2016,288986,66.44,126091,28.99,19893,4.57,-162895,-37.45,"Dem","Clinton",434970,59.8842708277403,726351,-1.04968687065549,-2.46179627103229,3.51148314168778,-9.02164409462835,14619,-1.4121094003768,-57606,-9.02164409462835,5,"Mostly Dem","Dem2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","561,965","77.40%","288,986","126,091",19893,"434,970",162895,"-13.07%","-18.61%","281.53%","-11.69%","66.44%","28.99%","4.57%","14.77%",1,0,1,"332,438","154,924","5,214","492,576","67.49%","31.45%","1.06%","16.05%",1,2,956406,722087,947735,24.5,65.6,27.1,195685,53.4,385594,336492,28.1,202906,1.1,2,2.6,43193,3926
"42",42,"Monroe",2016,7047,36.04,11442,58.51,1065,5.45,4395,22.47,"Rep","Trump",19554,57.5676391792033,33967,-12.7924352065692,8.85642032332564,3.93601488324352,-0.720075080870238,4235,21.6488555298948,69,-0.720075080870238,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.147058823529412,"ES&S","Some or no optical scanners","23177","84.37%","7,047","11,442",1065,"19,554",-4395,"-25.94%","18.26%","261.02%","0.35%","36.04%","58.51%","5.45%","0.66%",0,0,2,"9,515","9,675","295","19,485","48.83%","49.65%","1.51%","0.63%",0,2,45379,33762,44673,25.6,95,1.5,506,91.6,30926,2836,17.4,5875,10.9,61.1,4.7,49774,49.6
"43",43,"Oconto",2016,5886,29.54,13255,66.53,783,3.94,7369,36.99,"Rep","Trump",19924,66.504222437331,29959,-15.099709955184,12.443691525253,2.66601842993101,-0.850953251177998,5493,27.5434014804371,65,-0.850953251177998,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.642857142857143,"ES&S","Some or no optical scanners","23184","85.94%","5,886","13,255",783,"19,924",-7369,"-33.60%","23.41%","209.49%","0.33%","29.54%","66.53%","3.93%","0.68%",0,0,2,"8,865","10,741","253","19,859","44.64%","54.09%","1.27%","0.65%",0,2,37417,29634,37660,20.8,96.9,0.3,89,95.6,28330,1304,14.9,4416,21.7,318.7,5.7,51615,37.7
"44",44,"Oneida",2016,8103,38.89,11677,56.04,1057,5.08,3574,17.15,"Rep","Trump",20837,69.4288951086232,30012,-9.38267688897099,5.61971549972289,3.77296138924811,-3.87825548725978,3109,15.0023923886939,-815,-3.87825548725978,1,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",0.619047619047619,"ES&S","Some or no optical scanners","25116","82.96%","8,103","11,677",1057,"20,837",-3574,"-22.47%","6.96%","273.50%","-3.76%","38.89%","56.04%","5.07%","0.71%",0,0,2,"10,452","10,917","283","21,652","48.27%","50.42%","1.31%","0.71%",0,2,35563,29339,35998,17.5,96.6,0.5,147,95.5,28019,1320,23.6,6924,21.2,191,3.2,45759,32.3
"45",45,"Outagamie",2016,38117,40.05,51579,54.2,5466,5.74,13462,14.15,"Rep","Trump",95162,69.9283536025278,136085,-8.2173685990951,4.12177259080723,4.08559600828788,-0.702573000921731,11749,12.3391411899023,566,-0.702573000921731,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.67741935483871,"ES&S","Some or no optical scanners","109491","86.91%","38,117","51,579",5466,"95,162",-13462,"-16.52%","8.88%","255.40%","0.63%","40.05%","54.20%","5.74%","3.23%",0,0,2,"45,659","47,372","1,538","94,569","48.28%","50.09%","1.63%","3.08%",0,2,182006,137779,176695,24.3,92.2,1.2,1653,88.8,122347,15431,26.4,36374,7.9,74,2.8,58318,277.2
"46",46,"Ozaukee",2016,20167,37.79,30458,57.07,2743,5.15,10291,19.28,"Rep","Trump",53368,78.994656522447,67559,3.46533188813444,-7.5644303706756,4.10909848254116,-4.95456816133523,-6627,-11.02976225881,-2449,-4.95456816133523,0,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","63515","84.02%","20,167","30,458",2743,"53,368",-10291,"5.26%","-15.58%","372.12%","-4.39%","37.79%","57.07%","5.14%","1.81%",0,0,1,"19,159","36,077","581","55,817","34.32%","64.63%","1.04%","1.82%",0,2,87470,68052,86395,22.2,95,1.5,1021,92.7,63084,4968,44.9,30555,12.7,61.8,1.2,75457,370.7
"47",47,"Pepin",2016,1345,35.9,2228,59.48,173,4.62,883,23.58,"Rep","Trump",3746,63.685821149269,5882,-14.8164098404974,10.9804055150041,3.83600432549338,-0.222264545271479,965,25.7968153555015,47,-0.222264545271479,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0,NA,"Some or no optical scanners","4324","86.63%","1,345","2,228",173,"3,746",-883,"-28.30%","24.19%","496.55%","1.27%","35.90%","59.48%","4.62%","0.13%",0,1,2,"1,876","1,794","29","3,699","50.72%","48.50%","0.78%","0.12%",1,2,7335,5692,7469,22.4,98.1,0.5,28,96.9,5516,176,17.1,973,31.3,193.8,4.8,47701,32.2
"48",48,"Pierce",2016,8380,39.74,11260,53.39,1449,6.87,2880,13.65,"Rep","Trump",21089,64.7279089039624,32581,-8.95172216936251,3.92758325404377,5.02413891531874,-0.826433837344297,2718,12.8793054234063,69,-0.826433837344297,3,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.76,"ES&S","Mostly optical scanners","25044","84.21%","8,380","11,260",1449,"21,089",-2880,"-18.12%","8.30%","273.45%","0.33%","39.74%","53.39%","6.87%","0.72%",0,0,2,"10,235","10,397","388","21,020","48.69%","49.46%","1.85%","0.69%",0,2,40958,32152,41019,21.5,96.7,0.6,193,95.1,30577,1575,25.7,8263,19.4,158.5,2.9,59226,71.5
"49",49,"Polk",2016,7568,33.35,13864,61.1,1259,5.54,6296,27.75,"Rep","Trump",22691,65.9219662415386,34421,-11.274108448146,7.52271740575024,3.74139104239578,-0.712229058969143,4275,18.7968258538962,118,-0.712229058969143,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.285714285714286,"ES&S","Some or no optical scanners","26328","86.19%","7,568","13,864",1259,"22,691",-6296,"-24.87%","14.64%","210.10%","0.52%","33.35%","61.10%","5.55%","0.77%",0,0,2,"10,073","12,094","406","22,573","44.62%","53.58%","1.80%","0.74%",0,2,43437,33794,44205,22.2,96.9,0.3,101,95.6,32307,1487,19.3,6522,21.7,318.7,4.2,48538,48.4
"50",50,"Portage",2016,18524,48.59,17310,45.41,2289,6.01,-1214,-3.18000000000001,"Dem","Clinton",38123,66.5962092759193,57245,-7.52765004957165,3.17241197854437,4.36523807102728,-3.22700063568566,4246,10.700062028116,-1214,-3.22700063568566,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",0.407407407407407,"ES&S","Some or no optical scanners","46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4
"51",51,"Price",2016,2671,35.33,4562,60.34,327,4.33,1891,25.01,"Rep","Trump",7560,65.1218881901973,11609,-13.8663042652829,11.1816656119479,2.68463865333502,-4.03347286013096,1894,25.0479698772307,-341,-4.03347286013096,3,"Mostly Dem","Rep2016","Large turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","8848","85.44%","2,671","4,562",327,"7,560",-1891,"-31.28%","17.46%","151.54%","-4.32%","35.33%","60.34%","4.33%","0.26%",0,1,2,"3,887","3,884","130","7,901","49.20%","49.16%","1.65%","0.26%",1,2,13675,11227,14159,17.9,96.8,0.5,56,95.5,10722,505,15.3,1718,21.2,191,5.5,42644,11.3
"52",52,"Racine",2016,42506,45.37,46620,49.77,4552,4.86,4114,4.40000000000001,"Rep","Trump",93678,62.4986656703672,149888,-5.91284509113424,2.0290070043729,3.88383808676135,-7.57149668600333,7775,7.94185209550715,-9686,-7.57149668600333,2,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","115618","81.02%","42,506","46,620",4552,"93,678",-4114,"-19.81%","-5.53%","351.14%","-9.37%","45.37%","49.77%","4.86%","3.18%",0,1,2,"53,008","49,347","1,009","103,364","51.28%","47.74%","0.98%","3.37%",1,2,195163,148129,195408,24.1,84.4,11.6,17183,73.5,108875,39254,23,34070,2.8,6.3,3.3,54090,587.7
"53",53,"Richland",2016,3577,44.93,4021,50.5,364,4.57,444,5.57,"Rep","Trump",7962,56.3960900977476,14118,-12.4819006354708,9.21750433275563,3.26439630271519,-5.89698605022999,1840,21.6994049682265,-693,-5.89698605022999,2,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","9924","80.23%","3,577","4,021",364,"7,962",-444,"-28.01%","12.54%","222.12%","-8.01%","44.93%","50.50%","4.57%","0.27%",0,1,2,"4,969","3,573","113","8,655","57.41%","41.28%","1.31%","0.28%",1,2,17662,13688,18021,22.5,97.5,0.6,82,95.4,13058,630,15,2053,20.7,159,5.7,45271,30.7
"54",54,"Rock",2016,39336,52.42,31483,41.95,4224,5.63,-7853,-10.47,"Dem","Clinton",75043,61.2851064524823,122449,-8.57764530920808,4.12994794894039,4.44769736026769,-5.67199254345169,10849,12.7075932581485,-5647,-5.67199254345169,5,"Mostly Dem","Dem2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","92058","81.52%","39,336","31,483",4224,"75,043",7853,"-20.08%","3.17%","342.77%","-7.00%","52.42%","41.95%","5.63%","2.55%",1,0,1,"49,219","30,517","954","80,690","61.00%","37.82%","1.18%","2.63%",1,1,161188,122503,160331,24,91,5.1,6248,83.9,102780,19723,19.4,23766,5.2,16.5,4.2,49435,223.3
"55",55,"Rusk",2016,2171,30.89,4564,64.93,294,4.18,2393,34.04,"Rep","Trump",7029,60.2055674518201,11675,-16.3496050618829,13.8105451258518,2.53905993603115,-2.37928894504671,2114,30.1601501877347,-162,-2.37928894504671,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.0303030303030303,"ES&S","Some or no optical scanners","8218","85.53%","2,171","4,564",294,"7,029",-2393,"-36.09%","24.16%","149.15%","-2.25%","30.89%","64.93%","4.18%","0.24%",0,0,2,"3,397","3,676","118","7,191","47.24%","51.12%","1.64%","0.23%",0,2,14333,11280,14755,21.3,97.5,0.6,68,96.1,10840,440,14.3,1613,24.6,160.2,6,38658,16.2
"56",56,"Sauk",2016,16050,47.42,15871,46.89,1927,5.69,-179,-0.530000000000001,"Dem","Clinton",33848,70.2371812164097,48191,-11.263872584333,6.67951984213988,4.58435274219313,2.92040631550729,5719,17.9433924264729,1921,2.92040631550729,5,"Mostly Dem","Dem2016","Little turnout change 2016","Little turnout change 2016",1,"ES&S","Mostly optical scanners","37195","91.00%","16,050","15,871",1927,"33,848",179,"-14.34%","23.63%","445.89%","6.02%","47.42%","46.89%","5.69%","1.15%",1,0,1,"18,736","12,838","353","31,927","58.68%","40.21%","1.11%","1.04%",1,2,63379,48675,61976,23.2,95.9,0.8,389,91.7,44635,4040,21,10222,11,114.6,3.8,52140,74.6
"57",57,"Sawyer",2016,2846,36.64,4625,59.55,296,3.81,1779,22.91,"Rep","Trump",7767,57.7257525083612,13455,-13.0663711911357,10.331163434903,2.73520775623269,-10.4286048394714,1823,23.3975346260388,-1258,-10.4286048394714,2,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",0,NA,"Some or no optical scanners","10872","71.44%","2,846","4,625",296,"7,767",-1779,"-36.56%","4.12%","205.15%","-13.94%","36.64%","59.55%","3.81%","0.26%",0,1,2,"4,486","4,442","97","9,025","49.71%","49.22%","1.07%","0.29%",1,2,16437,13117,16557,20.2,78.8,0.6,79,77.6,10179,2938,22,2886,3.5,129.3,3.5,39904,13.2
"58",58,"Shawano",2016,6056,30.75,12742,64.69,899,4.57,6686,33.94,"Rep","Trump",19697,59.6390831743725,33027,-13.6308866314907,10.338207505301,3.30267912618965,-2.75016122631666,4664,23.9690941367918,-582,-2.75016122631666,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.5,"ES&S","Some or no optical scanners","23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47
"59",59,"Sheboygan",2016,22636,38.83,32368,55.53,3286,5.63,9732,16.7,"Rep","Trump",58290,64.9347755856829,89767,-5.73114028507127,1.14619128186302,4.57494900320825,-5.98071577781965,3578,6.87733156693429,-4361,-5.98071577781965,0,"Mostly Rep","Rep2016","Large turnout change 2016","Large turnout change 2016",1,"ES&S","Mostly optical scanners","69523","83.84%","22,636","32,368",3286,"58,290",-9732,"-18.92%","-5.00%","397.13%","-6.96%","38.83%","55.53%","5.64%","1.98%",0,0,2,"27,918","34,072","661","62,651","44.56%","54.38%","1.06%","2.04%",0,2,115290,88773,115507,23,91.5,1.7,1509,86.2,76523,12251,22.4,19885,6.2,50.7,3.5,52920,225.9
"60",60,"St. Croix",2016,17496,37.37,26123,55.8,3200,6.83,8627,18.43,"Rep","Trump",46819,74.2004500935053,63098,-5.70193077339102,0.628555976203351,5.07337479718767,-0.237141494120863,3034,6.33048674959437,594,-0.237141494120863,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.848484848484849,"ES&S","Mostly optical scanners","55099","84.97%","17,496","26,123",3200,"46,819",-8627,"-12.12%","2.43%","294.09%","1.29%","37.37%","55.80%","6.83%","1.59%",0,0,1,"19,910","25,503","812","46,225","43.07%","55.17%","1.76%","1.51%",0,2,86759,63855,84345,26.4,96.5,0.7,447,94.6,60406,3448,33,21072,17.5,135.1,2,68426,116.8
"61",61,"Taylor",2016,2398,25.46,6589,69.97,430,4.56,4191,44.51,"Rep","Trump",9417,59.1297249780234,15926,-14.1005550883095,11.0864844407065,3.00407064760303,-1.5606342384636,2353,25.187039529016,-95,-1.5606342384636,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.222222222222222,"ES&S","Some or no optical scanners","10989","85.69%","2,398","6,589",430,"9,417",-4191,"-36.27%","17.64%","190.54%","-1.00%","25.46%","69.97%","4.57%","0.32%",0,0,2,"3,763","5,601","148","9,512","39.56%","58.88%","1.56%","0.31%",0,2,20540,15651,20689,23.8,98.1,0.4,63,96.7,15135,516,13.6,2129,29.3,241.8,6.4,44869,21.2
"62",62,"Trempealeau",2016,5645,41.57,7370,54.27,566,4.17,1725,12.7,"Rep","Trump",13581,60.5915945391273,22414,-14.8427290260366,11.9363452266152,2.91638379942141,-0.521783220517257,3623,26.7790742526519,100,-0.521783220517257,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.115384615384615,"ES&S","Some or no optical scanners","16077","84.47%","5,645","7,370",566,"13,581",-1725,"-25.77%","29.14%","234.91%","0.74%","41.57%","54.27%","4.17%","0.46%",0,1,2,"7,605","5,707","169","13,481","56.41%","42.33%","1.25%","0.44%",1,2,29509,22309,28816,24.4,97.5,0.4,89,91.7,20457,1852,17.5,3904,11,229.3,4.7,49143,39.3
"63",63,"Vernon",2016,6351,44.75,6994,49.28,848,5.98,643,4.53,"Rep","Trump",14193,63.3502945902517,22404,-11.6239575303105,7.63727801527788,3.99667951503259,-1.36465846884391,2745,19.2612355455883,-76,-1.36465846884391,4,"Mostly Dem","Rep2016","Little turnout change 2016","Little turnout change 2016",0.03125,"Dominion","Some or no optical scanners","16913","83.92%","6,351","6,994",848,"14,193",-643,"-21.05%","17.70%","199.65%","-0.53%","44.75%","49.28%","5.97%","0.48%",0,1,2,"8,044","5,942","283","14,269","56.37%","41.64%","1.98%","0.47%",1,2,30362,22498,29773,25.9,98,0.4,90,96.6,21733,765,19.5,4387,28.4,241.5,4.1,45488,37.6
"64",64,"Vilas",2016,4769,35.45,8169,60.72,515,3.82,3400,25.27,"Rep","Trump",13453,74.6186699206833,18029,-7.54234214708857,4.73820546163849,2.79413668545008,-3.39519470198475,1602,12.2805476087271,-389,-3.39519470198475,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","16120","83.46%","4,769","8,169",515,"13,453",-3400,"-19.86%","5.42%","262.68%","-2.81%","35.45%","60.72%","3.83%","0.46%",0,0,2,"5,951","7,749","142","13,842","42.99%","55.98%","1.03%","0.45%",0,2,21398,17739,21430,17.1,87,0.3,53,86,15255,2483,24.1,4275,6.1,286.7,3.1,40833,25
"65",65,"Walworth",2016,18706,36.99,28848,57.05,3016,5.96,10142,20.06,"Rep","Trump",50570,63.1209745868491,80116,-6.12798558400092,1.59237806626771,4.53560751773321,-3.21382572261103,3688,7.72036365026862,-1733,-3.21382572261103,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","61083","82.79%","18,706","28,848",3016,"50,570",-10142,"-17.05%","-0.54%","304.83%","-3.31%","36.99%","57.05%","5.96%","1.72%",0,0,2,"22,552","29,006","745","52,303","43.12%","55.46%","1.42%","1.70%",0,2,103527,80440,102228,22.3,96.1,1.2,965,85.9,69098,11342,26.2,21075,6.1,71.6,2.8,54020,184.2
"66",66,"Washburn",2016,3283,36.24,5404,59.65,372,4.11,2121,23.41,"Rep","Trump",9059,70.0510361892979,12932,-11.6441391191989,9.05239043824701,2.59174868095187,-2.9198131860459,1869,20.6965295574459,-228,-2.9198131860459,1,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",0.04,"Dominion","Some or no optical scanners","10869","83.35%","3,283","5,404",372,"9,059",-2121,"-26.17%","15.00%","163.83%","-2.46%","36.24%","59.65%","4.11%","0.31%",0,0,2,"4,447","4,699","141","9,287","47.88%","50.60%","1.52%","0.30%",0,2,15694,12602,15911,19.7,96.1,0.5,63,94.9,11960,643,20.3,2558,18.6,189.8,3.9,41924,20
"67",67,"Washington",2016,20854,27.35,51729,67.84,3663,4.81,30875,40.49,"Rep","Trump",76246,74.7487818985716,102003,-2.07013156892129,-1.70992253181275,3.78005410073404,-3.68887997336526,-724,0.360209037108532,-2496,-3.68887997336526,0,"Mostly Rep","Rep2016","Little turnout change 2016","Little turnout change 2016",1,"Dominion","Mostly optical scanners","88038","86.61%","20,854","51,729",3663,"76,246",-30875,"-9.98%","-5.54%","351.66%","-3.17%","27.35%","67.84%","4.80%","2.59%",0,0,1,"23,166","54,765","811","78,742","29.42%","69.55%","1.03%","2.57%",0,2,133251,102204,131887,23.3,96.3,1,1022,93.7,95765,6439,27.6,28208,14.9,93.7,2.6,66159,306.2
