"muni_county_2016","hindi","MCD_FIPS"
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF MILWAUKEE MILWAUKEE","41251",5507953000
"CITY OF OAK CREEK MILWAUKEE","41265",5507958800
"CITY OF OAK CREEK MILWAUKEE","41265",5507958800
"CITY OF OAK CREEK MILWAUKEE","41265",5507958800
"CITY OF OAK CREEK MILWAUKEE","41265",5507958800
"CITY OF OAK CREEK MILWAUKEE","41265",5507958800
"CITY OF OAK CREEK MILWAUKEE","41265",5507958800
"CITY OF ST. FRANCIS MILWAUKEE","41281",5507970650
"CITY OF ST. FRANCIS MILWAUKEE","41281",5507970650
"CITY OF ST. FRANCIS MILWAUKEE","41281",5507970650
"CITY OF SOUTH MILWAUKEE MILWAUKEE","41282",5507975125
"CITY OF SOUTH MILWAUKEE MILWAUKEE","41282",5507975125
"CITY OF SOUTH MILWAUKEE MILWAUKEE","41282",5507975125
"CITY OF SOUTH MILWAUKEE MILWAUKEE","41282",5507975125
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WAUWATOSA MILWAUKEE","41291",5507984675
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"CITY OF WEST ALLIS MILWAUKEE","41292",5507985300
"TOWN OF ADRIAN MONROE","42002",5508100475
"TOWN OF ANGELO MONROE","42004",5508102025
"TOWN OF BYRON MONROE","42006",5508111625
"TOWN OF CLIFTON MONROE","42008",5508115550
"TOWN OF GLENDALE MONROE","42010",5508129450
"TOWN OF GRANT MONROE","42012",5508130325
"TOWN OF GREENFIELD MONROE","42014",5508131225
"TOWN OF JEFFERSON MONROE","42016",5508137950
"TOWN OF LAFAYETTE MONROE","42018",5508140925
"TOWN OF LA GRANGE MONROE","42020",5508141000
"TOWN OF LA GRANGE MONROE","42020",5508141000
"TOWN OF LEON MONROE","42022",5508143475
"TOWN OF LINCOLN MONROE","42024",5508144450
"TOWN OF LITTLE FALLS MONROE","42026",5508144975
"TOWN OF NEW LYME MONROE","42028",5508156950
"TOWN OF OAKDALE MONROE","42030",5508158875
"TOWN OF PORTLAND MONROE","42032",5508164425
"TOWN OF RIDGEVILLE MONROE","42034",5508167850
"TOWN OF SCOTT MONROE","42036",5508172325
"TOWN OF SHELDON MONROE","42038",5508173150
"TOWN OF SPARTA MONROE","42040",5508175350
"TOWN OF TOMAH MONROE","42042",5508180100
"TOWN OF WELLINGTON MONROE","42044",5508185125
"TOWN OF WELLS MONROE","42046",5508185150
"TOWN OF WILTON MONROE","42048",5508187550
"VILLAGE OF CASHTON MONROE","42111",5508112950
"VILLAGE OF KENDALL MONROE","42141",5508139150
"VILLAGE OF MELVINA MONROE","42151",5508150800
"VILLAGE OF NORWALK MONROE","42161",5508158575
"VILLAGE OF OAKDALE MONROE","42165",5508158850
"VILLAGE OF WARRENS MONROE","42185",5508183450
"VILLAGE OF WILTON MONROE","42191",5508187525
"VILLAGE OF WYEVILLE MONROE","42192",5508189275
"CITY OF SPARTA MONROE","42281",5508175325
"CITY OF SPARTA MONROE","42281",5508175325
"CITY OF SPARTA MONROE","42281",5508175325
"CITY OF TOMAH MONROE","42286",5508180075
"CITY OF TOMAH MONROE","42286",5508180075
"CITY OF TOMAH MONROE","42286",5508180075
"CITY OF TOMAH MONROE","42286",5508180075
"TOWN OF ABRAMS OCONTO","43002",5508300175
"TOWN OF BAGLEY OCONTO","43006",5508304275
"TOWN OF BRAZEAU OCONTO","43008",5508309375
"TOWN OF BREED OCONTO","43010",5508309425
"TOWN OF CHASE OCONTO","43012",5508314125
"TOWN OF DOTY OCONTO","43014",5508320475
"TOWN OF GILLETT OCONTO","43016",5508329075
"TOWN OF HOW OCONTO","43018",5508335925
"TOWN OF LAKEWOOD OCONTO","43019",5508342075
"TOWN OF LENA OCONTO","43020",5508343350
"TOWN OF LITTLE RIVER OCONTO","43022",5508345175
"TOWN OF LITTLE SUAMICO OCONTO","43024",5508345275
"TOWN OF MAPLE VALLEY OCONTO","43026",5508349000
"TOWN OF MORGAN OCONTO","43028",5508354200
"TOWN OF MOUNTAIN OCONTO","43029",5508354630
"TOWN OF OCONTO OCONTO","43030",5508359375
"TOWN OF OCONTO FALLS OCONTO","43032",5508359425
"TOWN OF PENSAUKEE OCONTO","43034",5508361900
"TOWN OF RIVERVIEW OCONTO","43036",5508368400
"TOWN OF SPRUCE OCONTO","43038",5508376450
"TOWN OF STILES OCONTO","43040",5508377300
"TOWN OF TOWNSEND OCONTO","43042",5508380325
"TOWN OF UNDERHILL OCONTO","43044",5508381475
"VILLAGE OF LENA OCONTO","43146",5508343325
"VILLAGE OF SURING OCONTO","43181",5508378725
"CITY OF GILLETT OCONTO","43231",5508329050
"CITY OF OCONTO OCONTO","43265",5508359350
"CITY OF OCONTO FALLS OCONTO","43266",5508359400
"TOWN OF CASSIAN ONEIDA","44002",5508513025
"TOWN OF CRESCENT ONEIDA","44004",5508517625
"TOWN OF ENTERPRISE ONEIDA","44006",5508524125
"TOWN OF HAZELHURST ONEIDA","44008",5508533575
"TOWN OF LAKE TOMAHAWK ONEIDA","44010",5508541887
"TOWN OF LITTLE RICE ONEIDA","44012",5508545150
"TOWN OF LYNNE ONEIDA","44014",5508546650
"TOWN OF MINOCQUA ONEIDA","44016",5508553225
"TOWN OF MONICO ONEIDA","44018",5508553662
"TOWN OF NEWBOLD ONEIDA","44020",5508556425
"TOWN OF NEWBOLD ONEIDA","44020",5508556425
"TOWN OF NOKOMIS ONEIDA","44022",5508557450
"TOWN OF PELICAN ONEIDA","44024",5508561625
"TOWN OF PIEHL ONEIDA","44026",5508562600
"TOWN OF PINE LAKE ONEIDA","44028",5508562925
"TOWN OF SCHOEPKE ONEIDA","44030",5508572125
"TOWN OF STELLA ONEIDA","44032",5508576975
"TOWN OF SUGAR CAMP ONEIDA","44034",5508578075
"TOWN OF THREE LAKES ONEIDA","44036",5508579700
"TOWN OF WOODBORO ONEIDA","44038",5508588625
"TOWN OF WOODRUFF ONEIDA","44040",5508588950
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"CITY OF RHINELANDER ONEIDA","44276",5508567200
"TOWN OF BLACK CREEK OUTAGAMIE","45002",5508707750
"TOWN OF BOVINA OUTAGAMIE","45004",5508708975
"TOWN OF BUCHANAN OUTAGAMIE","45006",5508710750
"TOWN OF CENTER OUTAGAMIE","45008",5508713600
"TOWN OF CICERO OUTAGAMIE","45010",5508714750
"TOWN OF DALE OUTAGAMIE","45012",5508718525
"TOWN OF DEER CREEK OUTAGAMIE","45014",5508719200
"TOWN OF ELLINGTON OUTAGAMIE","45016",5508723425
"TOWN OF FREEDOM OUTAGAMIE","45018",5508727650
"TOWN OF GRAND CHUTE OUTAGAMIE","45020",5508730075
"TOWN OF GRAND CHUTE OUTAGAMIE","45020",5508730075
"TOWN OF GRAND CHUTE OUTAGAMIE","45020",5508730075
"TOWN OF GRAND CHUTE OUTAGAMIE","45020",5508730075
"TOWN OF GRAND CHUTE OUTAGAMIE","45020",5508730075
"TOWN OF GREENVILLE OUTAGAMIE","45022",5508731550
"TOWN OF GREENVILLE OUTAGAMIE","45022",5508731550
"TOWN OF GREENVILLE OUTAGAMIE","45022",5508731550
"TOWN OF HORTONIA OUTAGAMIE","45024",5508735825
"TOWN OF KAUKAUNA OUTAGAMIE","45026",5508738825
"TOWN OF LIBERTY OUTAGAMIE","45028",5508743875
"TOWN OF MAINE OUTAGAMIE","45030",5508748250
"TOWN OF MAPLE CREEK OUTAGAMIE","45032",5508748775
"TOWN OF ONEIDA OUTAGAMIE","45034",5508760000
"TOWN OF OSBORN OUTAGAMIE","45036",5508760400
"TOWN OF SEYMOUR OUTAGAMIE","45038",5508772750
"TOWN OF VANDENBROEK OUTAGAMIE","45040",5508782400
"VILLAGE OF BEAR CREEK OUTAGAMIE","45106",5508705575
"VILLAGE OF BLACK CREEK OUTAGAMIE","45107",5508707725
"VILLAGE OF COMBINED LOCKS OUTAGAMIE","45111",5508716500
"VILLAGE OF HORTONVILLE OUTAGAMIE","45136",5508735850
"VILLAGE OF KIMBERLY OUTAGAMIE","45141",5508739650
"VILLAGE OF LITTLE CHUTE OUTAGAMIE","45146",5508744950
"VILLAGE OF LITTLE CHUTE OUTAGAMIE","45146",5508744950
"VILLAGE OF LITTLE CHUTE OUTAGAMIE","45146",5508744950
"VILLAGE OF LITTLE CHUTE OUTAGAMIE","45146",5508744950
"VILLAGE OF NICHOLS OUTAGAMIE","45155",5508757375
"VILLAGE OF SHIOCTON OUTAGAMIE","45181",5508773625
"VILLAGE OF WRIGHTSTOWN OUTAGAMIE","45191",NA
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF APPLETON OUTAGAMIE","45201",5508702375
"CITY OF KAUKAUNA OUTAGAMIE","8231",5508738800
"CITY OF KAUKAUNA OUTAGAMIE","8231",5508738800
"CITY OF KAUKAUNA OUTAGAMIE","8231",5508738800
"CITY OF KAUKAUNA OUTAGAMIE","8231",5508738800
"CITY OF NEW LONDON OUTAGAMIE","45261",NA
"CITY OF SEYMOUR OUTAGAMIE","45281",5508772725
"TOWN OF BELGIUM OZAUKEE","46002",5508906175
"TOWN OF CEDARBURG OZAUKEE","46004",5508913400
"TOWN OF CEDARBURG OZAUKEE","46004",5508913400
"TOWN OF CEDARBURG OZAUKEE","46004",5508913400
"TOWN OF CEDARBURG OZAUKEE","46004",5508913400
"TOWN OF FREDONIA OZAUKEE","46006",5508927575
"TOWN OF GRAFTON OZAUKEE","46008",5508930025
"TOWN OF GRAFTON OZAUKEE","46008",5508930025
"TOWN OF PORT WASHINGTON OZAUKEE","46012",5508964475
"TOWN OF SAUKVILLE OZAUKEE","46014",5508971725
"VILLAGE OF BAYSIDE OZAUKEE","46105",NA
"VILLAGE OF BELGIUM OZAUKEE","46106",5508906150
"VILLAGE OF FREDONIA OZAUKEE","46126",5508927550
"VILLAGE OF GRAFTON OZAUKEE","46131",5508930000
"VILLAGE OF GRAFTON OZAUKEE","46131",5508930000
"VILLAGE OF GRAFTON OZAUKEE","46131",5508930000
"VILLAGE OF GRAFTON OZAUKEE","46131",5508930000
"VILLAGE OF GRAFTON OZAUKEE","46131",5508930000
"VILLAGE OF GRAFTON OZAUKEE","46131",5508930000
"VILLAGE OF GRAFTON OZAUKEE","46131",5508930000
"VILLAGE OF NEWBURG OZAUKEE","46161",NA
"VILLAGE OF SAUKVILLE OZAUKEE","46181",5508971700
"VILLAGE OF SAUKVILLE OZAUKEE","46181",5508971700
"VILLAGE OF THIENSVILLE OZAUKEE","46186",5508979475
"VILLAGE OF THIENSVILLE OZAUKEE","46186",5508979475
"CITY OF CEDARBURG OZAUKEE","46211",5508913375
"CITY OF CEDARBURG OZAUKEE","46211",5508913375
"CITY OF CEDARBURG OZAUKEE","46211",5508913375
"CITY OF CEDARBURG OZAUKEE","46211",5508913375
"CITY OF CEDARBURG OZAUKEE","46211",5508913375
"CITY OF CEDARBURG OZAUKEE","46211",5508913375
"CITY OF CEDARBURG OZAUKEE","46211",5508913375
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF MEQUON OZAUKEE","46255",5508951150
"CITY OF PORT WASHINGTON OZAUKEE","46271",5508964450
"CITY OF PORT WASHINGTON OZAUKEE","46271",5508964450
"CITY OF PORT WASHINGTON OZAUKEE","46271",5508964450
"CITY OF PORT WASHINGTON OZAUKEE","46271",5508964450
"CITY OF PORT WASHINGTON OZAUKEE","46271",5508964450
"CITY OF PORT WASHINGTON OZAUKEE","46271",5508964450
"CITY OF PORT WASHINGTON OZAUKEE","46271",5508964450
"TOWN OF ALBANY PEPIN","47002",5509100800
"TOWN OF DURAND PEPIN","47004",5509121250
"TOWN OF FRANKFORT PEPIN","47006",5509127175
"TOWN OF LIMA PEPIN","47008",5509144075
"TOWN OF PEPIN PEPIN","47010",5509161950
"TOWN OF STOCKHOLM PEPIN","47012",5509177500
"TOWN OF WATERVILLE PEPIN","47014",5509184025
"TOWN OF WAUBEEK PEPIN","47016",5509184100
"VILLAGE OF PEPIN PEPIN","47171",5509161925
"VILLAGE OF STOCKHOLM PEPIN","47181",5509177475
"CITY OF DURAND PEPIN","47216",5509121225
"TOWN OF CLIFTON PIERCE","48002",5509315575
"TOWN OF DIAMOND BLUFF PIERCE","48004",5509320150
"TOWN OF ELLSWORTH PIERCE","48006",5509323550
"TOWN OF EL PASO PIERCE","48008",5509323775
"TOWN OF GILMAN PIERCE","48010",5509329150
"TOWN OF HARTLAND PIERCE","48012",5509333050
"TOWN OF ISABELLE PIERCE","48014",5509337350
"TOWN OF MAIDEN ROCK PIERCE","48016",5509348200
"TOWN OF MARTELL PIERCE","48018",5509349775
"TOWN OF OAK GROVE PIERCE","48020",5509359025
"TOWN OF RIVER FALLS PIERCE","48022",5509368300
"TOWN OF ROCK ELM PIERCE","48024",5509368775
"TOWN OF SALEM PIERCE","48026",5509371150
"TOWN OF SPRING LAKE PIERCE","48028",5509376100
"TOWN OF TRENTON PIERCE","48030",5509380550
"TOWN OF TRIMBELLE PIERCE","48032",5509380700
"TOWN OF UNION PIERCE","48034",5509381600
"VILLAGE OF BAY CITY PIERCE","48106",5509305325
"VILLAGE OF ELLSWORTH PIERCE","48121",5509323525
"VILLAGE OF ELMWOOD PIERCE","48122",5509323700
"VILLAGE OF MAIDEN ROCK PIERCE","48151",5509348175
"VILLAGE OF PLUM CITY PIERCE","48171",5509363600
"VILLAGE OF SPRING VALLEY PIERCE","48181",5509376300
"CITY OF PRESCOTT PIERCE","48271",5509365375
"CITY OF RIVER FALLS PIERCE","48276",5509368275
"CITY OF RIVER FALLS PIERCE","48276",5509368275
"CITY OF RIVER FALLS PIERCE","48276",5509368275
"CITY OF RIVER FALLS PIERCE","48276",5509368275
"TOWN OF ALDEN POLK","49002",5509500950
"TOWN OF APPLE RIVER POLK","49004",5509502350
"TOWN OF BALSAM LAKE POLK","49006",5509504500
"TOWN OF BEAVER POLK","49008",5509505825
"TOWN OF BLACK BROOK POLK","49010",5509507700
"TOWN OF BONE LAKE POLK","49012",5509508750
"TOWN OF CLAM FALLS POLK","49014",5509514837
"TOWN OF CLAYTON POLK","49016",5509515125
"TOWN OF CLEAR LAKE POLK","49018",5509515275
"TOWN OF EUREKA POLK","49020",5509524450
"TOWN OF FARMINGTON POLK","49022",5509525350
"TOWN OF GARFIELD POLK","49024",5509528350
"TOWN OF GEORGETOWN POLK","49026",5509528725
"TOWN OF JOHNSTOWN POLK","49028",5509538400
"TOWN OF LAKETOWN POLK","49030",5509541900
"TOWN OF LINCOLN POLK","49032",5509544475
"TOWN OF LORAIN POLK","49034",5509545775
"TOWN OF LUCK POLK","49036",5509546225
"TOWN OF MCKINLEY POLK","49038",5509546900
"TOWN OF MILLTOWN POLK","49040",5509552100
"TOWN OF OSCEOLA POLK","49042",5509560475
"TOWN OF ST. CROIX FALLS POLK","49044",5509570575
"TOWN OF STERLING POLK","49046",5509577050
"TOWN OF WEST SWEDEN POLK","49048",5509586350
"VILLAGE OF BALSAM LAKE POLK","49106",5509504475
"VILLAGE OF CENTURIA POLK","49111",5509513850
"VILLAGE OF CLAYTON POLK","49112",5509515100
"VILLAGE OF CLEAR LAKE POLK","49113",5509515250
"VILLAGE OF DRESSER POLK","49116",5509520850
"VILLAGE OF FREDERIC POLK","49126",5509527500
"VILLAGE OF LUCK POLK","49146",5509546200
"VILLAGE OF MILLTOWN POLK","49151",5509552075
"VILLAGE OF OSCEOLA POLK","49165",5509560450
"VILLAGE OF TURTLE LAKE POLK","49186",NA
"CITY OF AMERY POLK","49201",5509501725
"CITY OF ST. CROIX FALLS POLK","49281",5509570550
"TOWN OF ALBAN PORTAGE","50002",5509700725
"TOWN OF ALMOND PORTAGE","50004",5509701425
"TOWN OF AMHERST PORTAGE","50006",5509701800
"TOWN OF BELMONT PORTAGE","50008",5509706475
"TOWN OF BUENA VISTA PORTAGE","50010",5509710925
"TOWN OF CARSON PORTAGE","50012",5509712725
"TOWN OF DEWEY PORTAGE","50014",5509719975
"TOWN OF EAU PLEINE PORTAGE","50016",5509722450
"TOWN OF GRANT PORTAGE","50018",5509730350
"TOWN OF GRANT PORTAGE","50018",5509730350
"TOWN OF HULL PORTAGE","50020",5509736350
"TOWN OF HULL PORTAGE","50020",5509736350
"TOWN OF HULL PORTAGE","50020",5509736350
"TOWN OF LANARK PORTAGE","50022",5509742225
"TOWN OF LINWOOD PORTAGE","50024",5509744800
"TOWN OF NEW HOPE PORTAGE","50026",5509756850
"TOWN OF PINE GROVE PORTAGE","50028",5509762825
"TOWN OF PLOVER PORTAGE","50030",5509763550
"TOWN OF SHARON PORTAGE","50032",5509772850
"TOWN OF STOCKTON PORTAGE","50034",5509777537
"VILLAGE OF ALMOND PORTAGE","50101",5509701400
"VILLAGE OF AMHERST PORTAGE","50102",5509701775
