"","X","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality.1","county.1","hand","os.use","tch.use","bmd.use"
"11",11,"CITY OF APPLETON WINNEBAGO",207,46.2053571428571,42,448,9.375,633,199,44.4196428571429,288,10,491,193,77.567140600316,58.6558044806517,39.3075356415479,2.03665987780041,-81,6,32,-12.4504473377946,5.11210721559499,7.33834012219959,70.7740916271722,-6.79304897314375,1,1,"WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WARD 31",0,NA,NA,NA,"CITY OF APPLETON OUTAGAMIE",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5513902375,59,36180,"Wisconsin","Outagamie City","Appleton","Ballot Marking Device or System","Yes","City","CITY OF APPLETON","OUTAGAMIE",0,1,0,1
"12",12,"CITY OF ARCADIA TREMPEALEAU",292,36.5914786967419,37,798,4.63659147869674,1140,469,58.7719298245614,492,11,853,350,74.8245614035088,57.6787807737397,41.031652989449,1.28956623681125,-200,119,26,-21.0873020769979,17.7402768351124,3.34702524188549,70,-4.82456140350877,0,1,"TREMPEALEAU","CITY OF ARCADIA","CITY OF ARCADIA WARDS 1-3",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF ARCADIA TREMPEALEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512102500,1,1045,"Wisconsin","Trempealeau City","Arcadia","Optical Scan","Yes","City","CITY OF ARCADIA","TREMPEALEAU",0,1,1,0
"13",13,"CITY OF ASHLAND ASHLAND",2346,58.2857142857143,289,4025,7.18012422360248,5291,1390,34.5341614906832,2741,78,4059,1240,76.7151767151767,67.5289480167529,30.5493964030549,1.92165558019217,-395,150,211,-9.24323373103861,3.98476508762829,5.25846864341032,76.0725760725761,-0.642600642600641,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1",1,"ES&S","ES&S M100","ES&S Automark","CITY OF ASHLAND ASHLAND",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500303225,11,5018,"Wisconsin","Ashland City","Ashland","Ballot Marking Device or System","Yes","City","CITY OF ASHLAND","ASHLAND",0,1,0,1
"14",14,"CITY OF AUGUSTA EAU CLAIRE",232,37.4193548387097,27,620,4.35483870967742,739,361,58.2258064516129,331,11,636,294,86.0622462787551,52.0440251572327,46.2264150943396,1.72955974842767,-99,67,16,-14.624670318523,11.9993913572733,2.62527896124975,83.8971583220568,-2.16508795669824,0,1,"EAU CLAIRE","CITY OF AUGUSTA","CITY OF AUGUSTA WARDS 1-5",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF AUGUSTA EAU CLAIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5503503825,1,749,"Wisconsin","Eau Claire City","Augusta","Optical Scan","Yes","City","CITY OF AUGUSTA","EAU CLAIRE",0,1,1,0
"15",15,"CITY OF BARABOO SAUK",2901,51.4452917183898,377,5639,6.68558255009754,6933,2361,41.8691257315127,3621,74,5846,2151,84.3213616039233,61.939787889155,36.7943893260349,1.26582278481013,-720,210,303,-10.4944961707652,5.07473640547779,5.41975976528741,81.3356411365931,-2.98572046733015,1,1,"SAUK","CITY OF BARABOO","CITY OF BARABOO WARD 1-14",1,"ES&S","ES&S DS200","ES&S ExpressVote","CITY OF BARABOO SAUK",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5511104625,1,6923,"Wisconsin","Sauk City","Baraboo","Ballot Marking Device or System","Yes","City","CITY OF BARABOO","SAUK",0,1,0,1
"16",16,"CITY OF BARRON BARRON",506,37.4814814814815,87,1350,6.44444444444444,1679,757,56.0740740740741,713,19,1380,648,82.1917808219178,51.6666666666667,46.9565217391304,1.3768115942029,-207,109,68,-14.1851851851852,9.11755233494364,5.06763285024155,80.4050029779631,-1.78677784395474,0,1,"BARRON","CITY OF BARRON","CITY OF BARRON WARD 1-7",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF BARRON BARRON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5500504875,1,1624,"Wisconsin","Barron City","Barron","DRE-Touchscreen","Yes","City","CITY OF BARRON","BARRON",0,1,1,0
"17",17,"CITY OF BAYFIELD BAYFIELD",253,73.121387283237,20,346,5.78034682080925,440,73,21.0982658959538,260,4,354,90,80.4545454545455,73.4463276836158,25.4237288135593,1.12994350282486,-7,-17,16,-0.324940400378821,-4.32546291760556,4.65040331798439,78.6363636363636,-1.81818181818181,1,1,"BAYFIELD","CITY OF BAYFIELD","CITY OF BAYFIELD WARD 1-4",1,"ES&S","ES&S M100","ES&S Automark","CITY OF BAYFIELD BAYFIELD",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500705350,1,430,"Wisconsin","Bayfield City","Bayfield","Optical Scan","Yes","City","CITY OF BAYFIELD","BAYFIELD",0,1,0,1
"18",18,"CITY OF BEAVER DAM DODGE",3399,47.3992469669502,450,7171,6.27527541486543,8850,3322,46.3254776181844,4521,97,7532,2914,85.1073446327684,60.0238980350505,38.688263409453,1.28783855549655,-1122,408,353,-12.6246510681002,7.63721420873135,4.98743685936888,81.0282485875706,-4.07909604519774,1,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","CITY OF BEAVER DAM DODGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5502705900,6,8520,"Wisconsin","Dodge City","Beaver Dam","DRE-Touchscreen","Yes","City","CITY OF BEAVER DAM","DODGE",0,1,1,0
"19",19,"CITY OF BELOIT ROCK",7921,58.5612893686234,874,13526,6.46162945438415,17998,4731,34.9770811769925,10419,193,15151,4539,84.1815757306367,68.7677381030955,29.9584185862319,1.27384331067256,-2498,192,681,-10.2064487344721,5.01866259076052,5.18778614371159,75.1527947549728,-9.02878097566396,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","CITY OF BELOIT ROCK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510506500,25,17593,"Wisconsin","Rock City","Beloit","Ballot Marking Device or System","Yes","City","CITY OF BELOIT","ROCK",0,1,0,1
"20",20,"CITY OF BERLIN GREEN LAKE",774,34.6463742166517,114,2234,5.10295434198747,2659,1346,60.2506714413608,1088,41,2337,1208,87.8901842798044,46.5554129225503,51.6902011125374,1.75438596491228,-314,138,73,-11.9090387058985,8.56047032882336,3.34856837707519,84.016547574276,-3.8736367055284,0,0,"GREEN LAKE","CITY OF BERLIN","CITY OF BERLIN WARD 1-6",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF BERLIN GREEN LAKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5504706925,1,2669,"Wisconsin","Green Lake City","Berlin","DRE-Touchscreen","Yes","City","CITY OF BERLIN","GREEN LAKE",0,1,1,0
"21",21,"CITY OF BERLIN WAUSHARA",15,28.3018867924528,3,53,5.66037735849057,56,35,66.0377358490566,13,1,50,36,89.2857142857143,26,72,2,2,-1,2,2.30188679245283,-5.9622641509434,3.66037735849057,94.6428571428571,5.35714285714285,0,0,"WAUSHARA","CITY OF BERLIN","CITY OF BERLIN WARD 7",0,NA,NA,NA,"CITY OF BERLIN GREEN LAKE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5513706925,1,2669,"Wisconsin","Green Lake City","Berlin","DRE-Touchscreen","Yes","City","CITY OF BERLIN","GREEN LAKE",0,1,1,0
"22",22,"CITY OF BLACK RIVER FALLS JACKSON",751,48.9250814332248,93,1535,6.0586319218241,1933,691,45.0162866449511,956,20,1597,621,82.6176927056389,59.8622417031935,38.88541014402,1.25234815278647,-205,70,73,-10.9371602699687,6.13087650093111,4.80628376903763,79.4102431453699,-3.20744956026901,1,1,"JACKSON","CITY OF BLACK RIVER FALLS","CITY OF BLACK RIVER FALLS WARD 1",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF BLACK RIVER FALLS JACKSON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5505307900,4,1978,"Wisconsin","Jackson City","Black River Falls","DRE-Touchscreen","Yes","City","CITY OF BLACK RIVER FALLS","JACKSON",0,1,1,0
"23",23,"CITY OF BLAIR TREMPEALEAU",241,46.8871595330739,32,514,6.22568093385214,684,241,46.8871595330739,312,9,499,178,72.953216374269,62.5250501002004,35.6713426853707,1.80360721442886,-71,63,23,-15.6378905671265,11.2158168477032,4.42207371942328,75.1461988304094,2.19298245614036,0,1,"TREMPEALEAU","CITY OF BLAIR","CITY OF BLAIR WARDS 1-3",0,NA,NA,NA,"CITY OF BLAIR TREMPEALEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512108075,1,608,"Wisconsin","Trempealeau City","Blair","DRE-Touchscreen","Yes","City","CITY OF BLAIR","TREMPEALEAU",1,0,1,0
"24",24,"CITY OF BLOOMER CHIPPEWA",577,33.0091533180778,80,1748,4.5766590389016,2071,1091,62.4141876430206,802,16,1760,942,84.9830999517142,45.5681818181818,53.5227272727273,0.909090909090909,-225,149,64,-12.559028500104,8.89146037029331,3.66756812981069,84.4036697247707,-0.579430226943501,0,0,"CHIPPEWA","CITY OF BLOOMER","CITY OF BLOOMER WARDS 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF BLOOMER CHIPPEWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5501708225,1,2089,"Wisconsin","Chippewa City","Bloomer","DRE-Touchscreen","Yes","City","CITY OF BLOOMER","CHIPPEWA",0,1,1,0
"25",25,"CITY OF BOSCOBEL GRANT",528,42.8571428571429,105,1232,8.52272727272727,1651,599,48.6201298701299,803,14,1219,402,73.8340399757723,65.8736669401148,32.9778506972929,1.14848236259229,-275,197,91,-23.016524082972,15.642279172837,7.37424491013498,74.6214415505754,0.787401574803155,0,1,"GRANT","CITY OF BOSCOBEL","CITY OF BOSCOBEL WARD 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF BOSCOBEL GRANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5504308850,1,1532,"Wisconsin","Grant City","Boscobel","DRE-Touchscreen","Yes","City","CITY OF BOSCOBEL","GRANT",0,1,1,0
"26",26,"CITY OF BRILLION CALUMET",501,31.992337164751,83,1566,5.30012771392082,1761,982,62.7075351213282,701,21,1557,835,88.4156729131175,45.0224791265254,53.6287732819525,1.34874759152216,-200,147,62,-13.0301419617744,9.07876183937576,3.95138012239866,88.9267461669506,0.511073253833047,0,0,"CALUMET","CITY OF BRILLION","CITY OF BRILLION WARD 1-4",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","CITY OF BRILLION CALUMET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5501509725,1,1759,"Wisconsin","Calumet City","Brillion","Optical Scan","Yes","City","CITY OF BRILLION","CALUMET",0,1,1,0
"27",27,"CITY OF BRODHEAD GREEN",563,41.7655786350148,97,1348,7.19584569732938,1495,688,51.0385756676558,821,39,1385,525,92.6421404682274,59.2779783393502,37.9061371841155,2.8158844765343,-258,163,58,-17.5123997043353,13.1324384835403,4.37996122079508,90.1672240802676,-2.47491638795987,0,1,"GREEN","CITY OF BRODHEAD","CITY OF BRODHEAD WARDS 1-6",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","CITY OF BRODHEAD GREEN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504509925,1,1485,"Wisconsin","Green City","Brodhead","Optical Scan","Yes","City","CITY OF BRODHEAD","GREEN",0,1,0,1
"28",28,"CITY OF BRODHEAD ROCK",14,45.1612903225806,4,31,12.9032258064516,42,13,41.9354838709677,13,0,29,16,69.0476190476191,44.8275862068966,55.1724137931034,0,1,-3,4,0.333704115684085,-13.2369299221357,12.9032258064516,73.8095238095238,4.76190476190476,1,0,"ROCK","CITY OF BRODHEAD","CITY OF BRODHEAD WARDS 7-8",0,NA,NA,NA,"CITY OF BRODHEAD GREEN",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510509925,1,1485,"Wisconsin","Green City","Brodhead","Optical Scan","Yes","City","CITY OF BRODHEAD","GREEN",0,1,0,1
"29",29,"CITY OF BROOKFIELD WAUKESHA",9136,36.6686734898655,1811,24915,7.26871362632952,29101,13968,56.0626128838049,8085,209,25769,17475,88.550221641868,31.3749078349955,67.8140401257325,0.811052039271993,1051,-3507,1602,5.29376565487001,-11.7514272419275,6.45766158705753,85.6156145836913,-2.9346070581767,0,0,"WAUKESHA","CITY OF BROOKFIELD","CITY OF BROOKFIELD WARD 1",1,"ES&S","ES&S DS200","ES&S ExpressVote","CITY OF BROOKFIELD WAUKESHA",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5513310025,24,28754,"Wisconsin","Waukesha City","Brookfield","Ballot Marking Device or System","Yes","City","CITY OF BROOKFIELD","WAUKESHA",0,1,0,1
"30",30,"CITY OF BUFFALO CITY BUFFALO",251,41.0801963993453,37,611,6.0556464811784,661,323,52.8641571194763,293,9,563,261,85.1739788199697,52.0426287744227,46.3587921847247,1.59857904085258,-42,62,28,-10.9624323750774,6.50536493475158,4.45706744032582,92.4357034795764,7.26172465960666,0,1,"BUFFALO","CITY OF BUFFALO CITY","CITY OF BUFFALO CITY WARD 1",0,NA,NA,NA,"CITY OF BUFFALO CITY BUFFALO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5501111062,1,660,"Wisconsin","Buffalo City","Buffalo City","DRE-Touchscreen","Yes","City","CITY OF BUFFALO CITY","BUFFALO",1,0,1,0
"31",31,"CITY OF BURLINGTON RACINE",1998,38.6684730017418,328,5167,6.34797754983549,6140,2841,54.9835494484227,2311,46,5359,3002,87.2801302931596,43.1237171114014,56.0179137898862,0.858369098712446,-313,-161,282,-4.45524410965956,-1.03436434146349,5.48960845112305,84.1530944625407,-3.12703583061889,0,0,"RACINE","CITY OF BURLINGTON","CITY OF BURLINGTON WARDS 1-4",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","CITY OF BURLINGTON RACINE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5510111200,2,6110,"Wisconsin","Racine City","Burlington","DRE-Touchscreen","Yes","City","CITY OF BURLINGTON","RACINE",0,1,1,0
"32",32,"CITY OF BURLINGTON WALWORTH",1,100,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,NA,NA,NA,100,100,1,0,"WALWORTH","CITY OF BURLINGTON","CITY OF BURLINGTON WARD 10",0,NA,NA,NA,"CITY OF BURLINGTON RACINE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5512711200,2,6110,"Wisconsin","Racine City","Burlington","DRE-Touchscreen","Yes","City","CITY OF BURLINGTON","RACINE",0,1,1,0
"33",33,"CITY OF CEDARBURG OZAUKEE",3009,41.8032786885246,573,7198,7.96054459572103,8581,3616,50.2361767157544,2684,78,7251,4489,84.5006409509381,37.0155840573714,61.9087022479658,1.0757136946628,325,-873,495,4.78769463115319,-11.6725255322114,6.88483090105823,83.8829973196597,-0.617643631278412,0,0,"OZAUKEE","CITY OF CEDARBURG","CITY OF CEDARBURG WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","CITY OF CEDARBURG OZAUKEE",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5508913375,8,8305,"Wisconsin","Ozaukee City","Cedarburg","Optical Scan","Yes","City","CITY OF CEDARBURG","OZAUKEE",0,1,0,1
"34",34,"CITY OF CHETEK BARRON",379,37.3031496062992,55,1016,5.41338582677165,1220,582,57.2834645669291,482,17,970,471,79.5081967213115,49.6907216494845,48.5567010309278,1.75257731958763,-103,111,38,-12.3875720431853,8.7267635360013,3.66080850718402,83.2786885245902,3.77049180327869,0,1,"BARRON","CITY OF CHETEK","CITY OF CHETEK WARDS 1-4",1,"Dominion","Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge","CITY OF CHETEK BARRON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5500514325,1,1221,"Wisconsin","Barron City","Chetek","DRE-Touchscreen","Yes","City","CITY OF CHETEK","BARRON",0,1,1,0
"35",35,"CITY OF CHILTON CALUMET",633,35.7021996615905,96,1773,5.41455160744501,2112,1044,58.8832487309645,876,34,1862,952,88.1628787878788,47.046186895811,51.1278195488722,1.82599355531686,-243,92,62,-11.3439872342204,7.75542918209229,3.58855805212814,83.9488636363636,-4.21401515151514,0,0,"CALUMET","CITY OF CHILTON","CITY OF CHILTON WARD 1-5",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","CITY OF CHILTON CALUMET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5501514475,1,2063,"Wisconsin","Calumet City","Chilton","DRE-Touchscreen","Yes","City","CITY OF CHILTON","CALUMET",0,1,1,0
