,MCD_FIPS,county,muni_county,democrat_votes.perc,republican_votes.perc,other_votes.perc,dem.change.perc,rep.change.perc,oth.change.perc,tch_prop,os_prop,paper_prop,counted_absent_prop,rejected_absent_prop,absentee_person_prop,sameday_reg_prop,turnout_reg_feb,votes.tot2016,inspector_prop,dem.perc2012,rep.perc2012,oth.perc2012,votes.tot2012,pct_hs,inspector_prop_2012,total_ballots,registrants,late_registrants,tch_prop_2012,os_prop_2012,paper_prop_2012,automark_prop_2012,total_ballots_2012,turnout_reg_2012,counted_absent_prop_2012,rejected_absent_prop_2012,absentee_person_prop_2012,registrants_2012,late_registrants_2012,sameday_reg_prop_2012,pop,inc_2015,unemp_rate,pct_graduate,coll_deg_plus25_2013,pct_white,pct_black,pct_latino,pct_male,age_med,house_size_ave,municipality_reprim,votes_rec_cruz_reprim,votes_rec_kasich_reprim,votes_rec_other_reprim,votes_rec_trump_reprim,votes_tot_reprim,votes_perc_cruz_reprim,votes_perc_kasich_reprim,votes_perc_other_reprim,votes_perc_trump_reprim,trump_prim_won_reprim,total_ballots_reprim,tch_prop_reprim,turnout_perc_reprim,sameday_reg_prop_reprim,counted_absent_prop_reprim,rejected_absent_prop_reprim,registrants_reprim,late_registrants_reprim,trump_vote_diff,tch_prop_reprim_diff,municipality_demprim,votes_rec_clinton_demprim,votes_rec_other_demprim,votes_rec_sanders_demprim,votes_tot_demprim,votes_perc_clinton_demprim,votes_perc_other_demprim,votes_perc_sanders_demprim,clinton_prim_won_demprim,total_ballots_demprim,tch_prop_demprim,turnout_perc_demprim,sameday_reg_prop_demprim,counted_absent_prop_demprim,rejected_absent_prop_demprim,registrants_demprim,late_registrants_demprim,Total.Voter.Reg_demprim,TotalTurnout_2016_demprim,clinton_vote_diff,tch_prop_demprim_diff,trump_prim_2012_vote_diff,clinton_prim_2012_vote_diff,tch_prop_2012_reprim_diff,tch_prop_2012_demprim_diff,tch_prop_2012_2016_diff,os_model_off,tch_bmd_model_off,tch_use_off,bmd_use_off,os_use_off,tch_model_off,bmd_model_off,tch_use_off_true,tch_model_off_full,demwinner,demwinner2012,muni.dense
554,5503924050,FOND DU LAC,TOWN OF EMPIRE FOND DU LAC,31.65800116,63.25823224,5.083766609,-1.982302203,-2.397239054,4.379541257,0,1,0,0.128724002,0.001124227,0.176724138,0.051697922,0.90167258,1731,0.003934795,33.64030336,65.65547129,0.704225352,1846,38.5,0.002704164,1779,1973,0.005059022,0,1,0,0,1849,0.946748592,0.13142239,0,0.149193548,1953,0.001622499,0.064899946,2804,40408,3.757711722,27.91911285,27.91911285,96.39800285,0,1.319543509,52.85306705,44.8,2.85,TOWN OF EMPIRE,536,96,15,253,900,59.55555556,10.66666667,1.666666667,28.11111111,0,365,0,0.188630491,0.002583979,0.098630137,0,1935,0.002739726,35.14712112,0,TOWN OF EMPIRE,168,0,213,381,44.09448819,0,55.90551181,0,365,0,0.188630491,0.002583979,0.098630137,0,1935,0.002739726,59492,85.88%,-12.43648703,0,-37.54436018,10.45418483,0,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution,0,1,1,NA,Dominion ImageCast Evolution,0,aNone,0,0,37.4605921
555,5508524125,ONEIDA,TOWN OF ENTERPRISE ONEIDA,31.30434783,64.34782609,4.347826087,-12.39313117,9.30580928,3.087321885,0.228448276,0,0.771551724,0.107758621,0,0.24,0.071698113,0.875471698,230,0.012931034,43.69747899,55.04201681,1.260504202,238,34.3,0.020833333,232,265,0,0.166666667,0,0.833333333,0,240,0.926640927,0.125,0.004166667,0.032258065,259,0,0.066666667,302,25211,10.85714286,16.26506024,16.26506024,89.40397351,0,5.960264901,59.60264901,53.2,2.6,TOWN OF ENTERPRISE,36,8,2,68,114,31.57894737,7.01754386,1.754385965,59.64912281,1,58,0.172413793,0.228346457,0.011811024,0.086206897,0,254,0,4.69870328,0.056034483,TOWN OF ENTERPRISE,31,0,35,66,46.96969697,0,53.03030303,0,58,0.172413793,0.228346457,0.011811024,0.086206897,0,254,0,25116,82.96%,-15.66534914,0.056034483,4.607106,3.272217978,0.005747126,0.005747126,0.061781609,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,0,1.977994103
556,5510924275,ST. CROIX,TOWN OF ERIN PRAIRIE ST. CROIX,32.65822785,60.75949367,6.582278481,-4.102697602,-0.937164427,5.039862029,0,1,0,0.08040201,0,0.606060606,0.149082569,0.912844037,395,0.025125628,36.76092545,61.6966581,1.542416452,389,28.5,0.015424165,398,436,0.030150754,0.128534704,0.871465296,0,0,389,0.919621749,0.06940874,0,0.444444444,423,0.007712082,0.102827763,707,32951,5.421686747,27.64423077,27.64423077,95.19094767,0,2.97029703,53.88967468,48.3,2.74,TOWN OF ERIN PRAIRIE,47,25,4,50,126,37.3015873,19.84126984,3.174603175,39.68253968,1,25,0,0.06097561,0.002439024,0.04,0,410,0,21.07695399,0,TOWN OF ERIN PRAIRIE,39,2,46,87,44.82758621,2.298850575,52.87356322,0,25,0,0.06097561,0.002439024,0.04,0,410,0,55099,84.97%,-12.16935836,0,-22.01411842,8.066660757,-0.128534704,-0.128534704,-0.128534704,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge,1,0,1,Dominion (Sequoia)/Command Central-Edge,NA,0,Dominion (Sequoia)/Command Central-Edge,0,0,7.639634862
557,5513124225,WASHINGTON,TOWN OF ERIN WASHINGTON,22.62830482,69.79004666,7.581648523,-2.438770687,-3.648052232,6.086822919,0,1,0,0.324902724,0,0.835112693,0.062857143,0.917857143,2572,0.007392996,25.06707551,73.43809889,1.494825604,2609,30.6,0.005744925,2570,2800,0.019455253,0,1,0,0,2611,0.912299092,0.268862505,0.000382995,0.636746143,2862,0.010723861,0.039831482,3768,44098,2.260127932,31.37349398,31.37349398,96.81528662,0.212314225,3.052016985,51.14118896,48.9,2.51,TOWN OF ERIN,929,162,21,362,1474,63.02578019,10.99050204,1.424694708,24.55902307,0,518,0,0.187885383,0.00580341,0.054054054,0,2757,0.003861004,45.23102359,0,TOWN OF ERIN,197,1,195,393,50.12722646,0.254452926,49.61832061,1,518,0,0.187885383,0.00580341,0.054054054,0,2757,0.003861004,88038,86.61%,-27.49892164,0,-48.87907582,25.06015096,0,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution,0,1,1,NA,Dominion ImageCast Evolution,0,aNone,0,0,40.26686193
558,5501724375,CHIPPEWA,TOWN OF ESTELLA CHIPPEWA,25.99118943,71.36563877,2.643171806,-18.82013133,17.12035575,1.69977558,0.515283843,0.484716157,0,0.069868996,0,0.75,0.161417323,0.901574803,227,0.026200873,44.81132075,54.24528302,0.943396226,212,38.6,0.018867925,229,254,0.004366812,0,1,0,0,212,0.848,0.037735849,0,0.5,250,0,0.132075472,421,21742,11.38211382,6.637168142,6.637168142,99.52494062,0,0,51.54394299,48.5,2.55,TOWN OF ESTELLA,53,1,3,52,109,48.62385321,0.917431193,2.752293578,47.70642202,0,32,0.5625,0.131687243,0.012345679,0.03125,0,243,0,23.65921675,-0.047216157,TOWN OF ESTELLA,15,0,32,47,31.91489362,0,68.08510638,0,32,0.5625,0.131687243,0.012345679,0.03125,0,243,0,36107,87.16%,-5.92370419,-0.047216157,-6.538861001,-12.89642714,0.5625,0.5625,0.515283843,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge,1,0,1,Dominion (Sequoia)/Command Central-Edge,NA,0,Dominion (Sequoia)/Command Central-Edge,0,0,4.98446563
559,5512124425,TREMPEALEAU,TOWN OF ETTRICK TREMPEALEAU,45.96182085,48.89867841,5.139500734,-13.31875469,9.33033309,3.988421598,0.802052786,0,0.197947214,0.054252199,0.001466276,0.195121951,0.0755886,0.845105328,681,0.008797654,59.28057554,39.56834532,1.151079137,695,39.1,0.008633094,682,807,0,0.717985612,0,0.282014388,0,695,0.87863464,0.06618705,0,0.510638298,791,0.001438849,0.076258993,1276,31140,1.390644753,15.64722617,15.64722617,99.60815047,0,0.548589342,55.72100313,46.1,2.43,TOWN OF ETTRICK,79,37,6,130,252,31.34920635,14.68253968,2.380952381,51.58730159,1,132,0.810606061,0.168367347,0.003826531,0.03030303,0,784,0,-2.688623173,-0.008553275,TOWN OF ETTRICK,102,1,137,240,42.5,0.416666667,57.08333333,0,132,0.810606061,0.168367347,0.003826531,0.03030303,0,784,0,16077,84.47%,3.461820852,-0.008553275,12.01895626,-16.78057554,0.092620449,0.092620449,0.084067174,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,1,6.270108974
560,5509524450,POLK,TOWN OF EUREKA POLK,27.77179763,65.12378902,7.104413348,-12.00473868,6.3528393,5.651899381,0.846723044,0,0.153276956,0.073995772,0,0,0.107927412,0.903533906,929,0.007399577,39.77653631,58.77094972,1.452513966,895,39.2,0.015607581,946,1047,0,0.841694537,0,0.157190635,0,897,0.870029098,0.001114827,0,0.375,1031,0.686733556,0.109253066,1579,28414,3.816046967,12.92735043,12.92735043,98.67004433,0,0.126662445,49.01836605,46.5,2.37,TOWN OF EUREKA,132,43,15,153,343,38.48396501,12.53644315,4.373177843,44.60641399,1,45,0.955555556,0.044865404,0.000997009,0,0,1003,0,20.51737503,-0.108832511,TOWN OF EUREKA,58,4,97,159,36.47798742,2.51572327,61.00628931,0,45,0.955555556,0.044865404,0.000997009,0,0,1003,0,26328,86.19%,-8.70618979,-0.108832511,-14.16453573,-3.298548891,0.113861018,0.113861018,0.005028507,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,0,11.09817664
561,5506724575,LANGLADE,TOWN OF EVERGREEN LANGLADE,27.07581227,69.31407942,3.610108303,-16.4956163,13.24265085,3.252965446,0.541958042,0,0.458041958,0.045454545,0,0.153846154,0.068965517,0.82183908,277,0.01048951,43.57142857,56.07142857,0.357142857,280,44.1,0.010638298,286,348,0,0.606382979,0,0.393617021,0,282,0.841791045,0.085106383,0.007092199,0.115384615,335,0,0.063829787,419,21332,7.423580786,7.352941176,7.352941176,99.76133652,0,0.715990453,48.68735084,48,2.49,TOWN OF EVERGREEN,64,12,3,56,135,47.40740741,8.888888889,2.222222222,41.48148148,0,27,0.814814815,0.079178886,0,0,0.037037037,341,0,27.83259794,-0.272856773,TOWN OF EVERGREEN,38,0,35,73,52.05479452,0,47.94520548,1,27,0.814814815,0.079178886,0,0,0.037037037,341,0,11983,84.23%,-24.97898225,-0.272856773,-14.58994709,8.483365949,0.208431836,0.208431836,-0.064424937,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,0,4.47505233
562,5512924600,WASHBURN,TOWN OF EVERGREEN WASHBURN,32.99418605,62.35465116,4.651162791,-13.741719,10.42586778,3.315851218,0.392496392,0,0.607503608,0.079365079,0.001443001,0.5,0.098717949,0.888461538,688,0.012987013,46.73590504,51.92878338,1.335311573,674,38.7,0.013372957,693,780,0.001443001,0.402674591,0,0.597325409,0,673,0.863928113,0.062407132,0.001485884,0.185185185,779,0,0.078751857,1077,28015,6.296851574,17.75700935,17.75700935,98.2358403,0,0,49.11792015,43.4,2.41,TOWN OF EVERGREEN,121,40,15,148,324,37.34567901,12.34567901,4.62962963,45.67901235,1,239,0.665271967,0.319946452,0.018741633,0.054393305,0,747,0.0041841,16.67563882,-0.272775574,TOWN OF EVERGREEN,78,0,97,175,44.57142857,0,55.42857143,0,239,0.665271967,0.319946452,0.018741633,0.054393305,0,747,0.0041841,10869,83.35%,-11.57724252,-0.272775574,-6.249771037,-2.164476473,0.262597375,0.262597375,-0.010178199,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,0,11.87308344
563,5511124675,SAUK,TOWN OF EXCELSIOR SAUK,39.40724479,56.42151482,4.171240395,-13.3469925,9.705413124,3.641579378,0.001086957,0.997826087,0,0.166304348,0,0.745098039,0.0875,0.884615385,911,0.005434783,52.75423729,46.71610169,0.529661017,944,36.6,0.004237288,920,1040,0.020652174,0,1,0,0,944,0.903349282,0.128177966,0.002118644,0.616666667,1045,0.003177966,0.0625,1650,31100,4.046242775,16.57579062,16.57579062,98.54545455,0.121212121,0,51.81818182,48.1,2.6,TOWN OF EXCELSIOR,135,68,16,164,383,35.24804178,17.75456919,4.177545692,42.81984334,1,173,0.468208092,0.170108161,0.005899705,0.023121387,0,1017,0,13.60167148,-0.467121136,TOWN OF EXCELSIOR,103,0,176,279,36.91756272,0,63.08243728,0,173,0.468208092,0.170108161,0.005899705,0.023121387,0,1017,0,37195,91.00%,2.489682062,-0.467121136,-3.896258353,-15.83667456,0.468208092,0.468208092,0.001086957,ES&S DS200,ES&S ExpressVote,0,1,1,NA,ES&S ExpressVote,0,aNone,0,1,17.34740806
564,5504524725,GREEN,TOWN OF EXETER GREEN,58.64144454,34.90971625,6.448839209,-5.206700413,-0.551888581,5.758588993,0,1,0,0.196413322,0,0.665236052,0.069731801,0.897318008,1163,0.010247652,63.84814495,35.46160483,0.690250216,1159,39.2,0.00949094,1171,1305,0.018787361,0,1,0,0,1159,0.887442573,0.182053494,0.000862813,0.699530516,1306,0.007765315,0.070750647,2207,35780,1.414427157,27.28658537,27.28658537,98.8672406,0.135931128,1.993656547,52.42410512,39.3,2.95,TOWN OF EXETER,130,66,10,112,318,40.88050314,20.75471698,3.144654088,35.22012579,0,247,0,0.19618745,0.007942812,0.028340081,0,1259,0.004048583,-0.310409535,0,TOWN OF EXETER,183,0,321,504,36.30952381,0,63.69047619,0,247,0,0.19618745,0.007942812,0.028340081,0,1259,0.004048583,21670,86.71%,22.33192073,0,-0.241479046,-27.53862114,0,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution,0,1,1,NA,Dominion ImageCast Evolution,0,aNone,1,1,24.26017269
565,5511524775,SHAWANO,TOWN OF FAIRBANKS SHAWANO,17.72151899,76.89873418,5.379746835,-14.29067613,9.825563446,4.465112689,0.441640379,0,0.558359621,0.025236593,0,0.375,0.092105263,0.834210526,316,0.018927445,32.01219512,67.07317073,0.914634146,328,45.4,0.03030303,317,380,0.003154574,0.393939394,0,0.606060606,0,330,0.906593407,0.072727273,0,0.291666667,364,0.003030303,0.112121212,566,22439,3.95480226,18.91891892,18.91891892,93.99293286,0.706713781,0.530035336,51.41342756,47.9,2.36,TOWN OF FAIRBANKS,93,4,2,83,182,51.0989011,2.197802198,1.098901099,45.6043956,0,39,0.358974359,0.104278075,0,0,0,374,0,31.29433857,0.08266602,TOWN OF FAIRBANKS,22,0,31,53,41.50943396,0,58.49056604,0,39,0.358974359,0.104278075,0,0,0,374,0,23630,83.36%,-23.78791497,0.08266602,-21.46877513,9.49723884,-0.034965035,-0.034965035,0.047700985,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,0,5.754061047
566,5503524850,EAU CLAIRE,TOWN OF FAIRCHILD EAU CLAIRE,26.05633803,69.71830986,4.225352113,-18.77124818,15.92520641,2.846041768,0.3125,0.680555556,0.006944444,0.0625,0,0.545454545,0.071856287,0.862275449,142,0.041666667,44.82758621,53.79310345,1.379310345,145,27.1,0.034013605,144,167,0,0.244897959,0.755102041,0,0,147,0.854651163,0.068027211,0,0.4,172,0,0.108843537,371,17112,8.292682927,4.891304348,4.891304348,98.11320755,0,0.808625337,52.5606469,44.3,2.94,TOWN OF FAIRCHILD,19,5,3,50,77,24.67532468,6.493506494,3.896103896,64.93506494,1,34,0.382352941,0.21656051,0.01910828,0.029411765,0,157,0,4.783244924,-0.069852941,TOWN OF FAIRCHILD,13,0,20,33,39.39393939,0,60.60606061,0,34,0.382352941,0.21656051,0.01910828,0.029411765,0,157,0,65486,82.58%,-13.33760137,-0.069852941,11.14196149,-5.433646813,0.137454982,0.137454982,0.067602041,Optech- Eagle,Dominion (Sequoia)/Command Central-Edge,1,0,1,Dominion (Sequoia)/Command Central-Edge,NA,0,Dominion (Sequoia)/Command Central-Edge,0,0,4.130071862
567,5511124900,SAUK,TOWN OF FAIRFIELD SAUK,45.19083969,50.83969466,3.969465649,-15.66542942,13.07211056,2.59331886,0,0,1,0.094879518,0.006024096,0.544117647,0.084450402,0.890080429,655,0.015060241,60.85626911,37.7675841,1.376146789,654,36.6,0.01369863,664,746,0,0.01065449,0.98934551,0,0,657,0.896316508,0.089802131,0,0.295081967,733,0.00608828,0.085235921,913,32061,6.655290102,24.21875,24.21875,97.26177437,0,0.766703176,50.82146769,50.3,2.47,TOWN OF FAIRFIELD,87,59,7,103,256,33.984375,23.046875,2.734375,40.234375,1,145,0.220689655,0.194369973,0.00536193,0,0,746,0,10.60531966,-0.220689655,TOWN OF FAIRFIELD,117,2,155,274,42.70072993,0.729927007,56.56934307,0,145,0.220689655,0.194369973,0.00536193,0,0,746,0,37195,91.00%,2.490109768,-0.220689655,2.466790902,-18.15553919,0.210035165,0.210035165,-0.01065449,ES&S DS200,ES&S ExpressVote,0,1,1,NA,ES&S ExpressVote,0,aNone,0,1,9.892063642
568,5505525300,JEFFERSON,TOWN OF FARMINGTON JEFFERSON,28.11428571,66.51428571,5.371428571,-9.80478943,4.895788604,4.909000826,0,0.977349943,0,0.10419026,0,0.677419355,0.085279188,0.896446701,875,0.005662514,37.91907514,61.61849711,0.462427746,865,37,0.005733945,883,985,0,0,0.997706422,0,0.002293578,872,0.873747495,0.088302752,0,0.2,998,0,0.082568807,1447,29743,4.125950054,19.25925926,19.25925926,99.723566,0.207325501,0.760193504,48.92881824,45.5,2.54,TOWN OF FARMINGTON,243,40,11,168,462,52.5974026,8.658008658,2.380952381,36.36363636,0,262,0,0.274633124,0.013626834,0.019083969,0,954,0,30.15064935,0,TOWN OF FARMINGTON,73,0,108,181,40.33149171,0,59.66850829,0,262,0,0.274633124,0.013626834,0.019083969,0,954,0,50796,83.32%,-12.217206,0,-25.25486075,2.412416568,0,0,0,ES&S DS200,ES&S Automark,0,1,1,NA,ES&S Automark,0,aNone,0,0,15.85490027
569,5506325325,LA CROSSE,TOWN OF FARMINGTON LA CROSSE,41.07308048,54.0240518,4.902867715,-15.90805159,12.42027822,3.487773375,0,0,1,0.001826484,0.020091324,0.788990826,0.089859852,0.902720528,1081,0.006392694,56.98113208,41.60377358,1.41509434,1060,28.4,0.008442777,1095,1213,0,0,1,0,0,1066,0.875205255,0.064727955,0.000938086,0.47826087,1218,0,0.079737336,2105,24840,2.677824268,17.95112782,17.95112782,95.05938242,0.332541568,0.712589074,51.02137767,42.1,2.58,TOWN OF FARMINGTON,127,34,6,170,337,37.68545994,10.08902077,1.78041543,50.44510386,1,175,0,0.147058824,0.004201681,0.005714286,0,1190,0,3.578947946,0,TOWN OF FARMINGTON,154,1,205,360,42.77777778,0.277777778,56.94444444,0,175,0,0.147058824,0.004201681,0.005714286,0,1190,0,77583,80.93%,-1.704697297,0,8.841330273,-14.2033543,0,0,0,ES&S DS200,ES&S Automark,0,1,1,NA,ES&S Automark,0,aNone,0,1,10.73613771
570,5509525350,POLK,TOWN OF FARMINGTON POLK,26.67313288,68.38021339,4.946653734,-11.58256583,8.717180679,2.865385151,0.63697318,0.36302682,0,0.050766284,0,0.226415094,0.136869119,0.893071001,1031,0.013409962,38.25569871,59.66303271,2.081268583,1009,39.2,0.011881188,1044,1169,0,0.305940594,0.585148515,0.108910891,0,1010,0.876736111,0.051485149,0,1,1152,0.007920792,0.105940594,1805,30302,4.407951599,20.69297401,20.69297401,94.73684211,0.166204986,4.986149584,50.91412742,42.7,2.62,TOWN OF FARMINGTON,130,37,12,165,344,37.79069767,10.75581395,3.488372093,47.96511628,1,67,0.910447761,0.058413252,0.003487358,0.029850746,0,1147,0,20.41509711,-0.273474581,TOWN OF FARMINGTON,68,0,87,155,43.87096774,0,56.12903226,0,67,0.910447761,0.058413252,0.003487358,0.029850746,0,1147,0,26328,86.19%,-17.19783486,-0.273474581,-11.69791643,5.61526903,0.604507167,0.604507167,0.331032586,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge,1,0,1,Dominion (Sequoia)/Command Central-Edge,NA,0,Dominion (Sequoia)/Command Central-Edge,0,0,15.5326257
571,5513125375,WASHINGTON,TOWN OF FARMINGTON WASHINGTON,20.93651508,74.56100855,4.502476362,-2.879391977,-0.461332822,3.340724798,0,1,0,0.140547822,0,0.640378549,0.067949243,0.911584118,2221,0.007184553,23.81590706,75.02234138,1.161751564,2238,30.6,0.005352364,2227,2443,0.01077683,0,0.999107939,0.000892061,0,2242,0.909164639,0.12221231,0.00044603,0.569892473,2466,0.009366637,0.054861731,4025,33724,3.201874268,21.86523873,21.86523873,96.67080745,0,1.242236025,49.2173913,43.7,2.71,TOWN OF FARMINGTON,772,101,27,328,1228,62.86644951,8.2247557,2.198697068,26.71009772,0,445,0,0.184723952,0.0041511,0.049438202,0,2409,0,47.85091083,0,TOWN OF FARMINGTON,134,0,194,328,40.85365854,0,59.14634146,0,445,0,0.184723952,0.0041511,0.049438202,0,2409,0,88038,86.61%,-19.91714345,0,-48.31224366,17.03775148,0,0,0,Dominion ImageCast Evolution,Dominion ImageCast Evolution,0,1,1,NA,Dominion ImageCast Evolution,0,aNone,0,0,42.26890805
572,5513525400,WAUPACA,TOWN OF FARMINGTON WAUPACA,38.04651163,56.09302326,5.860465116,-7.786821705,3.252114165,4.534707541,0.259360731,0,0.740639269,0.4,0.000913242,0.636466591,0.06970297,0.867326733,2150,0.014155251,45.83333333,52.84090909,1.325757576,2112,44,0.010261194,2190,2525,0.016894977,0.28358209,0.715485075,0.000932836,0,2144,0.856572113,0.375466418,0.000932836,0.537997587,2503,0.007462687,0.065298507,3976,43095,1.620591039,33.87654321,33.87654321,96.42857143,1.836016097,2.439637827,53.64688129,55.3,2.02,TOWN OF FARMINGTON,399,101,32,340,872,45.75688073,11.58256881,3.669724771,38.99082569,0,373,0.436997319,0.157516892,0.002111486,0.002680965,0,2368,0.00536193,17.10219757,-0.177636588,TOWN OF FARMINGTON,247,6,335,588,42.00680272,1.020408163,56.97278912,0,373,0.436997319,0.157516892,0.002111486,0.002680965,0,2368,0.00536193,30088,84.72%,-3.960291093,-0.177636588,-13.8500834,-3.826530612,0.153415229,0.153415229,-0.024221359,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge,1,0,1,Dominion (Sequoia)/Command Central-Edge,NA,0,Dominion (Sequoia)/Command Central-Edge,0,0,43.98777853
573,5506525475,LAFAYETTE,TOWN OF FAYETTE LAFAYETTE,37.28813559,58.75706215,3.95480226,-17.94442255,15.73380633,2.210616213,0.87150838,0,0.12849162,0.061452514,0,0.083333333,0.030837004,0.788546256,177,0.039106145,55.23255814,43.02325581,1.744186047,172,42.9,0.01744186,179,227,0,0.854651163,0,0.145348837,0,172,0.855721393,0.052325581,0,0.222222222,201,0,0.052325581,407,27790,1.62601626,17.04035874,17.04035874,99.75429975,0.245700246,0,51.35135135,42.8,2.56,TOWN OF FAYETTE,27,19,4,35,85,31.76470588,22.35294118,4.705882353,41.17647059,1,18,0.888888889,0.08411215,0,0,0,214,0,17.58059156,-0.017380509,TOWN OF FAYETTE,29,1,41,71,40.84507042,1.408450704,57.74647887,0,18,0.888888889,0.08411215,0,0,0,214,0,9273,81.98%,-3.556934829,-0.017380509,-1.846785226,-14.38748772,0.034237726,0.034237726,0.016857217,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,1,4.375605063
574,5503725575,FLORENCE,TOWN OF FENCE FLORENCE,19.11764706,76.47058824,4.411764706,-17.89022696,16.62806855,1.262158407,Inf,NA,Inf,Inf,Inf,0.625,0.054878049,0,136,Inf,37.00787402,59.84251969,3.149606299,127,40.1,0.023255814,138,164,NA,0.488372093,0,0.511627907,0,129,0.87755102,0.03875969,0.007751938,1,147,0.03875969,0.07751938,151,34752,8.045977011,19.75308642,19.75308642,98.67549669,0,3.311258278,54.30463576,58.1,2.4,TOWN OF FENCE,22,3,2,46,73,30.1369863,4.109589041,2.739726027,63.01369863,1,38,0.710526316,0.256756757,0.02027027,0.026315789,0,148,0,13.45688961,Inf,TOWN OF FENCE,10,0,12,22,45.45454545,0,54.54545455,0,38,0.710526316,0.256756757,0.02027027,0.026315789,0,148,0,3025,87.64%,-26.3368984,Inf,3.171178945,8.446671439,0.222154223,0.222154223,Inf,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,0,0.64666309
575,5504325625,GRANT,TOWN OF FENNIMORE GRANT,30.04115226,62.55144033,7.407407407,-20.97099349,14.77816098,6.192832509,0.777777778,0,0.222222222,0.016460905,0,0,0.093189964,0.870967742,243,0.016460905,51.01214575,47.77327935,1.214574899,247,39.1,0.016194332,243,279,0.008230453,0.708502024,0,0.287449393,0,247,0.911439114,0.093117409,0.004048583,0,271,0,0.109311741,620,25167,3.937007874,13.31168831,13.31168831,100,0,0,51.4516129,38.8,2.64,TOWN OF FENNIMORE,35,15,2,23,75,46.66666667,20,2.666666667,30.66666667,0,33,0.787878788,0.119565217,1,0,0,276,0,31.88477366,-0.01010101,TOWN OF FENNIMORE,18,0,46,64,28.125,0,71.875,0,33,0.787878788,0.119565217,1,0,0,276,0,29547,81.40%,1.916152263,-0.01010101,-17.10661269,-22.88714575,0.079376764,0.079376764,0.069275753,NA,Dominion (Sequoia)/Command Central-Edge,1,0,0,Dominion (Sequoia)/Command Central-Edge,NA,1,Dominion (Sequoia)/Command Central-Edge,0,1,6.933565782
576,5503725675,FLORENCE,TOWN OF FERN FLORENCE,18.25396825,74.6031746,7.142857143,-14.50465244,9.948002189,4.556650246,0,0.857142857,0.142857143,0,0.142857143,0.388888889,0.02919708,0.919708029,126,0.03968254,32.75862069,64.65517241,2.586206897,116,40.1,0.042735043,126,137,0.015873016,0,0.803418803,0.196581197,0,117,0.873134328,0.188034188,0,0.318181818,134,0.017094017,0,135,24770,0,12.98701299,12.98701299,100,0,0,49.62962963,58.6,2.11,TOWN OF FERN,19,3,3,41,66,28.78787879,4.545454545,4.545454545,62.12121212,1,24,0,0.19047619,0.007936508,0,0,126,0.166666667,12.48196248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.533960293,NA,0,NA,0,NA,Populex-Populex 2.3,0,1,0,NA,Populex-Populex 2.3,0,aNone,0,0,1.499184323
