CountyName,MunicipalityName,ReportingUnitText,Congressional,SenateDistrict,AssemblyDistrict,MITT ROMNEY/PAUL RYAN,BARACK OBAMA/JOE BIDEN,VIRGIL GOODE/JIM CLYMER,GARY JOHNSON/JAMES P. GRAY,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",JERRY WHITE/PHYLLIS SCHERRER,JILL STEIN/BEN MANSKI,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),Scattering
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 16-19,Congressional - District 1,State Senate - District 7,Assembly - District 21,1393,1404,2,15,2,0,3,0,0,5
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 4-6,Congressional - District 1,State Senate - District 7,Assembly - District 21,1457,1460,3,15,0,0,2,0,0,5
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 7-9,Congressional - District 1,State Senate - District 7,Assembly - District 21,1609,1359,4,14,1,1,9,0,0,6
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Wards 1 - 4,Congressional - District 4,State Senate - District 7,Assembly - District 21,1186,1471,8,26,0,1,14,0,0,6
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Wards 13 -16,Congressional - District 4,State Senate - District 7,Assembly - District 21,1185,1465,3,24,2,0,4,0,0,11
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Wards 5 - 8,Congressional - District 4,State Senate - District 7,Assembly - District 21,1112,1368,10,16,0,1,3,0,0,6
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Wards 9 - 12,Congressional - District 4,State Senate - District 7,Assembly - District 21,1479,1516,8,24,1,1,4,0,0,5
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Wards 1 - 4,Congressional - District 4,State Senate - District 7,Assembly - District 20,732,904,1,12,0,0,6,0,0,3
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Wards 5 - 8,Congressional - District 4,State Senate - District 7,Assembly - District 20,771,1008,2,17,0,0,7,0,0,2
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Wards 9 - 12,Congressional - District 4,State Senate - District 7,Assembly - District 20,793,1065,0,9,0,0,5,0,0,4
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 1,Congressional - District 5,State Senate - District 5,Assembly - District 14,551,705,0,8,0,0,2,0,0,2
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 10,Congressional - District 5,State Senate - District 5,Assembly - District 13,496,677,2,12,0,0,3,0,0,4
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 11,Congressional - District 5,State Senate - District 5,Assembly - District 13,531,757,0,11,1,0,2,0,0,1
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 12,Congressional - District 5,State Senate - District 5,Assembly - District 13,820,669,1,9,0,0,3,0,0,4
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 13,Congressional - District 5,State Senate - District 5,Assembly - District 14,280,378,0,5,0,0,0,0,0,3
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 14,Congressional - District 5,State Senate - District 5,Assembly - District 14,558,824,1,7,0,0,2,0,0,2
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 15,Congressional - District 5,State Senate - District 5,Assembly - District 14,544,894,0,9,0,0,2,0,0,2
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 16,Congressional - District 5,State Senate - District 5,Assembly - District 14,749,722,1,7,1,0,7,0,0,3
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 17,Congressional - District 5,State Senate - District 5,Assembly - District 14,748,473,0,4,0,0,2,0,0,0
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 18,Congressional - District 5,State Senate - District 5,Assembly - District 14,564,558,0,11,0,0,2,0,0,0
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 19,Congressional - District 5,State Senate - District 5,Assembly - District 14,621,628,3,7,0,1,1,0,0,0
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 2,Congressional - District 5,State Senate - District 5,Assembly - District 14,499,751,0,8,0,0,3,0,0,3
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 20,Congressional - District 5,State Senate - District 5,Assembly - District 13,750,619,0,10,1,0,4,0,0,0
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 21,Congressional - District 5,State Senate - District 5,Assembly - District 13,645,512,2,10,0,0,4,0,0,3
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 22,Congressional - District 5,State Senate - District 5,Assembly - District 14,637,602,2,5,1,0,4,0,0,2
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 23,Congressional - District 5,State Senate - District 5,Assembly - District 14,660,555,3,5,0,0,0,0,1,0
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 24,Congressional - District 5,State Senate - District 4,Assembly - District 12,539,647,1,7,0,0,1,0,0,1
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 3,Congressional - District 5,State Senate - District 5,Assembly - District 14,616,730,0,11,0,0,1,0,0,2
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 4,Congressional - District 5,State Senate - District 5,Assembly - District 14,909,880,1,13,0,0,4,0,0,3
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 5,Congressional - District 5,State Senate - District 5,Assembly - District 13,507,466,1,4,0,0,4,0,0,3
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 6,Congressional - District 5,State Senate - District 5,Assembly - District 13,402,490,1,16,0,0,5,0,0,3
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 7,Congressional - District 5,State Senate - District 5,Assembly - District 13,762,488,2,16,0,0,2,0,0,2
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 8,Congressional - District 5,State Senate - District 5,Assembly - District 13,382,311,1,3,0,0,0,0,0,0
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA WARD 9,Congressional - District 5,State Senate - District 5,Assembly - District 13,777,630,2,8,0,0,6,0,0,3
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 1,Congressional - District 5,State Senate - District 3,Assembly - District 7,436,569,3,15,0,0,3,0,0,2
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 10,Congressional - District 5,State Senate - District 3,Assembly - District 7,547,661,3,13,0,0,2,0,0,2
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 11,Congressional - District 5,State Senate - District 5,Assembly - District 13,782,750,3,12,0,0,3,0,0,2
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 12,Congressional - District 5,State Senate - District 5,Assembly - District 13,702,626,3,15,0,0,1,0,0,3
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 13,Congressional - District 5,State Senate - District 5,Assembly - District 15,923,865,6,15,0,0,2,0,0,1
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 14,Congressional - District 5,State Senate - District 5,Assembly - District 15,442,582,3,11,1,0,6,0,0,0
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 15,Congressional - District 5,State Senate - District 5,Assembly - District 15,498,505,3,9,0,0,3,0,0,3
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 16,Congressional - District 5,State Senate - District 5,Assembly - District 15,489,495,0,6,0,1,1,0,0,0
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 17,Congressional - District 5,State Senate - District 5,Assembly - District 15,775,740,3,7,0,0,3,0,0,3
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 18,Congressional - District 5,State Senate - District 5,Assembly - District 15,826,774,3,15,0,0,3,0,0,4
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 19,Congressional - District 5,State Senate - District 5,Assembly - District 15,784,691,5,15,2,1,5,0,0,1
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 2,Congressional - District 5,State Senate - District 3,Assembly - District 7,465,793,3,9,1,1,1,0,0,4
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 20,Congressional - District 5,State Senate - District 3,Assembly - District 7,494,558,2,2,0,0,3,0,0,2
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 21,Congressional - District 5,State Senate - District 5,Assembly - District 15,616,741,1,8,0,0,1,0,0,2
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 22,Congressional - District 5,State Senate - District 5,Assembly - District 15,527,586,1,6,1,0,5,0,0,4
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 23,Congressional - District 5,State Senate - District 5,Assembly - District 15,796,705,1,7,0,0,5,0,0,0
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 24,Congressional - District 5,State Senate - District 5,Assembly - District 15,397,612,0,10,0,0,3,0,0,1
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 25,Congressional - District 5,State Senate - District 5,Assembly - District 15,748,604,0,5,0,1,7,0,0,0
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 3,Congressional - District 5,State Senate - District 3,Assembly - District 7,312,567,2,9,0,0,5,0,0,3
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 4,Congressional - District 5,State Senate - District 3,Assembly - District 7,644,774,2,7,0,1,6,0,0,3
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 5,Congressional - District 5,State Senate - District 3,Assembly - District 7,465,584,2,10,0,0,3,0,0,1
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 6,Congressional - District 5,State Senate - District 5,Assembly - District 13,480,539,3,6,0,0,2,0,0,0
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 7,Congressional - District 5,State Senate - District 5,Assembly - District 15,536,669,5,14,1,1,2,0,0,0
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 8,Congressional - District 5,State Senate - District 5,Assembly - District 15,414,625,5,4,1,0,4,0,0,2
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 9,Congressional - District 5,State Senate - District 5,Assembly - District 15,696,682,2,13,0,1,2,0,0,7
MILWAUKEE ,VILLAGE OF BAYSIDE,VILLAGE OF BAYSIDE Ward 5,Congressional - District 4,State Senate - District 8,Assembly - District 23,314,333,0,2,0,0,0,0,0,1
MILWAUKEE ,VILLAGE OF BAYSIDE,VILLAGE OF BAYSIDE Wards 1 & 3,Congressional - District 4,State Senate - District 8,Assembly - District 23,425,573,0,9,0,0,2,0,0,0
MILWAUKEE ,VILLAGE OF BAYSIDE,VILLAGE OF BAYSIDE Wards 1s & 3s,Congressional - District 6,State Senate - District 8,Assembly - District 23,22,29,0,1,0,0,0,0,0,0
MILWAUKEE ,VILLAGE OF BAYSIDE,VILLAGE OF BAYSIDE Wards 2 & 4,Congressional - District 4,State Senate - District 8,Assembly - District 23,497,627,0,5,0,0,2,0,0,1
MILWAUKEE ,VILLAGE OF BROWN DEER,VILLAGE OF BROWN DEER Wards 1 - 2,Congressional - District 4,State Senate - District 8,Assembly - District 24,750,1723,7,10,0,0,5,0,0,7
MILWAUKEE ,VILLAGE OF BROWN DEER,VILLAGE OF BROWN DEER Wards 3 - 4,Congressional - District 4,State Senate - District 8,Assembly - District 24,989,1436,4,15,0,2,4,0,0,6
MILWAUKEE ,VILLAGE OF BROWN DEER,VILLAGE OF BROWN DEER Wards 5 - 6,Congressional - District 4,State Senate - District 8,Assembly - District 24,882,1496,4,14,0,1,9,0,0,2
MILWAUKEE ,VILLAGE OF FOX POINT,VILLAGE OF FOX POINT WARDS 1-4,Congressional - District 4,State Senate - District 8,Assembly - District 23,1084,998,1,12,0,0,0,0,0,1
MILWAUKEE ,VILLAGE OF FOX POINT,VILLAGE OF FOX POINT WARDS 5-9,Congressional - District 4,State Senate - District 8,Assembly - District 23,1064,1428,0,12,1,1,6,0,0,2
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE WARDS 1-2,Congressional - District 1,State Senate - District 28,Assembly - District 82,1079,599,0,7,0,0,0,0,0,0
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE WARDS 3-4,Congressional - District 1,State Senate - District 28,Assembly - District 82,1001,1002,4,12,1,0,5,0,0,5
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE WARDS 5-6,Congressional - District 1,State Senate - District 28,Assembly - District 82,938,745,1,14,0,0,3,0,0,3
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE WARDS 7-8,Congressional - District 1,State Senate - District 28,Assembly - District 82,941,813,3,9,0,0,3,0,0,2
MILWAUKEE ,VILLAGE OF GREENDALE,VILLAGE OF GREENDALE WARDS 9-10,Congressional - District 1,State Senate - District 28,Assembly - District 82,1070,837,2,5,1,0,3,0,0,2
MILWAUKEE ,VILLAGE OF HALES CORNERS,VILLAGE OF HALES CORNERS WARDS 1-3,Congressional - District 1,State Senate - District 28,Assembly - District 83,1011,623,6,8,0,0,4,0,0,3
MILWAUKEE ,VILLAGE OF HALES CORNERS,VILLAGE OF HALES CORNERS WARDS 4-6,Congressional - District 1,State Senate - District 28,Assembly - District 83,983,631,2,11,0,0,7,0,0,3
MILWAUKEE ,VILLAGE OF HALES CORNERS,VILLAGE OF HALES CORNERS WARDS 7-9,Congressional - District 1,State Senate - District 28,Assembly - District 83,805,608,0,9,0,0,3,0,0,1
MILWAUKEE ,VILLAGE OF RIVER HILLS,VILLAGE OF RIVER HILLS Wards 1-3,Congressional - District 6,State Senate - District 8,Assembly - District 24,678,493,0,5,0,0,2,0,0,3
MILWAUKEE ,VILLAGE OF SHOREWOOD,VILLAGE OF SHOREWOOD WARDS 1 - 4,Congressional - District 4,State Senate - District 4,Assembly - District 10,933,2418,2,24,0,2,14,0,0,8
MILWAUKEE ,VILLAGE OF SHOREWOOD,VILLAGE OF SHOREWOOD WARDS 5 - 8,Congressional - District 4,State Senate - District 4,Assembly - District 10,768,1999,1,17,0,0,10,0,0,2
MILWAUKEE ,VILLAGE OF SHOREWOOD,VILLAGE OF SHOREWOOD WARDS 9 - 12,Congressional - District 4,State Senate - District 4,Assembly - District 10,679,1903,2,25,2,1,8,0,0,6
MILWAUKEE ,VILLAGE OF WEST MILWAUKEE,"VILLAGE OF WEST MILWAUKEE WARDS - 1, 2 & 5",Congressional - District 4,State Senate - District 3,Assembly - District 7,276,540,2,5,0,0,0,0,0,5
MILWAUKEE ,VILLAGE OF WEST MILWAUKEE,"VILLAGE OF WEST MILWAUKEE WARDS - 3, 4 & 6",Congressional - District 4,State Senate - District 3,Assembly - District 7,341,564,3,8,1,0,1,0,0,0
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Ward 12,Congressional - District 4,State Senate - District 8,Assembly - District 23,423,518,0,2,0,0,3,0,0,2
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Ward 7,Congressional - District 4,State Senate - District 8,Assembly - District 23,323,456,2,8,0,0,0,0,0,3
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 1 - 2,Congressional - District 4,State Senate - District 8,Assembly - District 23,869,645,1,6,0,0,2,0,0,0
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 3 - 4,Congressional - District 4,State Senate - District 8,Assembly - District 23,657,636,0,6,1,0,1,0,0,0
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 5 - 6,Congressional - District 4,State Senate - District 8,Assembly - District 23,753,747,0,8,0,0,3,0,0,0
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 8 - 10,Congressional - District 4,State Senate - District 8,Assembly - District 23,787,951,2,10,0,0,2,0,0,1
MILWAUKEE ,VILLAGE OF WHITEFISH BAY,VILLAGE OF WHITEFISH BAY Wards 9 - 11,Congressional - District 4,State Senate - District 8,Assembly - District 23,589,865,1,8,0,1,5,0,0,6
MONROE ,CITY OF SPARTA,CITY OF SPARTA WARDS 13-18,Congressional - District 3,State Senate - District 24,Assembly - District 70,437,605,3,9,0,0,5,0,0,4
MONROE ,CITY OF SPARTA,CITY OF SPARTA WARDS 1-6,Congressional - District 3,State Senate - District 24,Assembly - District 70,656,724,2,21,0,0,2,0,0,3
MONROE ,CITY OF SPARTA,CITY OF SPARTA WARDS 7-12,Congressional - District 3,State Senate - District 24,Assembly - District 70,560,767,4,6,0,2,3,0,0,2
MONROE ,CITY OF TOMAH,CITY OF TOMAH WARD 17,Congressional - District 3,State Senate - District 32,Assembly - District 96,0,0,0,0,0,0,0,0,0,0
MONROE ,CITY OF TOMAH,CITY OF TOMAH WARD 5A,Congressional - District 7,State Senate - District 24,Assembly - District 70,0,0,0,0,0,0,0,0,0,0
MONROE ,CITY OF TOMAH,CITY OF TOMAH WARDS 12-16,Congressional - District 3,State Senate - District 24,Assembly - District 70,597,680,6,11,0,0,9,1,1,5
MONROE ,CITY OF TOMAH,CITY OF TOMAH WARDS 1-6,Congressional - District 3,State Senate - District 24,Assembly - District 70,489,631,7,8,1,0,8,0,0,2
MONROE ,CITY OF TOMAH,CITY OF TOMAH WARDS 7-11,Congressional - District 3,State Senate - District 24,Assembly - District 70,666,686,5,7,0,2,8,0,0,7
MONROE ,TOWN OF ADRIAN,TOWN OF ADRIAN WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,244,163,0,1,0,1,1,0,0,0
MONROE ,TOWN OF ANGELO,TOWN OF ANGELO WARDS 1 - 3,Congressional - District 3,State Senate - District 32,Assembly - District 96,326,252,3,4,0,1,1,0,0,0
MONROE ,TOWN OF BYRON,TOWN OF BYRON WARD 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,291,281,0,1,0,0,2,0,3,3
MONROE ,TOWN OF CLIFTON,TOWN OF CLIFTON WARD 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,106,114,1,1,1,0,0,0,0,1
MONROE ,TOWN OF GLENDALE,TOWN OF GLENDALE WARD 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,183,125,2,4,0,0,2,0,0,0
MONROE ,TOWN OF GRANT,TOWN OF GRANT WARD 1,Congressional - District 3,State Senate - District 24,Assembly - District 70,149,70,1,1,0,0,1,0,0,0
MONROE ,TOWN OF GREENFIELD,TOWN OF GREENFIELD WARDS 1 & 2,Congressional - District 3,State Senate - District 24,Assembly - District 70,230,157,0,3,0,0,0,0,0,0
MONROE ,TOWN OF JEFFERSON,TOWN OF JEFFERSON WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,128,146,0,1,0,0,0,0,0,0
MONROE ,TOWN OF LA GRANGE,"TOWN OF LA GRANGE WARD 1 A, 2 A, 3 A",Congressional - District 7,State Senate - District 24,Assembly - District 70,527,440,3,4,0,1,1,0,0,0
MONROE ,TOWN OF LA GRANGE,"TOWN OF LA GRANGE WARD 1 B, 2 B, 3 B",Congressional - District 3,State Senate - District 24,Assembly - District 70,45,22,0,1,0,0,0,0,0,0
MONROE ,TOWN OF LAFAYETTE,TOWN OF LAFAYETTE WARDS 1 & 2,Congressional - District 3,State Senate - District 24,Assembly - District 70,92,63,0,0,0,0,1,0,0,2
MONROE ,TOWN OF LEON,TOWN OF LEON WARDS 1 & 2,Congressional - District 3,State Senate - District 32,Assembly - District 96,342,243,1,2,0,0,0,0,0,1
MONROE ,TOWN OF LINCOLN,TOWN OF LINCOLN WARD 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,291,136,1,3,0,0,0,0,0,1
MONROE ,TOWN OF LITTLE FALLS,TOWN OF LITTLE FALLS WARDS 1 & 2,Congressional - District 3,State Senate - District 24,Assembly - District 70,319,367,0,3,0,0,1,0,0,3
MONROE ,TOWN OF NEW LYME,TOWN OF NEW LYME WARD 1,Congressional - District 3,State Senate - District 24,Assembly - District 70,48,41,0,1,0,0,0,0,0,0
MONROE ,TOWN OF OAKDALE,TOWN OF OAKDALE WARD 1,Congressional - District 3,State Senate - District 24,Assembly - District 70,189,152,0,2,0,0,0,0,0,1
MONROE ,TOWN OF PORTLAND,TOWN OF PORTLAND WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,181,189,0,3,0,0,0,0,0,3
MONROE ,TOWN OF RIDGEVILLE,TOWN OF RIDGEVILLE WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,122,130,0,0,0,0,0,0,0,0
MONROE ,TOWN OF SCOTT,TOWN OF SCOTT WARD 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,43,13,0,0,0,0,0,0,0,0
MONROE ,TOWN OF SHELDON,TOWN OF SHELDON WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,147,75,0,2,0,0,0,0,0,0
MONROE ,TOWN OF SPARTA,TOWN OF SPARTA WARDS 1 - 6,Congressional - District 3,State Senate - District 24,Assembly - District 70,814,745,5,6,1,1,4,0,0,2
MONROE ,TOWN OF TOMAH,TOWN OF TOMAH WARDS 1 & 2,Congressional - District 3,State Senate - District 32,Assembly - District 96,413,286,1,5,0,0,0,0,0,0
MONROE ,TOWN OF WELLINGTON,TOWN OF WELLINGTON WARDS 1 & 2,Congressional - District 3,State Senate - District 32,Assembly - District 96,115,145,0,4,0,0,0,0,0,1
MONROE ,TOWN OF WELLS,TOWN OF WELLS WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,137,138,0,0,0,0,1,0,0,0
MONROE ,TOWN OF WILTON,TOWN OF WILTON WARDS 1 - 5,Congressional - District 3,State Senate - District 32,Assembly - District 96,120,120,0,3,0,0,2,0,0,0
MONROE ,VILLAGE OF CASHTON,VILLAGE OF CASHTON WARDS 1 & 2,Congressional - District 3,State Senate - District 32,Assembly - District 96,183,278,0,5,1,0,2,0,0,0
MONROE ,VILLAGE OF KENDALL,VILLAGE OF KENDALL WARD 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,65,124,0,4,0,0,0,0,0,0
MONROE ,VILLAGE OF MELVINA,VILLAGE OF MELVINA WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,13,18,0,0,0,0,0,0,0,0
MONROE ,VILLAGE OF NORWALK,VILLAGE OF NORWALK WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,97,114,0,0,2,0,0,0,0,0
MONROE ,VILLAGE OF OAKDALE,VILLAGE OF OAKDALE WARD 1,Congressional - District 3,State Senate - District 24,Assembly - District 70,58,54,0,0,0,0,0,0,0,0
MONROE ,VILLAGE OF WARRENS,VILLAGE OF WARRENS WARD 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,127,71,1,5,0,0,0,0,0,0
MONROE ,VILLAGE OF WILTON,VILLAGE OF WILTON WARD 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,95,125,0,1,0,0,0,0,0,0
MONROE ,VILLAGE OF WYEVILLE,VILLAGE OF WYEVILLE WARD 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,30,25,1,0,0,0,1,0,0,1
OCONTO ,CITY OF GILLETT,CITY OF GILLETT WARDS 1-3,Congressional - District 8,State Senate - District 12,Assembly - District 36,308,282,1,0,0,0,1,0,0,2
OCONTO ,CITY OF OCONTO,CITY OF OCONTO WARDS 1-7,Congressional - District 8,State Senate - District 30,Assembly - District 89,813,1130,3,13,0,0,4,1,0,4
OCONTO ,CITY OF OCONTO FALLS,CITY OF OCONTO FALLS WARDS 1-5,Congressional - District 8,State Senate - District 12,Assembly - District 36,628,585,0,6,2,0,9,0,0,2
OCONTO ,TOWN OF ABRAMS,TOWN OF ABRAMS Wards 1-3,Congressional - District 8,State Senate - District 30,Assembly - District 89,594,443,1,9,1,0,3,0,0,1
OCONTO ,TOWN OF BAGLEY,TOWN OF BAGLEY Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,91,70,0,3,0,0,0,0,0,0
OCONTO ,TOWN OF BRAZEAU,TOWN OF BRAZEAU Wards 1-3,Congressional - District 8,State Senate - District 12,Assembly - District 36,447,332,1,5,0,0,0,0,0,2
OCONTO ,TOWN OF BREED,TOWN OF BREED Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,224,140,5,4,0,0,1,0,0,1
OCONTO ,TOWN OF CHASE,TOWN OF CHASE Wards 1-5,Congressional - District 8,State Senate - District 12,Assembly - District 36,893,672,5,11,1,0,2,0,0,4
OCONTO ,TOWN OF DOTY,TOWN OF DOTY WARD 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,128,69,0,0,0,0,0,0,0,0
OCONTO ,TOWN OF GILLETT,TOWN OF GILLETT Wards 1 & 2,Congressional - District 8,State Senate - District 12,Assembly - District 36,381,170,0,6,0,1,0,0,0,0
OCONTO ,TOWN OF HOW,TOWN OF HOW Wards 1&2,Congressional - District 8,State Senate - District 12,Assembly - District 36,206,110,0,7,0,0,2,0,0,1
OCONTO ,TOWN OF LAKEWOOD,TOWN OF LAKEWOOD Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,324,239,1,2,1,0,3,0,0,0
OCONTO ,TOWN OF LENA,TOWN OF LENA Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,198,168,1,1,0,0,1,0,0,0
OCONTO ,TOWN OF LITTLE RIVER,TOWN OF LITTLE RIVER Wards 1&2,Congressional - District 8,State Senate - District 30,Assembly - District 89,271,284,0,5,0,0,0,0,0,1
OCONTO ,TOWN OF LITTLE SUAMICO,TOWN OF LITTLE SUAMICO Wards 1-8,Congressional - District 8,State Senate - District 30,Assembly - District 89,1511,1027,4,17,0,0,3,0,0,2
OCONTO ,TOWN OF MAPLE VALLEY,TOWN OF MAPLE VALLEY Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,233,145,1,3,1,0,0,0,0,0
OCONTO ,TOWN OF MORGAN,TOWN OF MORGAN Wards 1&2,Congressional - District 8,State Senate - District 12,Assembly - District 36,328,230,1,6,0,0,2,0,0,0
OCONTO ,TOWN OF MOUNTAIN,TOWN OF MOUNTAIN Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,285,261,0,3,0,0,2,0,0,0
OCONTO ,TOWN OF OCONTO,TOWN OF OCONTO Wards 1-3,Congressional - District 8,State Senate - District 30,Assembly - District 89,382,355,1,0,0,0,1,0,0,1
OCONTO ,TOWN OF OCONTO FALLS,TOWN OF OCONTO FALLS Wards 1&2,Congressional - District 8,State Senate - District 12,Assembly - District 36,388,266,2,5,0,0,4,0,0,1
