OBJECTID,GEOID,B03001e1,B03001m1,B03001e2,B03001m2,B03001e3,B03001m3,B03001e4,B03001m4,B03001e5,B03001m5,B03001e6,B03001m6,B03001e7,B03001m7,B03001e8,B03001m8,B03001e9,B03001m9,B03001e10,B03001m10,B03001e11,B03001m11,B03001e12,B03001m12,B03001e13,B03001m13,B03001e14,B03001m14,B03001e15,B03001m15,B03001e16,B03001m16,B03001e17,B03001m17,B03001e18,B03001m18,B03001e19,B03001m19,B03001e20,B03001m20,B03001e21,B03001m21,B03001e22,B03001m22,B03001e23,B03001m23,B03001e24,B03001m24,B03001e25,B03001m25,B03001e26,B03001m26,B03001e27,B03001m27,B03001e28,B03001m28,B03001e29,B03001m29,B03001e30,B03001m30,B03001e31,B03001m31,B03002e1,B03002m1,B03002e2,B03002m2,B03002e3,B03002m3,B03002e4,B03002m4,B03002e5,B03002m5,B03002e6,B03002m6,B03002e7,B03002m7,B03002e8,B03002m8,B03002e9,B03002m9,B03002e10,B03002m10,B03002e11,B03002m11,B03002e12,B03002m12,B03002e13,B03002m13,B03002e14,B03002m14,B03002e15,B03002m15,B03002e16,B03002m16,B03002e17,B03002m17,B03002e18,B03002m18,B03002e19,B03002m19,B03002e20,B03002m20,B03002e21,B03002m21,B03003e1,B03003m1,B03003e2,B03003m2,B03003e3,B03003m3
1069,06000US5507985875,4222,23,2875,262,1347,260,647,259,573,239,0,9,0,9,46,59,0,9,0,9,0,9,46,59,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,81,104,0,9,81,104,0,9,0,9,4222,23,2875,262,2071,327,542,159,25,43,166,127,0,9,0,9,71,69,0,9,71,69,1347,260,1007,311,0,9,0,9,0,9,0,9,314,270,26,40,0,9,26,40,4222,23,2875,262,1347,260
1070,06000US5507986700,14122,45,13784,163,338,162,157,91,33,37,0,14,0,14,7,12,0,14,7,12,0,14,0,14,0,14,0,14,0,14,102,90,35,41,0,14,0,14,67,78,0,14,0,14,0,14,0,14,0,14,0,14,39,48,30,45,0,14,0,14,9,14,14122,45,13784,163,12529,373,200,199,39,40,663,189,0,14,63,59,290,166,0,14,290,166,338,162,275,140,0,14,0,14,20,22,0,14,33,31,10,15,10,15,0,14,14122,45,13784,163,338,162
1071,06000US5508100475,702,78,691,78,11,11,8,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,6,0,9,3,6,0,9,0,9,702,78,691,78,684,77,0,9,0,9,3,4,0,9,0,9,4,6,0,9,4,6,11,11,8,8,0,9,0,9,0,9,0,9,0,9,3,4,0,9,3,4,702,78,691,78,11,11
1072,06000US5508102025,1100,131,1035,128,65,56,56,54,6,9,0,9,0,9,3,5,0,9,0,9,0,9,0,9,0,9,3,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1100,131,1035,128,1018,131,0,9,6,12,11,16,0,9,0,9,0,9,0,9,0,9,65,56,31,40,0,9,0,9,20,27,0,9,6,9,8,12,8,12,0,9,1100,131,1035,128,65,56
1073,06000US5508111625,1316,135,1267,132,49,27,28,19,0,9,14,17,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,7,9,0,9,7,9,0,9,0,9,1316,135,1267,132,1062,118,0,9,155,65,23,23,0,9,0,9,27,22,0,9,27,22,49,27,9,13,0,9,16,15,0,9,0,9,14,12,10,11,10,11,0,9,1316,135,1267,132,49,27
1074,06000US5508112950,992,141,951,142,41,26,37,23,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,992,141,951,142,864,112,82,64,0,9,0,9,0,9,0,9,5,7,0,9,5,7,41,26,28,23,0,9,0,9,0,9,0,9,13,16,0,9,0,9,0,9,992,141,951,142,41,26
1075,06000US5508115550,631,179,631,179,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,631,179,631,179,624,179,0,9,5,6,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,631,179,631,179,0,9
1076,06000US5508129450,666,94,666,94,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,666,94,666,94,634,90,0,9,0,9,0,9,0,9,0,9,32,42,0,9,32,42,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,666,94,666,94,0,9
1077,06000US5508130325,463,76,452,73,11,12,0,9,11,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,463,76,452,73,444,73,0,9,0,9,0,9,0,9,0,9,8,9,0,9,8,9,11,12,3,8,0,9,3,4,0,9,0,9,5,7,0,9,0,9,0,9,463,76,452,73,11,12
1078,06000US5508131225,936,183,924,174,12,16,11,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,3,0,9,1,3,0,9,0,9,936,183,924,174,867,169,7,12,2,5,11,14,0,9,0,9,37,27,0,9,37,27,12,16,2,5,0,9,0,9,0,9,0,9,10,14,0,9,0,9,0,9,936,183,924,174,12,16
1079,06000US5508137950,692,141,678,139,14,20,2,4,12,19,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,692,141,678,139,678,139,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,14,20,14,20,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,692,141,678,139,14,20
1080,06000US5508139150,515,92,510,92,5,5,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5,0,9,0,9,0,9,4,5,515,92,510,92,498,92,0,9,3,4,2,3,0,9,0,9,7,10,0,9,7,10,5,5,5,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,515,92,510,92,5,5
1081,06000US5508140925,377,131,367,129,10,19,5,24,3,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2,6,0,9,1,3,0,9,1,3,377,131,367,129,342,75,17,69,0,9,4,25,0,9,0,9,4,11,0,9,4,11,10,19,7,15,1,3,0,9,0,9,0,9,2,28,0,9,0,9,0,9,377,131,367,129,10,19
1082,06000US5508141000,2168,219,2142,218,26,19,11,11,15,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,2168,219,2142,218,1999,208,25,25,71,44,13,15,0,9,0,9,34,32,0,9,34,32,26,19,8,8,0,9,0,9,0,9,0,9,6,8,12,14,0,9,12,14,2168,219,2142,218,26,19
1083,06000US5508143475,1104,124,1080,123,24,18,9,11,0,9,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,13,15,0,9,0,9,0,9,13,15,1104,124,1080,123,1054,123,0,9,0,9,6,8,0,9,0,9,20,17,3,4,17,16,24,18,15,15,0,9,0,9,0,9,0,9,1,4,8,10,0,9,8,10,1104,124,1080,123,24,18
1084,06000US5508144450,945,157,945,157,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,945,157,945,157,908,151,12,16,5,6,4,5,0,9,0,9,16,19,0,9,16,19,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,945,157,945,157,0,9
1085,06000US5508144975,1660,188,1619,174,41,40,13,18,23,37,2,4,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,5,0,9,0,9,0,9,3,5,1660,188,1619,174,1544,169,0,9,0,9,75,66,0,9,0,9,0,9,0,9,0,9,41,40,18,19,0,9,0,9,0,9,0,9,7,11,16,26,16,26,0,9,1660,188,1619,174,41,40
1086,06000US5508150800,57,21,57,21,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,57,21,57,21,50,17,0,9,0,9,0,9,0,9,0,9,7,11,0,9,7,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,57,21,57,21,0,9
1087,06000US5508156950,184,53,184,53,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,184,53,184,53,184,53,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,184,53,184,53,0,9
1088,06000US5508158575,656,103,323,65,333,101,319,100,9,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,7,0,9,0,9,0,9,5,7,656,103,323,65,303,57,0,9,12,19,4,5,0,9,0,9,4,5,0,9,4,5,333,101,114,63,0,9,0,9,0,9,0,9,210,93,9,14,9,14,0,9,656,103,323,65,333,101
1089,06000US5508158850,272,61,270,61,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,272,61,270,61,263,61,0,9,0,9,3,5,0,9,0,9,4,5,0,9,4,5,2,3,1,2,0,9,1,2,0,9,0,9,0,9,0,9,0,9,0,9,272,61,270,61,2,3
1090,06000US5508158875,952,199,952,199,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,952,199,952,199,918,193,26,29,3,5,0,9,0,9,0,9,5,6,0,9,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,952,199,952,199,0,9
1091,06000US5508160075,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1092,06000US5508164425,717,110,712,110,5,6,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,717,110,712,110,700,109,3,6,5,7,0,9,0,9,0,9,4,5,0,9,4,5,5,6,5,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,717,110,712,110,5,6
1093,06000US5508167850,538,100,516,95,22,24,3,4,0,9,14,22,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,8,0,9,0,9,0,9,0,9,0,9,0,9,5,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,538,100,516,95,484,83,1,5,0,9,0,9,0,9,0,9,31,45,0,9,31,45,22,24,17,22,0,9,0,9,0,9,0,9,1,2,4,6,4,6,0,9,538,100,516,95,22,24
1094,06000US5508168900,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1095,06000US5508172325,104,30,104,30,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,104,30,104,30,104,30,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,104,30,104,30,0,9
1096,06000US5508173150,588,105,574,103,14,15,13,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,588,105,574,103,572,103,0,9,0,9,2,3,0,9,0,9,0,9,0,9,0,9,14,15,12,12,0,9,0,9,0,9,0,9,2,3,0,9,0,9,0,9,588,105,574,103,14,15
1097,06000US5508175325,9638,29,8780,210,858,208,695,216,21,25,0,12,0,12,4,8,0,12,4,8,0,12,0,12,0,12,0,12,0,12,52,52,0,12,0,12,0,12,0,12,44,53,0,12,8,13,0,12,0,12,0,12,86,83,6,13,0,12,0,12,80,83,9638,29,8780,210,8365,268,33,38,66,56,44,51,0,12,0,12,272,125,0,12,272,125,858,208,695,229,0,12,6,13,0,12,0,12,103,98,54,59,54,59,0,12,9638,29,8780,210,858,208
1098,06000US5508175350,3165,48,3144,48,21,17,18,16,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,6,3,6,0,9,0,9,0,9,3165,48,3144,48,3096,59,18,22,0,9,10,12,0,9,0,9,20,21,0,9,20,21,21,17,16,16,0,9,0,9,0,9,0,9,0,9,5,7,5,7,0,9,3165,48,3144,48,21,17
1099,06000US5508180075,9326,27,9208,92,118,87,90,83,0,12,0,12,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,9,10,2,4,0,12,0,12,7,11,9326,27,9208,92,8640,181,206,106,23,19,78,43,0,12,0,12,261,102,21,32,240,102,118,87,70,71,0,12,0,12,0,12,0,12,25,28,23,31,23,31,0,12,9326,27,9208,92,118,87
1100,06000US5508180100,1491,183,1477,182,14,14,0,9,0,9,4,5,0,9,10,13,0,9,0,9,0,9,0,9,10,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1491,183,1477,182,1449,181,0,9,8,9,2,4,0,9,0,9,18,15,0,9,18,15,14,14,14,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1491,183,1477,182,14,14
1101,06000US5508183450,435,103,434,102,1,2,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,435,103,434,102,369,87,20,26,28,26,2,3,0,9,0,9,15,13,4,5,11,12,1,2,1,2,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,435,103,434,102,1,2
1102,06000US5508185125,526,70,496,51,30,43,0,9,30,43,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,526,70,496,51,479,51,0,9,0,9,4,5,0,9,0,9,13,18,0,9,13,18,30,43,1,3,0,9,0,9,0,9,0,9,29,43,0,9,0,9,0,9,526,70,496,51,30,43
1103,06000US5508185150,479,82,479,82,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,479,82,479,82,479,82,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,479,82,479,82,0,9
1104,06000US5508187525,578,128,517,110,61,77,53,77,0,9,8,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,578,128,517,110,510,112,0,9,0,9,0,9,0,9,0,9,7,8,0,9,7,8,61,77,9,8,0,9,0,9,0,9,0,9,50,76,2,4,0,9,2,4,578,128,517,110,61,77
1105,06000US5508187550,1152,233,1145,234,7,10,7,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1152,233,1145,234,1138,233,0,9,7,9,0,9,0,9,0,9,0,9,0,9,0,9,7,10,0,9,0,9,0,9,0,9,0,9,7,10,0,9,0,9,0,9,1152,233,1145,234,7,10
1106,06000US5508189275,149,55,149,55,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,149,55,149,55,147,55,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,149,55,149,55,0,9
1107,06000US5508300000,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1108,06000US5508300175,1951,172,1925,174,26,19,17,14,0,9,0,9,0,9,4,6,0,9,0,9,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,5,8,0,9,0,9,0,9,5,8,1951,172,1925,174,1898,174,0,9,4,7,8,8,0,9,0,9,15,14,2,2,13,14,26,19,13,11,0,9,0,9,0,9,0,9,13,13,0,9,0,9,0,9,1951,172,1925,174,26,19
1109,06000US5508304275,325,67,325,67,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,325,67,325,67,318,68,0,9,2,3,3,5,0,9,0,9,2,6,0,9,2,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,325,67,325,67,0,9
1110,06000US5508309375,1272,124,1183,117,89,78,89,78,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1272,124,1183,117,1155,113,6,8,4,5,0,9,0,9,0,9,18,21,3,4,15,21,89,78,56,75,8,10,0,9,0,9,0,9,25,25,0,9,0,9,0,9,1272,124,1183,117,89,78
1111,06000US5508309425,630,78,630,78,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,630,78,630,78,628,78,0,9,0,9,0,9,0,9,0,9,2,3,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,630,78,630,78,0,9
1112,06000US5508314125,3012,38,2966,68,46,58,42,58,0,9,0,9,0,9,4,6,0,9,0,9,0,9,0,9,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3012,38,2966,68,2941,73,7,12,4,7,4,8,0,9,0,9,10,11,0,9,10,11,46,58,46,58,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3012,38,2966,68,46,58
1113,06000US5508320475,275,39,275,39,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,275,39,275,39,273,40,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,275,39,275,39,0,9
1114,06000US5508329050,1340,158,1225,141,115,66,96,63,0,9,0,9,0,9,19,25,0,9,0,9,16,24,1,4,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1340,158,1225,141,1156,142,0,9,45,34,0,9,0,9,0,9,24,17,0,9,24,17,115,66,27,28,7,10,0,9,0,9,0,9,79,70,2,3,0,9,2,3,1340,158,1225,141,115,66
1115,06000US5508329075,948,104,948,104,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,948,104,948,104,909,103,0,9,16,17,0,9,0,9,0,9,23,22,0,9,23,22,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,948,104,948,104,0,9
1116,06000US5508335925,625,90,616,90,9,13,9,13,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,625,90,616,90,561,87,0,9,25,19,14,17,0,9,0,9,16,23,0,9,16,23,9,13,0,9,0,9,0,9,0,9,0,9,9,13,0,9,0,9,0,9,625,90,616,90,9,13
1117,06000US5508342075,801,116,799,115,2,3,0,9,0,9,0,9,0,9,2,3,0,9,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,801,116,799,115,768,105,0,9,28,28,3,6,0,9,0,9,0,9,0,9,0,9,2,3,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,801,116,799,115,2,3
1118,06000US5508343325,534,91,529,90,5,7,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,534,91,529,90,481,83,0,9,7,9,0,9,0,9,0,9,41,39,0,9,41,39,5,7,5,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,534,91,529,90,5,7
1119,06000US5508343350,718,97,705,99,13,15,10,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,3,4,0,9,0,9,0,9,3,4,718,97,705,99,695,100,0,9,0,9,7,10,0,9,0,9,3,4,0,9,3,4,13,15,0,9,3,4,0,9,0,9,0,9,10,15,0,9,0,9,0,9,718,97,705,99,13,15
1120,06000US5508345175,1059,176,1050,178,9,10,9,10,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,1059,176,1050,178,1006,183,12,16,7,7,0,9,0,9,0,9,25,28,12,18,13,21,9,10,3,5,0,9,0,9,0,9,0,9,6,8,0,9,0,9,0,9,1059,176,1050,178,9,10
1121,06000US5508345275,4793,19,4763,45,30,38,0,9,0,9,21,26,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,9,12,0,9,0,9,9,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4793,19,4763,45,4644,80,0,9,75,57,16,23,0,9,0,9,28,32,0,9,28,32,30,38,30,38,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4793,19,4763,45,30,38
1122,06000US5508349000,665,104,662,105,3,7,3,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,665,104,662,105,620,100,0,9,14,13,0,9,0,9,0,9,28,32,0,9,28,32,3,7,3,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,665,104,662,105,3,7
1123,06000US5508354200,886,112,882,111,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,886,112,882,111,869,108,0,9,0,9,2,4,0,9,0,9,11,17,0,9,11,17,4,6,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,886,112,882,111,4,6
1124,06000US5508354630,872,119,865,119,7,7,5,6,2,3,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,872,119,865,119,764,101,4,5,32,22,5,7,0,9,0,9,60,33,0,9,60,33,7,7,6,7,0,9,0,9,0,9,0,9,0,9,1,2,0,9,1,2,872,119,865,119,7,7
1125,06000US5508359350,4492,21,4439,46,53,38,29,24,0,9,0,9,0,9,8,11,0,9,0,9,8,11,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,16,22,0,9,0,9,0,9,16,22,4492,21,4439,46,4320,72,34,28,10,14,22,28,0,9,0,9,53,40,0,9,53,40,53,38,46,35,0,9,0,9,0,9,0,9,7,10,0,9,0,9,0,9,4492,21,4439,46,53,38
