"","county","municipality","muni_county","reporting_unit_orig","reporting_unit","democrat_votes.rec","democrat_votes.perc","other_votes.rec","other_votes.perc","republican_votes.rec","republican_votes.perc","votes.tot"
"19","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 10 OUTAGAMIE","CITY-OF-APPLETON-WARD-10-OUTAGAMIE",358,54.8238897396631,10,1.53139356814701,285,43.6447166921899,653
"20","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 11 OUTAGAMIE","CITY-OF-APPLETON-WARD-11-OUTAGAMIE",269,50.8506616257089,6,1.13421550094518,254,48.0151228733459,529
"21","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 12 CALUMET","CITY-OF-APPLETON-WARD-12-CALUMET",86,55.4838709677419,1,0.645161290322581,68,43.8709677419355,155
"22","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 13 CALUMET","CITY-OF-APPLETON-WARD-13-CALUMET",599,58.4390243902439,8,0.780487804878049,418,40.780487804878,1025
"23","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 14 CALUMET","CITY-OF-APPLETON-WARD-14-CALUMET",364,46.4878671775224,14,1.78799489144317,405,51.7241379310345,783
"24","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 15 OUTAGAMIE","CITY-OF-APPLETON-WARD-15-OUTAGAMIE",395,46.6903073286052,14,1.6548463356974,437,51.6548463356974,846
"25","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 16 OUTAGAMIE","CITY-OF-APPLETON-WARD-16-OUTAGAMIE",384,53.4075104311544,12,1.66898470097357,323,44.923504867872,719
"26","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 17 OUTAGAMIE","CITY-OF-APPLETON-WARD-17-OUTAGAMIE",391,49.4936708860759,10,1.26582278481013,389,49.2405063291139,790
"27","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 18 OUTAGAMIE","CITY-OF-APPLETON-WARD-18-OUTAGAMIE",261,40.9733124018838,7,1.0989010989011,369,57.9277864992151,637
"28","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 19 OUTAGAMIE","CITY-OF-APPLETON-WARD-19-OUTAGAMIE",464,32.3796231681786,15,1.04675505931612,954,66.5736217725052,1433
"29","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 2 OUTAGAMIE","CITY-OF-APPLETON-WARD-2-OUTAGAMIE",851,60.8726752503577,40,2.86123032904149,507,36.2660944206009,1398
"30","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 20 OUTAGAMIE","CITY-OF-APPLETON-WARD-20-OUTAGAMIE",314,35.5203619909502,8,0.904977375565611,562,63.5746606334842,884
"31","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 21 OUTAGAMIE","CITY-OF-APPLETON-WARD-21-OUTAGAMIE",9,31.0344827586207,0,0,20,68.9655172413793,29
"32","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 22 OUTAGAMIE","CITY-OF-APPLETON-WARD-22-OUTAGAMIE",3,16.6666666666667,0,0,15,83.3333333333333,18
"33","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 23 OUTAGAMIE","CITY-OF-APPLETON-WARD-23-OUTAGAMIE",0,NA,0,NA,0,NA,0
"34","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 24 OUTAGAMIE","CITY-OF-APPLETON-WARD-24-OUTAGAMIE",253,52.7083333333333,16,3.33333333333333,211,43.9583333333333,480
"35","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 25 OUTAGAMIE","CITY-OF-APPLETON-WARD-25-OUTAGAMIE",540,57.7540106951872,31,3.31550802139037,364,38.9304812834225,935
"36","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 26 CALUMET","CITY-OF-APPLETON-WARD-26-CALUMET",636,52.6926263463132,23,1.90555095277548,548,45.4018227009113,1207
"37","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 27 OUTAGAMIE","CITY-OF-APPLETON-WARD-27-OUTAGAMIE",567,56.3058589870904,28,2.78053624627607,412,40.9136047666336,1007
"38","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 28 OUTAGAMIE","CITY-OF-APPLETON-WARD-28-OUTAGAMIE",551,55.9959349593496,26,2.64227642276423,407,41.3617886178862,984
"39","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 29 OUTAGAMIE","CITY-OF-APPLETON-WARD-29-OUTAGAMIE",719,59.4706368899917,47,3.88751033912324,443,36.641852770885,1209
