"","county","municipality","muni_county","reporting_unit_orig","reporting_unit","democrat_votes.rec","democrat_votes.perc","other_votes.rec","other_votes.perc","republican_votes.rec","republican_votes.perc","votes.tot"
"519","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 45 KENOSHA","CITY-OF-KENOSHA-WARD-45-KENOSHA",235,63.1720430107527,2,0.537634408602151,135,36.2903225806452,372
"520","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 46 KENOSHA","CITY-OF-KENOSHA-WARD-46-KENOSHA",359,79.9554565701559,6,1.33630289532294,84,18.7082405345212,449
"521","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 47 KENOSHA","CITY-OF-KENOSHA-WARD-47-KENOSHA",165,68.4647302904564,3,1.2448132780083,73,30.2904564315353,241
"522","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 48 KENOSHA","CITY-OF-KENOSHA-WARD-48-KENOSHA",279,79.7142857142857,1,0.285714285714286,70,20,350
"523","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 49 KENOSHA","CITY-OF-KENOSHA-WARD-49-KENOSHA",351,79.0540540540541,7,1.57657657657658,86,19.3693693693694,444
"524","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 50 KENOSHA","CITY-OF-KENOSHA-WARD-50-KENOSHA",414,72.6315789473684,11,1.92982456140351,145,25.4385964912281,570
"525","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 51 KENOSHA","CITY-OF-KENOSHA-WARD-51-KENOSHA",226,66.8639053254438,6,1.77514792899408,106,31.3609467455621,338
"526","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 52 KENOSHA","CITY-OF-KENOSHA-WARD-52-KENOSHA",497,71,9,1.28571428571429,194,27.7142857142857,700
"527","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 53 KENOSHA","CITY-OF-KENOSHA-WARD-53-KENOSHA",155,56.5693430656934,5,1.82481751824817,114,41.6058394160584,274
"528","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 54 KENOSHA","CITY-OF-KENOSHA-WARD-54-KENOSHA",508,59.8351001177856,6,0.706713780918728,335,39.4581861012956,849
"529","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 55 KENOSHA","CITY-OF-KENOSHA-WARD-55-KENOSHA",247,60.2439024390244,5,1.21951219512195,158,38.5365853658537,410
"530","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 56 KENOSHA","CITY-OF-KENOSHA-WARD-56-KENOSHA",316,60.1904761904762,11,2.0952380952381,198,37.7142857142857,525
"531","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 57 KENOSHA","CITY-OF-KENOSHA-WARD-57-KENOSHA",464,55.6354916067146,4,0.479616306954436,366,43.8848920863309,834
"532","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 58 KENOSHA","CITY-OF-KENOSHA-WARD-58-KENOSHA",26,52,1,2,23,46,50
"533","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 59 KENOSHA","CITY-OF-KENOSHA-WARD-59-KENOSHA",593,57.7409931840312,10,0.973709834469328,424,41.2852969814995,1027
"534","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 60 KENOSHA","CITY-OF-KENOSHA-WARD-60-KENOSHA",487,59.2457420924574,15,1.82481751824817,320,38.9294403892944,822
"535","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 61 KENOSHA","CITY-OF-KENOSHA-WARD-61-KENOSHA",247,58.9498806682578,6,1.43198090692124,166,39.618138424821,419
"536","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 62 KENOSHA","CITY-OF-KENOSHA-WARD-62-KENOSHA",493,58.1367924528302,10,1.17924528301887,345,40.6839622641509,848
"537","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 63 KENOSHA","CITY-OF-KENOSHA-WARD-63-KENOSHA",349,63.1103074141049,4,0.723327305605787,200,36.1663652802893,553
"538","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 64 KENOSHA","CITY-OF-KENOSHA-WARD-64-KENOSHA",401,53.8255033557047,11,1.47651006711409,333,44.6979865771812,745
"539","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 65 KENOSHA","CITY-OF-KENOSHA-WARD-65-KENOSHA",19,57.5757575757576,2,6.06060606060606,12,36.3636363636364,33
"540","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 66 KENOSHA","CITY-OF-KENOSHA-WARD-66-KENOSHA",708,57.2352465642684,14,1.13177041228779,515,41.6329830234438,1237
"541","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 67 KENOSHA","CITY-OF-KENOSHA-WARD-67-KENOSHA",428,54.661558109834,6,0.766283524904214,349,44.5721583652618,783
"542","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 68 KENOSHA","CITY-OF-KENOSHA-WARD-68-KENOSHA",206,53.0927835051546,9,2.31958762886598,173,44.5876288659794,388
"543","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 69 KENOSHA","CITY-OF-KENOSHA-WARD-69-KENOSHA",33,46.4788732394366,0,0,38,53.5211267605634,71
"544","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 70 KENOSHA","CITY-OF-KENOSHA-WARD-70-KENOSHA",16,66.6666666666667,2,8.33333333333333,6,25,24
"545","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 71 KENOSHA","CITY-OF-KENOSHA-WARD-71-KENOSHA",209,65.3125,3,0.9375,108,33.75,320
"546","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 72 KENOSHA","CITY-OF-KENOSHA-WARD-72-KENOSHA",392,54.8251748251748,13,1.81818181818182,310,43.3566433566434,715
"547","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 73 KENOSHA","CITY-OF-KENOSHA-WARD-73-KENOSHA",327,54.0495867768595,9,1.48760330578512,269,44.4628099173554,605
"548","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 74 KENOSHA","CITY-OF-KENOSHA-WARD-74-KENOSHA",2,100,0,0,0,0,2
"549","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 75 KENOSHA","CITY-OF-KENOSHA-WARD-75-KENOSHA",129,38.5074626865672,2,0.597014925373134,204,60.8955223880597,335
"550","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 76 KENOSHA","CITY-OF-KENOSHA-WARD-76-KENOSHA",168,39.5294117647059,10,2.35294117647059,247,58.1176470588235,425
"551","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 77 KENOSHA","CITY-OF-KENOSHA-WARD-77-KENOSHA",395,51.4993481095176,7,0.91264667535854,365,47.5880052151239,767
"552","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 78 KENOSHA","CITY-OF-KENOSHA-WARD-78-KENOSHA",437,56.2419562419562,8,1.02960102960103,332,42.7284427284427,777
"553","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 79 KENOSHA","CITY-OF-KENOSHA-WARD-79-KENOSHA",379,49.8684210526316,6,0.789473684210526,375,49.3421052631579,760
"554","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 80 KENOSHA","CITY-OF-KENOSHA-WARD-80-KENOSHA",159,71.6216216216216,3,1.35135135135135,60,27.027027027027,222
"555","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 81 KENOSHA","CITY-OF-KENOSHA-WARD-81-KENOSHA",209,64.7058823529412,10,3.09597523219814,104,32.1981424148607,323
"556","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 82 KENOSHA","CITY-OF-KENOSHA-WARD-82-KENOSHA",148,69.4835680751174,3,1.40845070422535,62,29.1079812206573,213
"557","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 83 KENOSHA","CITY-OF-KENOSHA-WARD-83-KENOSHA",0,NA,0,NA,0,NA,0
"558","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 84 KENOSHA","CITY-OF-KENOSHA-WARD-84-KENOSHA",237,69.2982456140351,3,0.87719298245614,102,29.8245614035088,342
"559","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 85 KENOSHA","CITY-OF-KENOSHA-WARD-85-KENOSHA",26,65,0,0,14,35,40
"560","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 86 KENOSHA","CITY-OF-KENOSHA-WARD-86-KENOSHA",134,62.9107981220657,2,0.938967136150235,77,36.150234741784,213
"561","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 87 KENOSHA","CITY-OF-KENOSHA-WARD-87-KENOSHA",215,50.2336448598131,3,0.700934579439252,210,49.0654205607477,428
"562","KENOSHA","CITY OF KENOSHA","CITY OF KENOSHA KENOSHA","CITY OF KENOSHA WARD 88 KENOSHA","CITY-OF-KENOSHA-WARD-88-KENOSHA",1,100,0,0,0,0,1
"563","KEWAUNEE","CITY OF KEWAUNEE","CITY OF KEWAUNEE KEWAUNEE","CITY OF KEWAUNEE WARDS 1-5 KEWAUNEE","CITY-OF-KEWAUNEE-WARD-1-5-KEWAUNEE",796,53.5666218034993,21,1.41318977119785,669,45.0201884253028,1486
"564","CALUMET","CITY OF KIEL","CITY OF KIEL CALUMET","CITY OF KIEL WARD 7 CALUMET","CITY-OF-KIEL-WARD-7-CALUMET",76,50,1,0.657894736842105,75,49.3421052631579,152
"565","MANITOWOC","CITY OF KIEL","CITY OF KIEL MANITOWOC","CITY OF KIEL WARDS 1-6 & 8 MANITOWOC","CITY-OF-KIEL-WARD-1-6-8-MANITOWOC",829,43.7467018469657,25,1.31926121372032,1041,54.934036939314,1895
"566","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 1 LA CROSSE","CITY-OF-LA-CROSSE-WARD-1-LA-CROSSE",1004,59.7619047619048,29,1.72619047619048,647,38.5119047619048,1680
"567","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 10 LA CROSSE","CITY-OF-LA-CROSSE-WARD-10-LA-CROSSE",298,63.0021141649049,13,2.74841437632135,162,34.2494714587738,473
"568","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 11 LA CROSSE","CITY-OF-LA-CROSSE-WARD-11-LA-CROSSE",255,58.891454965358,11,2.54041570438799,167,38.568129330254,433
"569","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 12 LA CROSSE","CITY-OF-LA-CROSSE-WARD-12-LA-CROSSE",300,58.252427184466,11,2.13592233009709,204,39.6116504854369,515
"570","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 13 LA CROSSE","CITY-OF-LA-CROSSE-WARD-13-LA-CROSSE",268,64.1148325358852,11,2.63157894736842,139,33.2535885167464,418
"571","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 14 LA CROSSE","CITY-OF-LA-CROSSE-WARD-14-LA-CROSSE",574,70.8641975308642,26,3.20987654320988,210,25.9259259259259,810
"572","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 15 LA CROSSE","CITY-OF-LA-CROSSE-WARD-15-LA-CROSSE",394,68.0483592400691,14,2.41796200345423,171,29.5336787564767,579
"573","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 16 LA CROSSE","CITY-OF-LA-CROSSE-WARD-16-LA-CROSSE",658,73.355629877369,23,2.56410256410256,216,24.0802675585284,897
"574","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 17 LA CROSSE","CITY-OF-LA-CROSSE-WARD-17-LA-CROSSE",270,75.8426966292135,6,1.68539325842697,80,22.4719101123595,356
"575","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 18 LA CROSSE","CITY-OF-LA-CROSSE-WARD-18-LA-CROSSE",340,71.4285714285714,3,0.630252100840336,133,27.9411764705882,476
"576","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 19 LA CROSSE","CITY-OF-LA-CROSSE-WARD-19-LA-CROSSE",315,68.1818181818182,13,2.81385281385281,134,29.004329004329,462
"577","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 2 LA CROSSE","CITY-OF-LA-CROSSE-WARD-2-LA-CROSSE",310,68.7361419068736,9,1.99556541019956,132,29.2682926829268,451
"578","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 20 LA CROSSE","CITY-OF-LA-CROSSE-WARD-20-LA-CROSSE",534,67.3392181588903,15,1.89155107187894,244,30.7692307692308,793
"579","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 21 LA CROSSE","CITY-OF-LA-CROSSE-WARD-21-LA-CROSSE",1261,63.4944612286002,37,1.86304128902316,688,34.6424974823766,1986
"580","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 22 LA CROSSE","CITY-OF-LA-CROSSE-WARD-22-LA-CROSSE",851,68.9627228525122,41,3.322528363047,342,27.7147487844408,1234
"581","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 23 LA CROSSE","CITY-OF-LA-CROSSE-WARD-23-LA-CROSSE",320,68.8172043010753,8,1.72043010752688,137,29.4623655913978,465
"582","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 24 LA CROSSE","CITY-OF-LA-CROSSE-WARD-24-LA-CROSSE",716,63.4189548272808,25,2.21434898139947,388,34.3666961913198,1129
"583","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 25 LA CROSSE","CITY-OF-LA-CROSSE-WARD-25-LA-CROSSE",434,57.331571994716,18,2.3778071334214,305,40.2906208718626,757
"584","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 26 LA CROSSE","CITY-OF-LA-CROSSE-WARD-26-LA-CROSSE",960,61.1464968152866,24,1.52866242038217,586,37.3248407643312,1570
"585","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 27 LA CROSSE","CITY-OF-LA-CROSSE-WARD-27-LA-CROSSE",513,66.7100130039012,14,1.82054616384915,242,31.4694408322497,769
"586","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 28 LA CROSSE","CITY-OF-LA-CROSSE-WARD-28-LA-CROSSE",402,64.4230769230769,10,1.6025641025641,212,33.974358974359,624
"587","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 29 LA CROSSE","CITY-OF-LA-CROSSE-WARD-29-LA-CROSSE",961,59.6523898199876,21,1.30353817504655,629,39.0440720049659,1611
"588","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 3 LA CROSSE","CITY-OF-LA-CROSSE-WARD-3-LA-CROSSE",670,65.4296875,8,0.78125,346,33.7890625,1024
"589","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 4 LA CROSSE","CITY-OF-LA-CROSSE-WARD-4-LA-CROSSE",345,72.6315789473684,11,2.31578947368421,119,25.0526315789474,475
"590","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 5 LA CROSSE","CITY-OF-LA-CROSSE-WARD-5-LA-CROSSE",533,74.2339832869081,11,1.53203342618384,174,24.2339832869081,718
"591","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 6 LA CROSSE","CITY-OF-LA-CROSSE-WARD-6-LA-CROSSE",859,67.3725490196078,28,2.19607843137255,388,30.4313725490196,1275
"592","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 7 LA CROSSE","CITY-OF-LA-CROSSE-WARD-7-LA-CROSSE",1120,67.9611650485437,45,2.73058252427184,483,29.3082524271845,1648
"593","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 8 LA CROSSE","CITY-OF-LA-CROSSE-WARD-8-LA-CROSSE",1227,60.5328071040947,34,1.67735569807597,766,37.7898371978293,2027
"594","LA CROSSE","CITY OF LA CROSSE","CITY OF LA CROSSE LA CROSSE","CITY OF LA CROSSE WARD 9 LA CROSSE","CITY-OF-LA-CROSSE-WARD-9-LA-CROSSE",1401,66.46110056926,42,1.99240986717268,665,31.5464895635674,2108
"595","RUSK","CITY OF LADYSMITH","CITY OF LADYSMITH RUSK","CITY OF LADYSMITH WARDS 1 - 15 RUSK","CITY-OF-LADYSMITH-WARD-1-15-RUSK",745,52.57586450247,18,1.27028934368384,654,46.1538461538462,1417
"596","WALWORTH","CITY OF LAKE GENEVA","CITY OF LAKE GENEVA WALWORTH","CITY OF LAKE GENEVA WARDS 1, 2 WALWORTH","CITY-OF-LAKE-GENEVA-WARD-1-2-WALWORTH",484,49.6410256410256,13,1.33333333333333,478,49.025641025641,975
"597","WALWORTH","CITY OF LAKE GENEVA","CITY OF LAKE GENEVA WALWORTH","CITY OF LAKE GENEVA WARDS 3, 4 WALWORTH","CITY-OF-LAKE-GENEVA-WARD-3-4-WALWORTH",388,49.5530012771392,13,1.6602809706258,382,48.786717752235,783
"598","WALWORTH","CITY OF LAKE GENEVA","CITY OF LAKE GENEVA WALWORTH","CITY OF LAKE GENEVA WARDS 5, 6, 10 WALWORTH","CITY-OF-LAKE-GENEVA-WARD-5-6-10-WALWORTH",431,48.8662131519274,13,1.47392290249433,438,49.6598639455782,882
"599","WALWORTH","CITY OF LAKE GENEVA","CITY OF LAKE GENEVA WALWORTH","CITY OF LAKE GENEVA WARDS 7, 8, 9 WALWORTH","CITY-OF-LAKE-GENEVA-WARD-7-8-9-WALWORTH",414,52.6048284625159,4,0.508259212198221,369,46.8869123252859,787
"600","JEFFERSON","CITY OF LAKE MILLS","CITY OF LAKE MILLS JEFFERSON","CITY OF LAKE MILLS WARDS 1-8 JEFFERSON","CITY-OF-LAKE-MILLS-WARD-1-8-JEFFERSON",1841,55.2521008403361,43,1.29051620648259,1448,43.4573829531813,3332
"601","GRANT","CITY OF LANCASTER","CITY OF LANCASTER GRANT","CITY OF LANCASTER WARDS 1- 6 GRANT","CITY-OF-LANCASTER-WARD-1-6-GRANT",981,53.9010989010989,23,1.26373626373626,816,44.8351648351648,1820
"602","COLUMBIA","CITY OF LODI","CITY OF LODI COLUMBIA","CITY OF LODI WARDS 1 - 6 COLUMBIA","CITY-OF-LODI-WARD-1-6-COLUMBIA",1065,63.8489208633094,14,0.839328537170264,589,35.3117505995204,1668
"603","CLARK","CITY OF LOYAL","CITY OF LOYAL CLARK","CITY OF LOYAL WARD 1 & 2 CLARK","CITY-OF-LOYAL-WARD-1-2-CLARK",247,40.6919275123558,5,0.823723228995058,355,58.4843492586491,607
"604","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 1 DANE","CITY-OF-MADISON-WARD-1-DANE",899,69.743987587277,13,1.00853374709077,377,29.2474786656323,1289
"605","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 10 DANE","CITY-OF-MADISON-WARD-10-DANE",1048,71.0027100271003,19,1.28726287262873,409,27.710027100271,1476
"606","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 100 DANE","CITY-OF-MADISON-WARD-100-DANE",1337,74.8600223964166,25,1.39977603583427,424,23.7402015677492,1786
"607","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 101 DANE","CITY-OF-MADISON-WARD-101-DANE",417,78.3834586466165,7,1.31578947368421,108,20.3007518796992,532
"608","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 102 DANE","CITY-OF-MADISON-WARD-102-DANE",848,74.1258741258741,12,1.04895104895105,284,24.8251748251748,1144
"609","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 103 DANE","CITY-OF-MADISON-WARD-103-DANE",419,86.5702479338843,6,1.2396694214876,59,12.1900826446281,484
"610","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 104 DANE","CITY-OF-MADISON-WARD-104-DANE",1327,74.4668911335578,40,2.24466891133558,415,23.2884399551066,1782
"611","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 105 DANE","CITY-OF-MADISON-WARD-105-DANE",1253,68.6199342825849,32,1.75246440306681,541,29.6276013143483,1826
"612","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 106 DANE","CITY-OF-MADISON-WARD-106-DANE",937,52.8184892897407,19,1.07102593010147,818,46.1104847801578,1774
"613","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 107 DANE","CITY-OF-MADISON-WARD-107-DANE",518,66.4102564102564,6,0.769230769230769,256,32.8205128205128,780
"614","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 108 DANE","CITY-OF-MADISON-WARD-108-DANE",1350,79.8816568047337,17,1.00591715976331,323,19.112426035503,1690
"615","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 109 DANE","CITY-OF-MADISON-WARD-109-DANE",1225,70.9322524609149,24,1.38969310943833,478,27.6780544296468,1727
"616","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 11 DANE","CITY-OF-MADISON-WARD-11-DANE",640,82.2622107969152,17,2.18508997429306,121,15.5526992287918,778
"617","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 110 DANE","CITY-OF-MADISON-WARD-110-DANE",714,62.0869565217391,19,1.65217391304348,417,36.2608695652174,1150
"618","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 111 DANE","CITY-OF-MADISON-WARD-111-DANE",1105,56.5506653019447,22,1.12589559877175,827,42.3234390992835,1954
"619","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 112 DANE","CITY-OF-MADISON-WARD-112-DANE",0,NA,0,NA,0,NA,0
"620","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 113 DANE","CITY-OF-MADISON-WARD-113-DANE",0,NA,0,NA,0,NA,0
"621","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 114 DANE","CITY-OF-MADISON-WARD-114-DANE",0,NA,0,NA,0,NA,0
"622","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 115 DANE","CITY-OF-MADISON-WARD-115-DANE",0,NA,0,NA,0,NA,0
"623","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 116 DANE","CITY-OF-MADISON-WARD-116-DANE",0,NA,0,NA,0,NA,0
"624","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 117 DANE","CITY-OF-MADISON-WARD-117-DANE",0,NA,0,NA,0,NA,0
"625","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 12 DANE","CITY-OF-MADISON-WARD-12-DANE",1412,79.2368125701459,22,1.23456790123457,348,19.5286195286195,1782
"626","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 13 DANE","CITY-OF-MADISON-WARD-13-DANE",443,80.9872029250457,12,2.19378427787934,92,16.819012797075,547
"627","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 14 DANE","CITY-OF-MADISON-WARD-14-DANE",377,80.2127659574468,6,1.27659574468085,87,18.5106382978723,470
"628","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 15 DANE","CITY-OF-MADISON-WARD-15-DANE",887,84.3155893536122,14,1.33079847908745,151,14.3536121673004,1052
"629","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 16 DANE","CITY-OF-MADISON-WARD-16-DANE",1894,83.0701754385965,46,2.01754385964912,340,14.9122807017544,2280
"630","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 17 DANE","CITY-OF-MADISON-WARD-17-DANE",661,82.111801242236,10,1.24223602484472,134,16.6459627329193,805
"631","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 18 DANE","CITY-OF-MADISON-WARD-18-DANE",707,82.5934579439252,18,2.10280373831776,131,15.303738317757,856
"632","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 19 DANE","CITY-OF-MADISON-WARD-19-DANE",557,85.824345146379,9,1.38674884437596,83,12.788906009245,649
"633","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 2 DANE","CITY-OF-MADISON-WARD-2-DANE",811,78.3574879227053,13,1.256038647343,211,20.3864734299517,1035
"634","DANE","CITY OF MADISON","CITY OF MADISON DANE","CITY OF MADISON WARD 20 DANE","CITY-OF-MADISON-WARD-20-DANE",231,86.1940298507463,5,1.86567164179104,32,11.9402985074627,268
