"","county","municipality","muni_county","reporting_unit_orig","reporting_unit","democrat_votes.rec","democrat_votes.perc","other_votes.rec","other_votes.perc","republican_votes.rec","republican_votes.perc","votes.tot"
"26","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 17 OUTAGAMIE","CITY-OF-APPLETON-WARD-17-OUTAGAMIE",367,43.9520958083832,12,1.43712574850299,456,54.6107784431138,835
"27","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 18 OUTAGAMIE","CITY-OF-APPLETON-WARD-18-OUTAGAMIE",690,56.4648117839607,23,1.88216039279869,509,41.6530278232406,1222
"28","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 19 OUTAGAMIE","CITY-OF-APPLETON-WARD-19-OUTAGAMIE",645,57.1808510638298,29,2.5709219858156,454,40.2482269503546,1128
"29","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 2 OUTAGAMIE","CITY-OF-APPLETON-WARD-2-OUTAGAMIE",267,69.3506493506493,8,2.07792207792208,110,28.5714285714286,385
"30","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 20 OUTAGAMIE","CITY-OF-APPLETON-WARD-20-OUTAGAMIE",366,60.5960264900662,18,2.98013245033113,220,36.4238410596026,604
"31","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 21 OUTAGAMIE","CITY-OF-APPLETON-WARD-21-OUTAGAMIE",500,83.3333333333333,11,1.83333333333333,89,14.8333333333333,600
"32","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 22 OUTAGAMIE","CITY-OF-APPLETON-WARD-22-OUTAGAMIE",753,58.0123266563944,25,1.92604006163328,520,40.0616332819723,1298
"33","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 23 OUTAGAMIE","CITY-OF-APPLETON-WARD-23-OUTAGAMIE",554,57.8288100208768,19,1.98329853862213,385,40.187891440501,958
"34","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 24 OUTAGAMIE","CITY-OF-APPLETON-WARD-24-OUTAGAMIE",838,61.5271659324523,34,2.49632892804699,490,35.9765051395007,1362
"35","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 25 OUTAGAMIE","CITY-OF-APPLETON-WARD-25-OUTAGAMIE",487,64.7606382978723,21,2.79255319148936,244,32.4468085106383,752
"36","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 26 OUTAGAMIE","CITY-OF-APPLETON-WARD-26-OUTAGAMIE",460,70.4441041347626,16,2.45022970903522,177,27.1056661562021,653
"37","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 27 OUTAGAMIE","CITY-OF-APPLETON-WARD-27-OUTAGAMIE",302,60.1593625498008,8,1.59362549800797,192,38.2470119521912,502
"38","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 28 OUTAGAMIE","CITY-OF-APPLETON-WARD-28-OUTAGAMIE",621,60.7632093933464,16,1.56555772994129,385,37.6712328767123,1022
"39","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 29 OUTAGAMIE","CITY-OF-APPLETON-WARD-29-OUTAGAMIE",837,58.1653926337735,33,2.29325920778318,569,39.5413481584434,1439
"40","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 3 OUTAGAMIE","CITY-OF-APPLETON-WARD-3-OUTAGAMIE",1156,73.3037412809131,35,2.21940393151554,386,24.4768547875713,1577
"41","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 30 OUTAGAMIE","CITY-OF-APPLETON-WARD-30-OUTAGAMIE",424,52.4103831891224,13,1.60692212608158,372,45.982694684796,809
"42","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 31 OUTAGAMIE","CITY-OF-APPLETON-WARD-31-OUTAGAMIE",521,40.6713505074161,11,0.858704137392662,749,58.4699453551913,1281
"43","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 32 OUTAGAMIE","CITY-OF-APPLETON-WARD-32-OUTAGAMIE",475,44.2684063373719,3,0.279589934762349,595,55.4520037278658,1073
"44","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 33 OUTAGAMIE","CITY-OF-APPLETON-WARD-33-OUTAGAMIE",728,45.757385292269,9,0.565681961030798,854,53.6769327467002,1591
"45","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 34 OUTAGAMIE","CITY-OF-APPLETON-WARD-34-OUTAGAMIE",155,56.5693430656934,10,3.64963503649635,109,39.7810218978102,274
"46","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 35 OUTAGAMIE","CITY-OF-APPLETON-WARD-35-OUTAGAMIE",385,53.7709497206704,15,2.09497206703911,316,44.1340782122905,716
"47","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 36 OUTAGAMIE","CITY-OF-APPLETON-WARD-36-OUTAGAMIE",435,54.7858942065491,8,1.00755667506297,351,44.2065491183879,794
"48","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 37 OUTAGAMIE","CITY-OF-APPLETON-WARD-37-OUTAGAMIE",235,55.4245283018868,11,2.59433962264151,178,41.9811320754717,424
"49","WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WINNEBAGO","CITY OF APPLETON WARD 38 WINNEBAGO","CITY-OF-APPLETON-WARD-38-WINNEBAGO",193,60.3125,3,0.9375,124,38.75,320
"50","WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WINNEBAGO","CITY OF APPLETON WARD 39 WINNEBAGO","CITY-OF-APPLETON-WARD-39-WINNEBAGO",69,72.6315789473684,2,2.10526315789474,24,25.2631578947368,95
"51","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 4 OUTAGAMIE","CITY-OF-APPLETON-WARD-4-OUTAGAMIE",266,60.3174603174603,13,2.94784580498866,162,36.734693877551,441
"52","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 40 CALUMET","CITY-OF-APPLETON-WARD-40-CALUMET",535,55.2115583075335,32,3.30237358101135,402,41.4860681114551,969
"53","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 42 CALUMET","CITY-OF-APPLETON-WARD-42-CALUMET",528,50.2378686964796,14,1.33206470028544,509,48.430066603235,1051
"54","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 43 CALUMET","CITY-OF-APPLETON-WARD-43-CALUMET",563,59.7030752916225,19,2.01484623541888,361,38.2820784729586,943
"55","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 44 CALUMET","CITY-OF-APPLETON-WARD-44-CALUMET",499,60.2657004830918,13,1.57004830917874,316,38.1642512077295,828
"56","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 45 CALUMET","CITY-OF-APPLETON-WARD-45-CALUMET",248,69.2737430167598,5,1.39664804469274,105,29.3296089385475,358
"57","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 46 CALUMET","CITY-OF-APPLETON-WARD-46-CALUMET",31,40.7894736842105,1,1.31578947368421,44,57.8947368421053,76
"58","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 47 CALUMET","CITY-OF-APPLETON-WARD-47-CALUMET",7,41.1764705882353,0,0,10,58.8235294117647,17
"59","CALUMET","CITY OF APPLETON","CITY OF APPLETON CALUMET","CITY OF APPLETON WARD 48 CALUMET","CITY-OF-APPLETON-WARD-48-CALUMET",0,NA,0,NA,0,NA,0
"60","WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WINNEBAGO","CITY OF APPLETON WARD 49 WINNEBAGO","CITY-OF-APPLETON-WARD-49-WINNEBAGO",0,0,0,0,2,100,2
"61","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 5 OUTAGAMIE","CITY-OF-APPLETON-WARD-5-OUTAGAMIE",247,54.8888888888889,7,1.55555555555556,196,43.5555555555556,450
"62","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 50 OUTAGAMIE","CITY-OF-APPLETON-WARD-50-OUTAGAMIE",0,NA,0,NA,0,NA,0
"63","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 51 OUTAGAMIE","CITY-OF-APPLETON-WARD-51-OUTAGAMIE",0,NA,0,NA,0,NA,0
"64","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 52 OUTAGAMIE","CITY-OF-APPLETON-WARD-52-OUTAGAMIE",2,40,1,20,2,40,5
"65","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 53 OUTAGAMIE","CITY-OF-APPLETON-WARD-53-OUTAGAMIE",0,0,0,0,3,100,3
"66","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 54 OUTAGAMIE","CITY-OF-APPLETON-WARD-54-OUTAGAMIE",12,41.3793103448276,0,0,17,58.6206896551724,29
"67","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 55 OUTAGAMIE","CITY-OF-APPLETON-WARD-55-OUTAGAMIE",24,39.344262295082,0,0,37,60.655737704918,61
"68","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 56 OUTAGAMIE","CITY-OF-APPLETON-WARD-56-OUTAGAMIE",0,NA,0,NA,0,NA,0
"69","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 57 OUTAGAMIE","CITY-OF-APPLETON-WARD-57-OUTAGAMIE",2,25,0,0,6,75,8
"70","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 58 OUTAGAMIE","CITY-OF-APPLETON-WARD-58-OUTAGAMIE",0,0,0,0,2,100,2
"71","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 59 OUTAGAMIE","CITY-OF-APPLETON-WARD-59-OUTAGAMIE",0,NA,0,NA,0,NA,0
"72","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 6 OUTAGAMIE","CITY-OF-APPLETON-WARD-6-OUTAGAMIE",530,54.3032786885246,16,1.63934426229508,430,44.0573770491803,976
"73","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 60 OUTAGAMIE","CITY-OF-APPLETON-WARD-60-OUTAGAMIE",0,NA,0,NA,0,NA,0
"74","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 61 OUTAGAMIE","CITY-OF-APPLETON-WARD-61-OUTAGAMIE",0,NA,0,NA,0,NA,0
"75","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 62 OUTAGAMIE","CITY-OF-APPLETON-WARD-62-OUTAGAMIE",0,NA,0,NA,0,NA,0
"76","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 63 OUTAGAMIE","CITY-OF-APPLETON-WARD-63-OUTAGAMIE",0,NA,0,NA,0,NA,0
"77","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 7 OUTAGAMIE","CITY-OF-APPLETON-WARD-7-OUTAGAMIE",829,58.4626234132581,23,1.62200282087447,566,39.9153737658674,1418
"78","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 8 OUTAGAMIE","CITY-OF-APPLETON-WARD-8-OUTAGAMIE",435,63.1349782293179,26,3.77358490566038,228,33.0914368650218,689
"79","OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON OUTAGAMIE","CITY OF APPLETON WARD 9 OUTAGAMIE","CITY-OF-APPLETON-WARD-9-OUTAGAMIE",571,58.9876033057851,23,2.37603305785124,374,38.6363636363636,968
"80","TREMPEALEAU","CITY OF ARCADIA","CITY OF ARCADIA TREMPEALEAU","CITY OF ARCADIA WARDS 1 - 3 TREMPEALEAU","CITY-OF-ARCADIA-WARD-1-3-TREMPEALEAU",567,64.9484536082474,7,0.801832760595647,299,34.2497136311569,873
"81","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND","CITY-OF-ASHL-WARD-1-ASHL-",278,57.9166666666667,3,0.625,199,41.4583333333333,480
"82","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 10 ASHLAND","CITY-OF-ASHL-WARD-10-ASHL-",261,69.0476190476191,5,1.32275132275132,112,29.6296296296296,378
"83","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 11 ASHLAND","CITY-OF-ASHL-WARD-11-ASHL-",311,73.3490566037736,5,1.17924528301887,108,25.4716981132075,424
"84","BAYFIELD","CITY OF ASHLAND","CITY OF ASHLAND BAYFIELD","CITY OF ASHLAND WARD 12 BAYFIELD","CITY-OF-ASHL-WARD-12-BAYFIELD",0,NA,0,NA,0,NA,0
"85","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 2 ASHLAND","CITY-OF-ASHL-WARD-2-ASHL-",236,73.5202492211838,9,2.80373831775701,76,23.6760124610592,321
"86","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 3 ASHLAND","CITY-OF-ASHL-WARD-3-ASHL-",265,71.4285714285714,2,0.539083557951483,104,28.0323450134771,371
"87","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 4 ASHLAND","CITY-OF-ASHL-WARD-4-ASHL-",276,63.594470046083,6,1.38248847926267,152,35.0230414746544,434
"88","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 5 ASHLAND","CITY-OF-ASHL-WARD-5-ASHL-",300,74.0740740740741,4,0.987654320987654,101,24.9382716049383,405
"89","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 6 ASHLAND","CITY-OF-ASHL-WARD-6-ASHL-",254,74.2690058479532,9,2.63157894736842,79,23.0994152046784,342
"90","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 7 ASHLAND","CITY-OF-ASHL-WARD-7-ASHL-",386,79.4238683127572,13,2.67489711934156,87,17.9012345679012,486
"91","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 8 ASHLAND","CITY-OF-ASHL-WARD-8-ASHL-",252,72,2,0.571428571428571,96,27.4285714285714,350
"92","ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND ASHLAND","CITY OF ASHLAND WARD 9 ASHLAND","CITY-OF-ASHL-WARD-9-ASHL-",252,79.2452830188679,3,0.943396226415094,63,19.811320754717,318
"93","EAU CLAIRE","CITY OF AUGUSTA","CITY OF AUGUSTA EAU CLAIRE","CITY OF AUGUSTA WARDS 1 - 5 EAU CLAIRE","CITY-OF-AUGUSTA-WARD-1-5-EAU-CLAIRE",362,53.1571218795888,7,1.02790014684288,312,45.8149779735683,681
"94","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 1 SAUK","CITY-OF-BARABOO-WARD-1-SAUK",187,69.2592592592593,4,1.48148148148148,79,29.2592592592593,270
"95","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 10 SAUK","CITY-OF-BARABOO-WARD-10-SAUK",374,58.712715855573,9,1.41287284144427,254,39.8744113029827,637
"96","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 11 SAUK","CITY-OF-BARABOO-WARD-11-SAUK",237,58.3743842364532,9,2.21674876847291,160,39.4088669950739,406
"97","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 12 SAUK","CITY-OF-BARABOO-WARD-12-SAUK",286,54.7892720306513,5,0.957854406130268,231,44.2528735632184,522
"98","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 13 SAUK","CITY-OF-BARABOO-WARD-13-SAUK",172,55.8441558441558,8,2.5974025974026,128,41.5584415584416,308
"99","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 14 SAUK","CITY-OF-BARABOO-WARD-14-SAUK",185,65.6028368794326,0,0,97,34.3971631205674,282
"100","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 2 SAUK","CITY-OF-BARABOO-WARD-2-SAUK",226,65.3179190751445,3,0.867052023121387,117,33.8150289017341,346
"101","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 3 SAUK","CITY-OF-BARABOO-WARD-3-SAUK",403,70.0869565217391,6,1.04347826086957,166,28.8695652173913,575
"102","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 4 SAUK","CITY-OF-BARABOO-WARD-4-SAUK",182,63.859649122807,7,2.45614035087719,96,33.6842105263158,285
"103","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 5 SAUK","CITY-OF-BARABOO-WARD-5-SAUK",324,66.8041237113402,6,1.23711340206186,155,31.9587628865979,485
"104","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 6 SAUK","CITY-OF-BARABOO-WARD-6-SAUK",325,66.0569105691057,9,1.82926829268293,158,32.1138211382114,492
"105","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 7 SAUK","CITY-OF-BARABOO-WARD-7-SAUK",324,67.3596673596674,12,2.49480249480249,145,30.1455301455301,481
"106","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 8 SAUK","CITY-OF-BARABOO-WARD-8-SAUK",154,59.6899224806201,3,1.16279069767442,101,39.1472868217054,258
"107","SAUK","CITY OF BARABOO","CITY OF BARABOO SAUK","CITY OF BARABOO WARD 9 SAUK","CITY-OF-BARABOO-WARD-9-SAUK",170,63.4328358208955,6,2.23880597014925,92,34.3283582089552,268
"108","BARRON","CITY OF BARRON","CITY OF BARRON BARRON","CITY OF BARRON WARDS 1 - 7 BARRON","CITY-OF-BARRON-WARD-1-7-BARRON",780,53.7560303239145,22,1.51619572708477,649,44.7277739490007,1451
"109","BAYFIELD","CITY OF BAYFIELD","CITY OF BAYFIELD BAYFIELD","CITY OF BAYFIELD WARDS 1 - 4 BAYFIELD","CITY-OF-BAYFIELD-WARD-1-4-BAYFIELD",251,74.0412979351032,3,0.884955752212389,85,25.0737463126844,339
"110","DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM DODGE","CITY OF BEAVER DAM WARDS 1, 3 & 5 DODGE","CITY-OF-BEAVER-DAM-WARD-1-3-5-DODGE",927,61.5537848605578,23,1.52722443559097,556,36.9189907038513,1506
"111","DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM DODGE","CITY OF BEAVER DAM WARDS 2 & 6 DODGE","CITY-OF-BEAVER-DAM-WARD-2-6-DODGE",690,58.5241730279898,17,1.44189991518236,472,40.0339270568278,1179
"112","DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM DODGE","CITY OF BEAVER DAM WARDS 4 & 10 DODGE","CITY-OF-BEAVER-DAM-WARD-4-10-DODGE",548,61.8510158013544,25,2.82167042889391,313,35.3273137697517,886
