"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","demwinner","demwinner2012","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","MCD_FIPS"
"449","CITY OF JANESVILLE ROCK","CITY-OF-JANESVILLE-WARD-4-ROCK","CITY OF JANESVILLE WARD 4 ROCK","CITY OF JANESVILLE","ROCK",415,54.4619422572178,73,762,9.58005249343832,274,35.9580052493438,713,15,930,202,76.6666666666667,21.7204301075269,1.61290322580645,-298,72,58,-22.2047244094488,14.237575141817,7.96714926763187,1,1,1,"ES&S","ES&S DS200","ES&S Automark",1,"ES&S","ES&S DS200","ES&S Automark",NA
"450","CITY OF JANESVILLE ROCK","CITY-OF-JANESVILLE-WARD-5-ROCK","CITY OF JANESVILLE WARD 5 ROCK","CITY OF JANESVILLE","ROCK",645,55.5077452667814,73,1162,6.28227194492255,444,38.209982788296,824,13,1228,391,67.1009771986971,31.8403908794788,1.0586319218241,-179,53,60,-11.5932319319157,6.36959190881722,5.22364002309844,1,1,1,"ES&S","ES&S DS200","ES&S Automark",1,"ES&S","ES&S DS200","ES&S Automark",NA
"451","CITY OF JANESVILLE ROCK","CITY-OF-JANESVILLE-WARD-6-ROCK","CITY OF JANESVILLE WARD 6 ROCK","CITY OF JANESVILLE","ROCK",417,49.8803827751196,62,836,7.41626794258373,357,42.7033492822966,584,10,868,274,67.2811059907834,31.5668202764977,1.15207373271889,-167,83,52,-17.4007232156638,11.136529005799,6.26419420986484,1,1,1,"ES&S","ES&S DS200","ES&S Automark",1,"ES&S","ES&S DS200","ES&S Automark",NA
"452","CITY OF JANESVILLE ROCK","CITY-OF-JANESVILLE-WARD-7-ROCK","CITY OF JANESVILLE WARD 7 ROCK","CITY OF JANESVILLE","ROCK",821,60.4120676968359,62,1359,4.56217807211185,476,35.0257542310522,1003,9,1494,482,67.1352074966533,32.2623828647925,0.602409638554217,-182,-6,53,-6.72313979981737,2.76337136625973,3.95976843355763,1,1,1,"ES&S","ES&S DS200","ES&S Automark",1,"ES&S","ES&S DS200","ES&S Automark",NA
"453","CITY OF JANESVILLE ROCK","CITY-OF-JANESVILLE-WARD-8-ROCK","CITY OF JANESVILLE WARD 8 ROCK","CITY OF JANESVILLE","ROCK",556,52.1087160262418,80,1067,7.49765698219306,431,40.3936269915651,828,11,1214,375,68.2042833607908,30.8896210873147,0.906095551894563,-272,56,69,-16.095567334549,9.50400590425047,6.5915614302985,1,1,1,"ES&S","ES&S DS200","ES&S Automark",1,"ES&S","ES&S DS200","ES&S Automark",NA
"454","CITY OF JANESVILLE ROCK","CITY-OF-JANESVILLE-WARD-9-ROCK","CITY OF JANESVILLE WARD 9 ROCK","CITY OF JANESVILLE","ROCK",524,55.1578947368421,64,950,6.73684210526316,362,38.1052631578947,667,11,1011,333,65.9742828882295,32.9376854599407,1.08803165182987,-143,29,53,-10.8163881513874,5.16757769795409,5.64881045343329,1,1,1,"ES&S","ES&S DS200","ES&S Automark",1,"ES&S","ES&S DS200","ES&S Automark",NA
"455","CITY OF JEFFERSON JEFFERSON","CITY-OF-JEFFERSON-WARD-1-10-JEFFERSON","CITY OF JEFFERSON WARDS 1-10 JEFFERSON","CITY OF JEFFERSON","JEFFERSON",1547,44.1495433789954,252,3504,7.19178082191781,1705,48.6586757990868,1946,60,3596,1590,54.1156840934372,44.2157953281424,1.66852057842047,-399,115,192,-9.96614071444172,4.44288047094437,5.52326024349734,0,1,1,"ES&S","ES&S DS200","ES&S Automark",1,"ES&S","ES&S DS200","ES&S Automark",NA
"456","CITY OF JUNEAU DODGE","CITY-OF-JUNEAU-WARD-1-3-DODGE","CITY OF JUNEAU WARD 1-3 DODGE","CITY OF JUNEAU","DODGE",353,35.7287449392713,72,988,7.28744939271255,563,56.9838056680162,505,23,1041,513,48.5110470701249,49.2795389048991,2.20941402497598,-152,50,49,-12.7823021308536,7.70426676311706,5.07803536773657,0,0,1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX",NA
"457","CITY OF KAUKAUNA OUTAGAMIE","CITY-OF-KAUKAUNA-WARD-1-3-OUTAGAMIE","CITY OF KAUKAUNA WARDS 1-3 OUTAGAMIE","CITY OF KAUKAUNA","OUTAGAMIE",759,43.1495167708926,108,1759,6.1398521887436,892,50.7106310403638,1007,20,1751,724,57.5099942889777,41.3478012564249,1.14220445459737,-248,168,88,-14.3604775180852,9.36282978393894,4.99764773414623,0,1,1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",NA
"458","CITY OF KAUKAUNA OUTAGAMIE","CITY-OF-KAUKAUNA-WARD-4-5-OUTAGAMIE","CITY OF KAUKAUNA WARDS 4-5 OUTAGAMIE","CITY OF KAUKAUNA","OUTAGAMIE",810,43.4782608695652,128,1863,6.87063875469673,925,49.6511003757381,1009,25,1865,831,54.1018766756032,44.5576407506702,1.34048257372654,-199,94,103,-10.623615806038,5.09345962506782,5.53015618097018,0,1,1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",NA
"459","CITY OF KAUKAUNA OUTAGAMIE","CITY-OF-KAUKAUNA-WARD-6-7-OUTAGAMIE","CITY OF KAUKAUNA WARDS 6-7 OUTAGAMIE","CITY OF KAUKAUNA","OUTAGAMIE",838,44.5034519383962,142,1883,7.54115772703133,903,47.9553903345725,1160,37,1999,802,58.0290145072536,40.120060030015,1.85092546273137,-322,101,105,-13.5255625688575,7.83533030455748,5.69023226429997,0,1,1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",NA
"460","CITY OF KAUKAUNA OUTAGAMIE","CITY-OF-KAUKAUNA-WARD-8-10-OUTAGAMIE","CITY OF KAUKAUNA WARDS 8-10 OUTAGAMIE","CITY OF KAUKAUNA","OUTAGAMIE",943,45.2929875120077,124,2082,5.95581171950048,1015,48.7512007684918,1167,23,2083,893,56.0249639942391,42.870859337494,1.10417666826692,-224,122,101,-10.7319764822314,5.88034143099784,4.85163505123356,0,1,1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",NA
"461","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-1-KENOSHA","CITY OF KENOSHA WARD 1 KENOSHA","CITY OF KENOSHA","KENOSHA",331,61.7537313432836,46,536,8.58208955223881,159,29.6641791044776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"462","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-10-KENOSHA","CITY OF KENOSHA WARD 10 KENOSHA","CITY OF KENOSHA","KENOSHA",302,73.1234866828087,18,413,4.35835351089588,93,22.5181598062954,407,5,489,77,83.2310838445808,15.7464212678937,1.02249488752556,-105,16,13,-10.1075971617721,6.77173853840174,3.33585862337032,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"463","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-11-KENOSHA","CITY OF KENOSHA WARD 11 KENOSHA","CITY OF KENOSHA","KENOSHA",279,68.5503685503685,29,407,7.12530712530713,99,24.3243243243243,331,7,438,100,75.5707762557078,22.8310502283105,1.59817351598174,-52,-1,22,-7.02040770533921,1.49327409601382,5.52713360932539,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"464","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-12-KENOSHA","CITY OF KENOSHA WARD 12 KENOSHA","CITY OF KENOSHA","KENOSHA",330,59.3525179856115,45,556,8.09352517985612,181,32.5539568345324,392,8,590,190,66.4406779661017,32.2033898305085,1.35593220338983,-62,-9,37,-7.08815998049018,0.350567004023901,6.73759297646628,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"465","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-13-KENOSHA","CITY OF KENOSHA WARD 13 KENOSHA","CITY OF KENOSHA","KENOSHA",357,50.7823613086771,27,703,3.84068278805121,319,45.3769559032717,397,9,755,349,52.5827814569536,46.2251655629139,1.19205298013245,-40,-30,18,-1.80042014827654,-0.848209659642215,2.64862980791876,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"466","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-14-KENOSHA","CITY OF KENOSHA WARD 14 KENOSHA","CITY OF KENOSHA","KENOSHA",313,51.7355371900826,43,605,7.10743801652893,249,41.1570247933884,392,6,637,239,61.5384615384615,37.519623233909,0.941915227629513,-79,10,37,-9.80292434837889,3.63740155947948,6.16552278889941,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"467","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-15-KENOSHA","CITY OF KENOSHA WARD 15 KENOSHA","CITY OF KENOSHA","KENOSHA",548,60.0219058050383,43,913,4.70974808324206,322,35.2683461117196,576,11,873,286,65.979381443299,32.7605956471936,1.26002290950745,-28,36,32,-5.95747563826063,2.50775046452603,3.44972517373461,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"468","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-16-KENOSHA","CITY OF KENOSHA WARD 16 KENOSHA","CITY OF KENOSHA","KENOSHA",209,58.2172701949861,24,359,6.68523676880223,126,35.0974930362117,297,6,430,127,69.0697674418605,29.5348837209302,1.3953488372093,-88,-1,18,-10.8524972468744,5.56260931528146,5.28988793159293,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"469","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-17-KENOSHA","CITY OF KENOSHA WARD 17 KENOSHA","CITY OF KENOSHA","KENOSHA",104,58.4269662921348,18,178,10.1123595505618,56,31.4606741573034,119,3,181,59,65.7458563535912,32.5966850828729,1.65745856353591,-15,-3,15,-7.31889006145634,-1.13601092556956,8.45490098702589,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"470","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-18-KENOSHA","CITY OF KENOSHA WARD 18 KENOSHA","CITY OF KENOSHA","KENOSHA",392,59.5744680851064,45,658,6.83890577507599,221,33.5866261398176,481,6,714,227,67.3669467787115,31.7927170868347,0.840336134453782,-89,-6,39,-7.79247869360511,1.79390905298289,5.99856964062221,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"471","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-19-KENOSHA","CITY OF KENOSHA WARD 19 KENOSHA","CITY OF KENOSHA","KENOSHA",177,61.6724738675958,11,287,3.83275261324042,99,34.4947735191638,219,3,292,70,75,23.972602739726,1.02739726027397,-42,29,8,-13.3275261324042,10.5221707794377,2.80535535296645,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"472","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-2-KENOSHA","CITY OF KENOSHA WARD 2 KENOSHA","CITY OF KENOSHA","KENOSHA",243,49.390243902439,35,492,7.11382113821138,214,43.4959349593496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"473","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-20-KENOSHA","CITY OF KENOSHA WARD 20 KENOSHA","CITY OF KENOSHA","KENOSHA",284,50.4440497335702,30,563,5.32859680284192,249,44.2273534635879,357,5,604,242,59.1059602649007,40.0662251655629,0.827814569536424,-73,7,25,-8.6619105313305,4.16112829802501,4.50078223330549,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"474","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-21-KENOSHA","CITY OF KENOSHA WARD 21 KENOSHA","CITY OF KENOSHA","KENOSHA",107,46.7248908296943,13,229,5.67685589519651,109,47.5982532751092,99,1,187,87,52.9411764705882,46.524064171123,0.53475935828877,8,22,12,-6.21628564089391,1.07418910398618,5.14209653690774,0,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"475","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-22-KENOSHA","CITY OF KENOSHA WARD 22 KENOSHA","CITY OF KENOSHA","KENOSHA",611,45.3937592867756,107,1346,7.94947994056464,628,46.6567607726597,748,14,1373,611,54.4792425345958,44.5010924981792,1.01966496722505,-137,17,93,-9.08548324782014,2.15566827448056,6.92981497333958,0,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"476","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-23-KENOSHA","CITY OF KENOSHA WARD 23 KENOSHA","CITY OF KENOSHA","KENOSHA",175,50.2873563218391,22,348,6.32183908045977,151,43.3908045977011,236,6,378,136,62.4338624338624,35.978835978836,1.58730158730159,-61,15,16,-12.1465061120233,7.41196861886517,4.73453749315818,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"477","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-24-KENOSHA","CITY OF KENOSHA WARD 24 KENOSHA","CITY OF KENOSHA","KENOSHA",354,55.1401869158878,35,642,5.45171339563863,253,39.4080996884735,457,12,688,219,66.4244186046512,31.8313953488372,1.74418604651163,-103,34,23,-11.2842316887633,7.57670433963631,3.707527349127,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"478","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-25-KENOSHA","CITY OF KENOSHA WARD 25 KENOSHA","CITY OF KENOSHA","KENOSHA",430,57.1049136786189,42,753,5.57768924302789,281,37.3173970783533,530,9,794,255,66.7506297229219,32.1158690176322,1.13350125944584,-100,26,33,-9.64571604430305,5.20152806072101,4.44418798358204,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"479","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-26-KENOSHA","CITY OF KENOSHA WARD 26 KENOSHA","CITY OF KENOSHA","KENOSHA",209,58.8732394366197,34,355,9.57746478873239,112,31.5492957746479,273,0,369,96,73.9837398373984,26.0162601626016,0,-64,16,34,-15.1105004007787,5.53303561204626,9.57746478873239,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"480","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-27-KENOSHA","CITY OF KENOSHA WARD 27 KENOSHA","CITY OF KENOSHA","KENOSHA",324,63.7795275590551,34,508,6.69291338582677,150,29.5275590551181,415,4,549,130,75.591985428051,23.6794171220401,0.728597449908925,-91,20,30,-11.8124578689959,5.84814193307804,5.96431593591785,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"481","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-28-KENOSHA","CITY OF KENOSHA WARD 28 KENOSHA","CITY OF KENOSHA","KENOSHA",209,64.1104294478528,22,326,6.74846625766871,95,29.1411042944785,325,5,423,93,76.8321513002364,21.9858156028369,1.18203309692671,-116,2,17,-12.7217218523837,7.15528869164165,5.566433160742,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"482","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-29-KENOSHA","CITY OF KENOSHA WARD 29 KENOSHA","CITY OF KENOSHA","KENOSHA",287,72.4747474747475,19,396,4.7979797979798,90,22.7272727272727,440,7,543,96,81.0313075506446,17.6795580110497,1.28913443830571,-153,-6,12,-8.5565600758971,5.04771471622301,3.50884535967409,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"483","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-3-KENOSHA","CITY OF KENOSHA WARD 3 KENOSHA","CITY OF KENOSHA","KENOSHA",317,64.8261758691206,63,489,12.8834355828221,109,22.2903885480573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"484","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-30-KENOSHA","CITY OF KENOSHA WARD 30 KENOSHA","CITY OF KENOSHA","KENOSHA",222,67.0694864048338,23,331,6.94864048338369,86,25.9818731117825,395,2,460,63,85.8695652173913,13.695652173913,0.434782608695652,-173,23,21,-18.8000788125575,12.2862209378694,6.51385787468803,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"485","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-31-KENOSHA","CITY OF KENOSHA WARD 31 KENOSHA","CITY OF KENOSHA","KENOSHA",409,54.9731182795699,74,744,9.94623655913978,261,35.0806451612903,560,26,810,224,69.1358024691358,27.6543209876543,3.20987654320988,-151,37,48,-14.1626841895659,7.42632417363601,6.73636001592991,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"486","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-32-KENOSHA","CITY OF KENOSHA WARD 32 KENOSHA","CITY OF KENOSHA","KENOSHA",173,69.4779116465863,15,249,6.02409638554217,61,24.4979919678715,257,6,316,53,81.3291139240506,16.7721518987342,1.89873417721519,-84,8,9,-11.8512022774643,7.72584006913731,4.12536220832698,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"487","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-33-KENOSHA","CITY OF KENOSHA WARD 33 KENOSHA","CITY OF KENOSHA","KENOSHA",18,85.7142857142857,0,21,0,3,14.2857142857143,22,1,29,6,75.8620689655172,20.6896551724138,3.44827586206897,-4,-3,-1,9.85221674876847,-6.40394088669951,-3.44827586206897,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"488","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-34-KENOSHA","CITY OF KENOSHA WARD 34 KENOSHA","CITY OF KENOSHA","KENOSHA",210,50.9708737864078,14,412,3.39805825242718,188,45.6310679611651,304,4,463,155,65.658747300216,33.4773218142549,0.863930885529158,-94,33,10,-14.6878735138082,12.1537461469102,2.53412736689803,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"489","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-35-KENOSHA","CITY OF KENOSHA WARD 35 KENOSHA","CITY OF KENOSHA","KENOSHA",432,54.5454545454545,86,792,10.8585858585859,274,34.5959595959596,633,17,930,280,68.0645161290323,30.1075268817204,1.82795698924731,-201,-6,69,-13.5190615835777,4.48843271423917,9.03062886933855,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"490","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-36-KENOSHA","CITY OF KENOSHA WARD 36 KENOSHA","CITY OF KENOSHA","KENOSHA",194,74.6153846153846,17,260,6.53846153846154,49,18.8461538461538,257,1,291,33,88.3161512027491,11.340206185567,0.343642611683849,-63,16,16,-13.7007665873645,7.50594766058684,6.19481892677769,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"491","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-37-KENOSHA","CITY OF KENOSHA WARD 37 KENOSHA","CITY OF KENOSHA","KENOSHA",408,57.3033707865169,77,712,10.814606741573,227,31.8820224719101,557,13,808,238,68.9356435643564,29.4554455445545,1.60891089108911,-149,-11,64,-11.6322727778396,2.42657692735565,9.20569585048392,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"492","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-38-KENOSHA","CITY OF KENOSHA WARD 38 KENOSHA","CITY OF KENOSHA","KENOSHA",552,53.384912959381,68,1034,6.57640232108317,414,40.0386847195358,630,12,1070,428,58.8785046728972,40,1.1214953271028,-78,-14,56,-5.49359171351615,0.0386847195357802,5.45490699398037,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"493","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-39-KENOSHA","CITY OF KENOSHA WARD 39 KENOSHA","CITY OF KENOSHA","KENOSHA",309,48.28125,46,640,7.1875,285,44.53125,407,7,676,262,60.207100591716,38.7573964497041,1.03550295857988,-98,23,39,-11.925850591716,5.77385355029586,6.15199704142012,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"494","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-4-KENOSHA","CITY OF KENOSHA WARD 4 KENOSHA","CITY OF KENOSHA","KENOSHA",447,58.0519480519481,55,770,7.14285714285714,268,34.8051948051948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"495","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-40-KENOSHA","CITY OF KENOSHA WARD 40 KENOSHA","CITY OF KENOSHA","KENOSHA",169,67.0634920634921,15,252,5.95238095238095,68,26.984126984127,215,5,290,70,74.1379310344828,24.1379310344828,1.72413793103448,-46,-2,10,-7.0744389709907,2.84619594964423,4.22824302134647,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"496","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-41-KENOSHA","CITY OF KENOSHA WARD 41 KENOSHA","CITY OF KENOSHA","KENOSHA",223,48.2683982683983,31,462,6.70995670995671,208,45.021645021645,365,7,541,169,67.4676524953789,31.2384473197782,1.29390018484288,-142,39,24,-19.1992542269807,13.7831977018668,5.41605652511383,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"497","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-42-KENOSHA","CITY OF KENOSHA WARD 42 KENOSHA","CITY OF KENOSHA","KENOSHA",206,54.353562005277,28,379,7.38786279683377,145,38.2585751978892,312,5,430,113,72.5581395348837,26.2790697674419,1.16279069767442,-106,32,23,-18.2045775296067,11.9795054304473,6.22507209915935,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"498","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-43-KENOSHA","CITY OF KENOSHA WARD 43 KENOSHA","CITY OF KENOSHA","KENOSHA",409,54.1005291005291,51,756,6.74603174603175,296,39.1534391534392,521,14,827,292,62.9987908101572,35.3083434099154,1.69286577992745,-112,4,37,-8.89826170962809,3.8450957435238,5.0531659661043,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"499","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-44-KENOSHA","CITY OF KENOSHA WARD 44 KENOSHA","CITY OF KENOSHA","KENOSHA",231,45.4724409448819,26,508,5.11811023622047,251,49.4094488188976,282,5,531,244,53.1073446327684,45.9510357815443,0.941619585687382,-51,7,21,-7.63490368788647,3.45841303735338,4.17649065053309,0,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"500","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-45-KENOSHA","CITY OF KENOSHA WARD 45 KENOSHA","CITY OF KENOSHA","KENOSHA",181,52.463768115942,26,345,7.53623188405797,138,40,235,2,372,135,63.1720430107527,36.2903225806452,0.537634408602151,-54,3,24,-10.7082748948107,3.70967741935484,6.99859747545582,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"501","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-46-KENOSHA","CITY OF KENOSHA WARD 46 KENOSHA","CITY OF KENOSHA","KENOSHA",291,73.6708860759494,20,395,5.06329113924051,84,21.2658227848101,359,6,449,84,79.9554565701559,18.7082405345212,1.33630289532294,-68,0,14,-6.28457049420653,2.55758225028897,3.72698824391757,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
"502","CITY OF KENOSHA KENOSHA","CITY-OF-KENOSHA-WARD-47-KENOSHA","CITY OF KENOSHA WARD 47 KENOSHA","CITY OF KENOSHA","KENOSHA",138,58.2278481012658,17,237,7.17299578059072,82,34.5991561181435,165,3,241,73,68.4647302904564,30.2904564315353,1.2448132780083,-27,9,14,-10.2368821891906,4.30869968660819,5.92818250258242,1,1,1,"ES&S","ES&S DS200","ES&S ExpressVote",1,"ES&S","ES&S DS200","ES&S ExpressVote",NA
