"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"3023","VILLAGE OF CASHTON MONROE","VILLAGE-OF-CASHTON-WARD-1-3-MONROE","VILLAGE OF CASHTON WARDS 1-3 MONROE","VILLAGE OF CASHTON","MONROE",185,41.3870246085011,27,447,6.04026845637584,235,52.5727069351231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"MONROE","VILLAGE OF CASHTON","VILLAGE OF CASHTON WARDS 1-3 MONROE"
"3024","VILLAGE OF CASSVILLE GRANT","VILLAGE-OF-CASSVILLE-WARD-1-2-GRANT","VILLAGE OF CASSVILLE WARDS 1-2 GRANT","VILLAGE OF CASSVILLE","GRANT",176,44.1102756892231,21,399,5.26315789473684,202,50.6265664160401,239,6,396,151,60.3535353535353,38.1313131313131,1.51515151515152,-63,51,15,-16.2432596643123,12.495253284727,3.74800637958533,0,1,"GRANT","VILLAGE OF CASSVILLE","VILLAGE OF CASSVILLE WARDS 1-2 GRANT"
"3025","VILLAGE OF CATAWBA PRICE","VILLAGE-OF-CATAWBA-WARD-1-PRICE","VILLAGE OF CATAWBA WARD 1 PRICE","VILLAGE OF CATAWBA","PRICE",24,42.8571428571429,2,56,3.57142857142857,30,53.5714285714286,40,3,54,11,74.0740740740741,20.3703703703704,5.55555555555556,-16,19,-1,-31.2169312169312,33.2010582010582,-1.98412698412698,0,1,"PRICE","VILLAGE OF CATAWBA","VILLAGE OF CATAWBA WARD 1 PRICE"
"3026","VILLAGE OF CAZENOVIA RICHLAND","VILLAGE-OF-CAZENOVIA-WARD-1-RICHL-","VILLAGE OF CAZENOVIA WARD 1 RICHLAND","VILLAGE OF CAZENOVIA","RICHLAND",77,49.6774193548387,10,155,6.45161290322581,68,43.8709677419355,116,4,155,35,74.8387096774194,22.5806451612903,2.58064516129032,-39,33,6,-25.1612903225806,21.2903225806452,3.87096774193548,1,1,"RICHLAND","VILLAGE OF CAZENOVIA","VILLAGE OF CAZENOVIA WARD 1 RICHLAND"
"3027","VILLAGE OF CAZENOVIA SAUK","VILLAGE-OF-CAZENOVIA-WARD-2-SAUK","VILLAGE OF CAZENOVIA WARD 2 SAUK","VILLAGE OF CAZENOVIA","SAUK",3,42.8571428571429,1,7,14.2857142857143,3,42.8571428571429,5,0,9,4,55.5555555555556,44.4444444444444,0,-2,-1,1,-12.6984126984127,-1.58730158730159,14.2857142857143,0,1,"SAUK","VILLAGE OF CAZENOVIA","VILLAGE OF CAZENOVIA WARD 2 SAUK"
"3028","VILLAGE OF CECIL SHAWANO","VILLAGE-OF-CECIL-WARD-1-SHAWANO","VILLAGE OF CECIL WARD 1 SHAWANO","VILLAGE OF CECIL","SHAWANO",91,28.6163522012579,13,318,4.08805031446541,214,67.2955974842767,150,3,290,137,51.7241379310345,47.2413793103448,1.03448275862069,-59,77,10,-23.1077857297766,20.0542181739319,3.05356755584472,0,1,"SHAWANO","VILLAGE OF CECIL","VILLAGE OF CECIL WARD 1 SHAWANO"
"3029","VILLAGE OF CEDAR GROVE SHEBOYGAN","VILLAGE-OF-CEDAR-GROVE-WARD-1-3-SHEBOYGAN","VILLAGE OF CEDAR GROVE WARDS 1-3 SHEBOYGAN","VILLAGE OF CEDAR GROVE","SHEBOYGAN",205,17.4468085106383,95,1175,8.08510638297872,875,74.468085106383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"SHEBOYGAN","VILLAGE OF CEDAR GROVE","VILLAGE OF CEDAR GROVE WARDS 1-3 SHEBOYGAN"
"3030","VILLAGE OF CENTURIA POLK","VILLAGE-OF-CENTURIA-WARD-1-POLK","VILLAGE OF CENTURIA WARD 1 POLK","VILLAGE OF CENTURIA","POLK",103,33.1189710610932,20,311,6.43086816720257,188,60.4501607717042,169,9,350,172,48.2857142857143,49.1428571428571,2.57142857142857,-66,16,11,-15.166743224621,11.307303628847,3.859439595774,0,0,"POLK","VILLAGE OF CENTURIA","VILLAGE OF CENTURIA WARD 1 POLK"
"3031","VILLAGE OF CHASEBURG VERNON","VILLAGE-OF-CHASEBURG-WARD-1-VERNON","VILLAGE OF CHASEBURG WARD 1 VERNON","VILLAGE OF CHASEBURG","VERNON",64,39.7515527950311,15,161,9.3167701863354,82,50.9316770186335,75,1,142,66,52.8169014084507,46.4788732394366,0.704225352112676,-11,16,14,-13.0653486134197,4.45280377919692,8.61254483422273,0,1,"VERNON","VILLAGE OF CHASEBURG","VILLAGE OF CHASEBURG WARD 1 VERNON"
"3032","VILLAGE OF CHENEQUA WAUKESHA","VILLAGE-OF-CHENEQUA-WARD-1-WAUKESHA","VILLAGE OF CHENEQUA WARD 1 WAUKESHA","VILLAGE OF CHENEQUA","WAUKESHA",69,19.8275862068966,29,348,8.33333333333333,250,71.8390804597701,71,4,382,307,18.586387434555,80.3664921465969,1.04712041884817,-2,-57,25,1.24119877234158,-8.52741168682674,7.28621291448516,0,0,"WAUKESHA","VILLAGE OF CHENEQUA","VILLAGE OF CHENEQUA WARD 1 WAUKESHA"
"3033","VILLAGE OF CLAYTON POLK","VILLAGE-OF-CLAYTON-WARD-1-POLK","VILLAGE OF CLAYTON WARD 1 POLK","VILLAGE OF CLAYTON","POLK",58,29.5918367346939,13,196,6.63265306122449,125,63.7755102040816,97,2,193,94,50.259067357513,48.7046632124352,1.03626943005181,-39,31,11,-20.6672306228191,15.0708469916464,5.59638363117268,0,1,"POLK","VILLAGE OF CLAYTON","VILLAGE OF CLAYTON WARD 1 POLK"
"3034","VILLAGE OF CLEAR LAKE POLK","VILLAGE-OF-CLEAR-LAKE-WARD-1-2-POLK","VILLAGE OF CLEAR LAKE WARDS 1-2 POLK","VILLAGE OF CLEAR LAKE","POLK",148,29.8387096774194,14,496,2.82258064516129,334,67.3387096774193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"POLK","VILLAGE OF CLEAR LAKE","VILLAGE OF CLEAR LAKE WARDS 1-2 POLK"
"3035","VILLAGE OF CLEVELAND MANITOWOC","VILLAGE-OF-CLEVEL-WARD-1-2-MANITOWOC","VILLAGE OF CLEVELAND WARDS 1-2 MANITOWOC","VILLAGE OF CLEVELAND","MANITOWOC",291,37.1173469387755,58,784,7.39795918367347,435,55.484693877551,388,10,789,391,49.1761723700887,49.5564005069708,1.26742712294043,-97,44,48,-12.0588254313132,5.92829337058017,6.13053206073304,0,0,"MANITOWOC","VILLAGE OF CLEVELAND","VILLAGE OF CLEVELAND WARDS 1-2 MANITOWOC"
"3036","VILLAGE OF CLINTON ROCK","VILLAGE-OF-CLINTON-WARD-1-3-ROCK","VILLAGE OF CLINTON WARDS 1-3 ROCK","VILLAGE OF CLINTON","ROCK",360,36.1809045226131,109,995,10.9547738693467,526,52.8643216080402,548,32,1035,455,52.9468599033816,43.9613526570048,3.09178743961353,-188,71,77,-16.7659553807686,8.90296895103537,7.86298642973321,0,1,"ROCK","VILLAGE OF CLINTON","VILLAGE OF CLINTON WARDS 1-3 ROCK"
"3037","VILLAGE OF CLYMAN DODGE","VILLAGE-OF-CLYMAN-WARD-1-DODGE","VILLAGE OF CLYMAN WARD 1 DODGE","VILLAGE OF CLYMAN","DODGE",65,33.8541666666667,17,192,8.85416666666667,110,57.2916666666667,112,5,205,88,54.6341463414634,42.9268292682927,2.4390243902439,-47,22,12,-20.7799796747967,14.364837398374,6.41514227642277,0,1,"DODGE","VILLAGE OF CLYMAN","VILLAGE OF CLYMAN WARD 1 DODGE"
"3038","VILLAGE OF COBB IOWA","VILLAGE-OF-COBB-WARD-1-IOWA","VILLAGE OF COBB WARD 1 IOWA","VILLAGE OF COBB","IOWA",126,51.219512195122,24,246,9.75609756097561,96,39.0243902439024,173,6,251,72,68.9243027888446,28.6852589641434,2.39043824701195,-47,24,18,-17.7047905937227,10.339131279759,7.36565931396366,1,1,"IOWA","VILLAGE OF COBB","VILLAGE OF COBB WARD 1 IOWA"
"3039","VILLAGE OF COCHRANE BUFFALO","VILLAGE-OF-COCHRANE-WARD-1-BUFFALO","VILLAGE OF COCHRANE WARD 1 BUFFALO","VILLAGE OF COCHRANE","BUFFALO",82,40.7960199004975,14,201,6.96517412935323,105,52.2388059701493,122,6,232,104,52.5862068965517,44.8275862068966,2.58620689655172,-40,1,8,-11.7901869960542,7.4112197632527,4.37896723280151,0,1,"BUFFALO","VILLAGE OF COCHRANE","VILLAGE OF COCHRANE WARD 1 BUFFALO"
"3040","VILLAGE OF COLEMAN MARINETTE","VILLAGE-OF-COLEMAN-WARD-1-MARINETTE","VILLAGE OF COLEMAN WARD 1 MARINETTE","VILLAGE OF COLEMAN","MARINETTE",102,29.6511627906977,15,344,4.36046511627907,227,65.9883720930232,155,4,340,181,45.5882352941176,53.2352941176471,1.17647058823529,-53,46,11,-15.93707250342,12.7530779753762,3.18399452804378,0,0,"MARINETTE","VILLAGE OF COLEMAN","VILLAGE OF COLEMAN WARD 1 MARINETTE"
"3041","VILLAGE OF COLFAX DUNN","VILLAGE-OF-COLFAX-WARD-1-2-DUNN","VILLAGE OF COLFAX WARD 1-2 DUNN","VILLAGE OF COLFAX","DUNN",225,41.82156133829,35,538,6.50557620817844,278,51.6728624535316,318,5,524,201,60.6870229007634,38.3587786259542,0.954198473282443,-93,77,30,-18.8654615624734,13.3140838275774,5.551377734896,0,1,"DUNN","VILLAGE OF COLFAX","VILLAGE OF COLFAX WARD 1-2 DUNN"
"3042","VILLAGE OF COLOMA WAUSHARA","VILLAGE-OF-COLOMA-WARD-1-WAUSHARA","VILLAGE OF COLOMA WARD 1 WAUSHARA","VILLAGE OF COLOMA","WAUSHARA",70,31.1111111111111,9,225,4,146,64.8888888888889,114,1,211,96,54.0284360189574,45.4976303317536,0.4739336492891,-44,50,8,-22.9173249078462,19.3912585571353,3.5260663507109,0,1,"WAUSHARA","VILLAGE OF COLOMA","VILLAGE OF COLOMA WARD 1 WAUSHARA"
"3043","VILLAGE OF COMBINED LOCKS OUTAGAMIE","VILLAGE-OF-LOCKS-WARD-1-5-OUTAGAMIE","VILLAGE OF COMBINED LOCKS WARDS 1-5 OUTAGAMIE","VILLAGE OF COMBINED LOCKS","OUTAGAMIE",794,38.8644150758688,120,2043,5.87371512481645,1129,55.2618697993147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","VILLAGE OF COMBINED LOCKS","VILLAGE OF COMBINED LOCKS WARDS 1-5 OUTAGAMIE"
"3044","VILLAGE OF CONRATH RUSK","VILLAGE-OF-CONRATH-WARD-1-RUSK","VILLAGE OF CONRATH WARD 1 RUSK","VILLAGE OF CONRATH","RUSK",15,36.5853658536585,4,41,9.75609756097561,22,53.6585365853659,23,1,40,16,57.5,40,2.5,-8,6,3,-20.9146341463415,13.6585365853659,7.25609756097561,0,1,"RUSK","VILLAGE OF CONRATH","VILLAGE OF CONRATH WARD 1 RUSK"
"3045","VILLAGE OF COON VALLEY VERNON","VILLAGE-OF-COON-VALLEY-WARD-1-VERNON","VILLAGE OF COON VALLEY WARD 1 VERNON","VILLAGE OF COON VALLEY","VERNON",189,46.3235294117647,28,408,6.86274509803922,191,46.8137254901961,257,6,423,160,60.7565011820331,37.8250591016548,1.41843971631206,-68,31,22,-14.4329717702684,8.98866638854123,5.44430538172716,0,1,"VERNON","VILLAGE OF COON VALLEY","VILLAGE OF COON VALLEY WARD 1 VERNON"
"3046","VILLAGE OF COTTAGE GROVE DANE","VILLAGE-OF-COTTAGE-GROVE-WARD-1-10-DANE","VILLAGE OF COTTAGE GROVE WARDS 1-10 DANE","VILLAGE OF COTTAGE GROVE","DANE",2245,60.8731019522777,247,3688,6.69739696312364,1196,32.4295010845987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","VILLAGE OF COTTAGE GROVE","VILLAGE OF COTTAGE GROVE WARDS 1-10 DANE"
"3047","VILLAGE OF COUDERAY SAWYER","VILLAGE-OF-COUDERAY-WARD-1-SAWYER","VILLAGE OF COUDERAY WARD 1 SAWYER","VILLAGE OF COUDERAY","SAWYER",26,52,2,50,4,22,44,33,2,52,17,63.4615384615385,32.6923076923077,3.84615384615385,-7,5,0,-11.4615384615385,11.3076923076923,0.153846153846154,1,1,"SAWYER","VILLAGE OF COUDERAY","VILLAGE OF COUDERAY WARD 1 SAWYER"
"3048","VILLAGE OF CRIVITZ MARINETTE","VILLAGE-OF-CRIVITZ-WARD-1-MARINETTE","VILLAGE OF CRIVITZ WARD 1 MARINETTE","VILLAGE OF CRIVITZ","MARINETTE",138,30.1969365426696,19,457,4.15754923413567,300,65.6455142231948,278,4,507,225,54.8323471400395,44.3786982248521,0.788954635108481,-140,75,15,-24.6354105973699,21.2668159983427,3.36859459902719,0,1,"MARINETTE","VILLAGE OF CRIVITZ","VILLAGE OF CRIVITZ WARD 1 MARINETTE"
"3049","VILLAGE OF CROSS PLAINS DANE","VILLAGE-OF-CROSS-PLAINS-WARD-1-4-DANE","VILLAGE OF CROSS PLAINS WARD 1-4 DANE","VILLAGE OF CROSS PLAINS","DANE",1345,60.5855855855856,178,2220,8.01801801801802,697,31.3963963963964,1368,28,2118,722,64.5892351274787,34.0887629839471,1.32200188857413,-23,-25,150,-4.00364954189315,-2.69236658755072,6.69601612944389,1,1,"DANE","VILLAGE OF CROSS PLAINS","VILLAGE OF CROSS PLAINS WARD 1-4 DANE"
"3050","VILLAGE OF CURTISS CLARK","VILLAGE-OF-CURTISS-WARD-1-CLARK","VILLAGE OF CURTISS WARD 1 CLARK","VILLAGE OF CURTISS","CLARK",12,25.531914893617,3,47,6.38297872340426,32,68.0851063829787,33,1,63,29,52.3809523809524,46.031746031746,1.58730158730159,-21,3,2,-26.8490374873354,22.0533603512327,4.79567713610267,0,1,"CLARK","VILLAGE OF CURTISS","VILLAGE OF CURTISS WARD 1 CLARK"
"3051","VILLAGE OF DALLAS BARRON","VILLAGE-OF-DALLAS-WARD-1-BARRON","VILLAGE OF DALLAS WARD 1 BARRON","VILLAGE OF DALLAS","BARRON",60,33.3333333333333,7,180,3.88888888888889,113,62.7777777777778,86,4,178,88,48.314606741573,49.438202247191,2.24719101123596,-26,25,3,-14.9812734082397,13.3395755305868,1.64169787765293,0,0,"BARRON","VILLAGE OF DALLAS","VILLAGE OF DALLAS WARD 1 BARRON"
"3052","VILLAGE OF DANE DANE","VILLAGE-OF-DANE-WARD-1-DANE","VILLAGE OF DANE WARD 1 DANE","VILLAGE OF DANE","DANE",270,48.3870967741936,49,558,8.78136200716846,239,42.831541218638,309,2,477,166,64.7798742138365,34.8008385744235,0.419287211740042,-39,73,47,-16.3927774396429,8.03070264421451,8.36207479542842,1,1,"DANE","VILLAGE OF DANE","VILLAGE OF DANE WARD 1 DANE"
"3053","VILLAGE OF DARIEN WALWORTH","VILLAGE-OF-DARIEN-WARD-1-2-WALWORTH","VILLAGE OF DARIEN WARD 1-2 WALWORTH","VILLAGE OF DARIEN","WALWORTH",250,37.25782414307,50,671,7.45156482861401,371,55.290611028316,338,8,633,287,53.3965244865719,45.3396524486572,1.26382306477093,-88,84,42,-16.1387003435018,9.95095857965877,6.18774176384308,0,1,"WALWORTH","VILLAGE OF DARIEN","VILLAGE OF DARIEN WARD 1-2 WALWORTH"
"3054","VILLAGE OF DE SOTO VERNON","VILLAGE-OF-DE-SOTO-WARD-1-VERNON","VILLAGE OF DE SOTO WARD 1 VERNON","VILLAGE OF DE SOTO","VERNON",50,40.9836065573771,4,122,3.27868852459016,68,55.7377049180328,66,2,128,60,51.5625,46.875,1.5625,-16,8,2,-10.5788934426229,8.86270491803278,1.71618852459016,0,1,"VERNON","VILLAGE OF DE SOTO","VILLAGE OF DE SOTO WARD 1 VERNON"
"3055","VILLAGE OF DE SOTO CRAWFORD","VILLAGE-OF-DE-SOTO-WARD-2-CRAWFORD","VILLAGE OF DE SOTO WARD 2 CRAWFORD","VILLAGE OF DE SOTO","CRAWFORD",29,61.7021276595745,0,47,0,18,38.2978723404255,35,0,49,14,71.4285714285714,28.5714285714286,0,-6,4,0,-9.72644376899697,9.72644376899697,0,1,1,"CRAWFORD","VILLAGE OF DE SOTO","VILLAGE OF DE SOTO WARD 2 CRAWFORD"
"3056","VILLAGE OF DEER PARK ST. CROIX","VILLAGE-OF-DEER-PARK-WARD-1-ST.-CROIX","VILLAGE OF DEER PARK WARD 1 ST. CROIX","VILLAGE OF DEER PARK","ST. CROIX",21,18.75,9,112,8.03571428571429,82,73.2142857142857,46,4,115,65,40,56.5217391304348,3.47826086956522,-25,17,5,-21.25,16.6925465838509,4.55745341614907,0,0,"ST. CROIX","VILLAGE OF DEER PARK","VILLAGE OF DEER PARK WARD 1 ST. CROIX"
"3057","VILLAGE OF DEERFIELD DANE","VILLAGE-OF-DEERFIELD-WARD-1-3-DANE","VILLAGE OF DEERFIELD WARD 1-3 DANE","VILLAGE OF DEERFIELD","DANE",735,55.8510638297872,104,1316,7.90273556231003,477,36.2462006079027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","VILLAGE OF DEERFIELD","VILLAGE OF DEERFIELD WARD 1-3 DANE"
"3058","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-1-3-6-15-DANE","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE","VILLAGE OF DEFOREST","DANE",1306,55.5981268624947,210,2349,8.93997445721584,833,35.4618986802895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3059","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-11-DANE","VILLAGE OF DEFOREST WARD 11 DANE","VILLAGE OF DEFOREST","DANE",279,59.7430406852248,30,467,6.42398286937901,158,33.8329764453961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3060","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-2-DANE","VILLAGE OF DEFOREST WARD 2 DANE","VILLAGE OF DEFOREST","DANE",214,60.968660968661,32,351,9.11680911680912,105,29.9145299145299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3061","VILLAGE OF DEFOREST DANE","VILLAGE-OF-DEFOREST-WARD-7-10-12-DANE","VILLAGE OF DEFOREST WARD 7-10,12 DANE","VILLAGE OF DEFOREST","DANE",1098,58.7479935794543,147,1869,7.86516853932584,624,33.3868378812199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DANE","VILLAGE OF DEFOREST","VILLAGE OF DEFOREST WARD 1,3-6,15 DANE"
"3062","VILLAGE OF DENMARK BROWN","VILLAGE-OF-DENMARK-WARD-1-3-BROWN","VILLAGE OF DENMARK WARDS 1-3 BROWN","VILLAGE OF DENMARK","BROWN",361,33.8331771321462,61,1067,5.71696344892221,645,60.4498594189316,630,14,1085,441,58.0645161290323,40.6451612903226,1.29032258064516,-269,204,47,-24.2313389968861,19.804698128609,4.42664086827705,0,1,"BROWN","VILLAGE OF DENMARK","VILLAGE OF DENMARK WARDS 1-3 BROWN"
"3063","VILLAGE OF DICKEYVILLE GRANT","VILLAGE-OF-DICKEYVILLE-WARD-1-2-GRANT","VILLAGE OF DICKEYVILLE WARDS 1-2 GRANT","VILLAGE OF DICKEYVILLE","GRANT",225,42.4528301886792,29,530,5.47169811320755,276,52.0754716981132,302,8,550,240,54.9090909090909,43.6363636363636,1.45454545454545,-77,36,21,-12.4562607204117,8.43910806174957,4.01715265866209,0,1,"GRANT","VILLAGE OF DICKEYVILLE","VILLAGE OF DICKEYVILLE WARDS 1-2 GRANT"
"3064","VILLAGE OF DORCHESTER CLARK","VILLAGE-OF-DORCHESTER-WARD-1-CLARK","VILLAGE OF DORCHESTER WARD 1 CLARK","VILLAGE OF DORCHESTER","CLARK",79,26.8707482993197,19,294,6.46258503401361,196,66.6666666666667,173,11,320,136,54.0625,42.5,3.4375,-94,60,8,-27.1917517006803,24.1666666666667,3.02508503401361,0,1,"CLARK","VILLAGE OF DORCHESTER","VILLAGE OF DORCHESTER WARD 1 CLARK"
"3065","VILLAGE OF DORCHESTER MARATHON","VILLAGE-OF-DORCHESTER-WARD-2-MARATHON","VILLAGE OF DORCHESTER WARD 2 MARATHON","VILLAGE OF DORCHESTER","MARATHON",0,0,0,1,0,1,100,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,0,0,"MARATHON","VILLAGE OF DORCHESTER","VILLAGE OF DORCHESTER WARD 2 MARATHON"
"3066","VILLAGE OF DOUSMAN WAUKESHA","VILLAGE-OF-DOUSMAN-WARD-1-3-WAUKESHA","VILLAGE OF DOUSMAN WARDS 1-3 WAUKESHA","VILLAGE OF DOUSMAN","WAUKESHA",371,28.2990083905416,89,1311,6.78871090770404,851,64.9122807017544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WAUKESHA","VILLAGE OF DOUSMAN","VILLAGE OF DOUSMAN WARDS 1-3 WAUKESHA"
"3067","VILLAGE OF DOWNING DUNN","VILLAGE-OF-DOWNING-WARD-1-DUNN","VILLAGE OF DOWNING WARD 1 DUNN","VILLAGE OF DOWNING","DUNN",28,23.5294117647059,2,119,1.68067226890756,89,74.7899159663866,55,0,101,46,54.4554455445545,45.5445544554455,0,-27,43,2,-30.9260337798486,29.245361510941,1.68067226890756,0,1,"DUNN","VILLAGE OF DOWNING","VILLAGE OF DOWNING WARD 1 DUNN"
"3068","VILLAGE OF DOYLESTOWN COLUMBIA","VILLAGE-OF-DOYLESTOWN-WARD-1-COLUMBIA","VILLAGE OF DOYLESTOWN WARD 1 COLUMBIA","VILLAGE OF DOYLESTOWN","COLUMBIA",63,45.3237410071942,15,139,10.7913669064748,61,43.8848920863309,77,5,152,70,50.6578947368421,46.0526315789474,3.28947368421053,-14,-9,10,-5.33415372964786,-2.16773949261643,7.50189322226429,1,1,"COLUMBIA","VILLAGE OF DOYLESTOWN","VILLAGE OF DOYLESTOWN WARD 1 COLUMBIA"
"3069","VILLAGE OF DRESSER POLK","VILLAGE-OF-DRESSER-WARD-1-POLK","VILLAGE OF DRESSER WARD 1 POLK","VILLAGE OF DRESSER","POLK",149,35.1415094339623,40,424,9.43396226415094,235,55.4245283018868,179,11,414,224,43.2367149758454,54.1062801932367,2.65700483091787,-30,11,29,-8.09520554188315,1.31824810865007,6.77695743323307,0,0,"POLK","VILLAGE OF DRESSER","VILLAGE OF DRESSER WARD 1 POLK"
"3070","VILLAGE OF EAGLE WAUKESHA","VILLAGE-OF-EAGLE-WARD-1-2-WAUKESHA","VILLAGE OF EAGLE WARDS 1-2 WAUKESHA","VILLAGE OF EAGLE","WAUKESHA",241,21.1589113257243,86,1139,7.55048287971905,812,71.2906057945566,347,10,1073,716,32.3392357875116,66.7287977632805,0.931966449207828,-106,96,76,-11.1803244617873,4.5618080312761,6.61851643051122,0,0,"WAUKESHA","VILLAGE OF EAGLE","VILLAGE OF EAGLE WARDS 1-2 WAUKESHA"
"3071","VILLAGE OF EAST TROY WALWORTH","VILLAGE-OF-EAST-TROY-WARD-1-5-WALWORTH","VILLAGE OF EAST TROY WARD 1-5 WALWORTH","VILLAGE OF EAST TROY","WALWORTH",729,29.9506984387839,206,2434,8.46343467543139,1499,61.5858668857847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WALWORTH","VILLAGE OF EAST TROY","VILLAGE OF EAST TROY WARD 1-5 WALWORTH"
"3072","VILLAGE OF EASTMAN CRAWFORD","VILLAGE-OF-EASTMAN-WARD-1-CRAWFORD","VILLAGE OF EASTMAN WARD 1 CRAWFORD","VILLAGE OF EASTMAN","CRAWFORD",55,31.0734463276836,11,177,6.21468926553672,111,62.7118644067797,109,4,190,77,57.3684210526316,40.5263157894737,2.10526315789474,-54,34,7,-26.294974724948,22.185548617306,4.10942610764199,0,1,"CRAWFORD","VILLAGE OF EASTMAN","VILLAGE OF EASTMAN WARD 1 CRAWFORD"
"3073","VILLAGE OF EDEN FOND DU LAC","VILLAGE-OF-EDEN-WARD-1-FOND-DU-LAC","VILLAGE OF EDEN WARD 1 FOND DU LAC","VILLAGE OF EDEN","FOND DU LAC",101,25.5050505050505,16,396,4.04040404040404,279,70.4545454545455,177,10,400,213,44.25,53.25,2.5,-76,66,6,-18.7449494949495,17.2045454545455,1.54040404040404,0,0,"FOND DU LAC","VILLAGE OF EDEN","VILLAGE OF EDEN WARD 1 FOND DU LAC"
"3074","VILLAGE OF EDGAR MARATHON","VILLAGE-OF-EDGAR-WARD-1-2-MARATHON","VILLAGE OF EDGAR WARDS 1-2 MARATHON","VILLAGE OF EDGAR","MARATHON",267,35.6,41,750,5.46666666666667,442,58.9333333333333,403,16,738,319,54.6070460704607,43.2249322493225,2.1680216802168,-136,123,25,-19.0070460704607,15.7084010840108,3.29864498644986,0,1,"MARATHON","VILLAGE OF EDGAR","VILLAGE OF EDGAR WARDS 1-2 MARATHON"
"3075","VILLAGE OF EGG HARBOR DOOR","VILLAGE-OF-EGG-HARBOR-WARD-1-DOOR","VILLAGE OF EGG HARBOR WARD 1 DOOR","VILLAGE OF EGG HARBOR","DOOR",113,56.2189054726368,8,201,3.98009950248756,80,39.8009950248756,116,1,190,73,61.0526315789474,38.4210526315789,0.526315789473684,-3,7,7,-4.83372610631056,1.37994239329668,3.45378371301388,1,1,"DOOR","VILLAGE OF EGG HARBOR","VILLAGE OF EGG HARBOR WARD 1 DOOR"
"3076","VILLAGE OF ELAND SHAWANO","VILLAGE-OF-EL-WARD-1-SHAWANO","VILLAGE OF ELAND WARD 1 SHAWANO","VILLAGE OF ELAND","SHAWANO",58,53.7037037037037,3,108,2.77777777777778,47,43.5185185185185,98,0,139,41,70.5035971223022,29.4964028776978,0,-40,6,3,-16.7998934185984,14.0221156408207,2.77777777777778,1,1,"SHAWANO","VILLAGE OF ELAND","VILLAGE OF ELAND WARD 1 SHAWANO"
"3077","VILLAGE OF ELDERON MARATHON","VILLAGE-OF-ELDERON-WARD-1-MARATHON","VILLAGE OF ELDERON WARD 1 MARATHON","VILLAGE OF ELDERON","MARATHON",28,29.7872340425532,7,94,7.4468085106383,59,62.7659574468085,45,2,86,39,52.3255813953488,45.3488372093023,2.32558139534884,-17,20,5,-22.5383473527957,17.4171202375062,5.12122711528946,0,1,"MARATHON","VILLAGE OF ELDERON","VILLAGE OF ELDERON WARD 1 MARATHON"
"3078","VILLAGE OF ELEVA TREMPEALEAU","VILLAGE-OF-ELEVA-WARD-1-TREMPEALEAU","VILLAGE OF ELEVA WARD 1 TREMPEALEAU","VILLAGE OF ELEVA","TREMPEALEAU",137,44.6254071661238,10,307,3.25732899022801,160,52.1172638436482,213,5,307,89,69.3811074918567,28.9902280130293,1.62866449511401,-76,71,5,-24.7557003257329,23.1270358306189,1.62866449511401,0,1,"TREMPEALEAU","VILLAGE OF ELEVA","VILLAGE OF ELEVA WARD 1 TREMPEALEAU"
