"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit"
"2244","TOWN OF LEROY DODGE","TOWN-OF-LEROY-WARD-1-2-DODGE","TOWN OF LEROY WARDS 1-2 DODGE","TOWN OF LEROY","DODGE",112,21.4971209213052,22,521,4.22264875239923,387,74.2802303262956,158,2,542,382,29.1512915129151,70.479704797048,0.3690036900369,-46,5,20,-7.65417059160995,3.80052552924761,3.85364506236233,0,0,"DODGE","TOWN OF LEROY","TOWN OF LEROY WARDS 1-2 DODGE"
"2245","TOWN OF LESSOR SHAWANO","TOWN-OF-LESSOR-WARD-1-2-SHAWANO","TOWN OF LESSOR WARDS 1-2 SHAWANO","TOWN OF LESSOR","SHAWANO",141,21.3960546282246,28,659,4.24886191198786,490,74.3550834597876,231,13,637,393,36.2637362637363,61.6954474097331,2.04081632653061,-90,97,15,-14.8676816355117,12.6596360500544,2.20804558545725,0,0,"SHAWANO","TOWN OF LESSOR","TOWN OF LESSOR WARDS 1-2 SHAWANO"
"2246","TOWN OF LEVIS CLARK","TOWN-OF-LEVIS-WARD-1-2-CLARK","TOWN OF LEVIS WARDS 1-2 CLARK","TOWN OF LEVIS","CLARK",61,26.8722466960352,10,227,4.40528634361234,156,68.7224669603524,109,2,243,132,44.8559670781893,54.320987654321,0.823045267489712,-48,24,8,-17.9837203821541,14.4014793060314,3.58224107612262,0,0,"CLARK","TOWN OF LEVIS","TOWN OF LEVIS WARDS 1-2 CLARK"
"2247","TOWN OF LEWISTON COLUMBIA","TOWN-OF-LEWISTON-WARD-1-2-COLUMBIA","TOWN OF LEWISTON WARDS 1-2 COLUMBIA","TOWN OF LEWISTON","COLUMBIA",305,44.4606413994169,38,686,5.53935860058309,343,50,379,2,688,307,55.0872093023256,44.6220930232558,0.290697674418605,-74,36,36,-10.6265679029087,5.37790697674419,5.24866092616449,0,1,"COLUMBIA","TOWN OF LEWISTON","TOWN OF LEWISTON WARDS 1-2 COLUMBIA"
"2248","TOWN OF LIBERTY GROVE DOOR","TOWN-OF-LIBERTY-GROVE-WARD-1-3-DOOR","TOWN OF LIBERTY GROVE WARDS 1-3 DOOR","TOWN OF LIBERTY GROVE","DOOR",733,52.1337126600285,91,1406,6.47226173541963,582,41.3940256045519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"DOOR","TOWN OF LIBERTY GROVE","TOWN OF LIBERTY GROVE WARDS 1-3 DOOR"
"2249","TOWN OF LIBERTY GRANT","TOWN-OF-LIBERTY-WARD-1-GRANT","TOWN OF LIBERTY WARD 1 GRANT","TOWN OF LIBERTY","GRANT",72,30.7692307692308,17,234,7.26495726495727,145,61.965811965812,119,2,258,137,46.1240310077519,53.1007751937985,0.775193798449612,-47,8,15,-15.3548002385212,8.86503677201351,6.48976346650765,0,0,"GRANT","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1 GRANT"
"2250","TOWN OF LIBERTY OUTAGAMIE","TOWN-OF-LIBERTY-WARD-1-OUTAGAMIE","TOWN OF LIBERTY WARD 1 OUTAGAMIE","TOWN OF LIBERTY","OUTAGAMIE",131,25.5360623781676,17,513,3.31384015594542,365,71.1500974658869,170,11,464,283,36.6379310344828,60.9913793103448,2.37068965517241,-39,82,6,-11.1018686563151,10.1587181555421,0.943150500773005,0,0,"OUTAGAMIE","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1 OUTAGAMIE"
"2251","TOWN OF LIBERTY VERNON","TOWN-OF-LIBERTY-WARD-1-VERNON","TOWN OF LIBERTY WARD 1 VERNON","TOWN OF LIBERTY","VERNON",86,50,15,172,8.72093023255814,71,41.2790697674419,81,7,144,56,56.25,38.8888888888889,4.86111111111111,5,15,8,-6.25,2.39018087855297,3.85981912144703,1,1,"VERNON","TOWN OF LIBERTY","TOWN OF LIBERTY WARD 1 VERNON"
"2252","TOWN OF LIBERTY MANITOWOC","TOWN-OF-LIBERTY-WARD-1-2-MANITOWOC","TOWN OF LIBERTY WARDS 1-2 MANITOWOC","TOWN OF LIBERTY","MANITOWOC",180,24.5566166439291,41,733,5.59345156889495,512,69.849931787176,265,4,748,479,35.427807486631,64.0374331550802,0.53475935828877,-85,33,37,-10.871190842702,5.81249863209578,5.05869221060618,0,0,"MANITOWOC","TOWN OF LIBERTY","TOWN OF LIBERTY WARDS 1-2 MANITOWOC"
"2253","TOWN OF LIMA GRANT","TOWN-OF-LIMA-WARD-1-GRANT","TOWN OF LIMA WARD 1 GRANT","TOWN OF LIMA","GRANT",138,39.6551724137931,25,348,7.18390804597701,185,53.1609195402299,198,7,375,170,52.8,45.3333333333333,1.86666666666667,-60,15,18,-13.1448275862069,7.82758620689656,5.31724137931034,0,1,"GRANT","TOWN OF LIMA","TOWN OF LIMA WARD 1 GRANT"
"2254","TOWN OF LIMA PEPIN","TOWN-OF-LIMA-WARD-1-2-PEPIN","TOWN OF LIMA WARDS 1-2 PEPIN","TOWN OF LIMA","PEPIN",98,31.2101910828025,16,314,5.09554140127389,200,63.6942675159236,147,1,321,173,45.7943925233645,53.8940809968847,0.311526479750779,-49,27,15,-14.5842014405619,9.80018651903883,4.78401492152311,0,0,"PEPIN","TOWN OF LIMA","TOWN OF LIMA WARDS 1-2 PEPIN"
"2255","TOWN OF LIMA ROCK","TOWN-OF-LIMA-WARD-1-2-ROCK","TOWN OF LIMA WARDS 1-2 ROCK","TOWN OF LIMA","ROCK",252,40.32,48,625,7.68,325,52,342,9,658,307,51.9756838905775,46.6565349544073,1.3677811550152,-90,18,39,-11.6556838905775,5.3434650455927,6.3122188449848,0,1,"ROCK","TOWN OF LIMA","TOWN OF LIMA WARDS 1-2 ROCK"
"2256","TOWN OF LIMA SHEBOYGAN","TOWN-OF-LIMA-WARD-1-4-SHEBOYGAN","TOWN OF LIMA WARDS 1-4 SHEBOYGAN","TOWN OF LIMA","SHEBOYGAN",412,23.5294117647059,116,1751,6.62478583666476,1223,69.8458023986294,475,21,1817,1321,26.1419922949917,72.7022564667033,1.1557512383049,-63,-98,95,-2.61258053028586,-2.85645406807399,5.46903459835987,0,0,"SHEBOYGAN","TOWN OF LIMA","TOWN OF LIMA WARDS 1-4 SHEBOYGAN"
"2257","TOWN OF LINCOLN POLK","TOWN-OF-LINCOLN-WARD-1-4-POLK","TOWN OF LINCOLN WARD 1-4 POLK","TOWN OF LINCOLN","POLK",395,31.6,65,1250,5.2,790,63.2,527,17,1256,712,41.9585987261147,56.687898089172,1.35350318471338,-132,78,48,-10.3585987261146,6.51210191082803,3.84649681528662,0,0,"POLK","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1-4 POLK"
"2258","TOWN OF LINCOLN ADAMS","TOWN-OF-LINCOLN-WARD-1-ADAMS","TOWN OF LINCOLN WARD 1 ADAMS","TOWN OF LINCOLN","ADAMS",76,42.2222222222222,6,180,3.33333333333333,98,54.4444444444444,84,2,166,80,50.6024096385542,48.1927710843374,1.20481927710843,-8,18,4,-8.38018741633199,6.25167336010709,2.1285140562249,0,1,"ADAMS","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 ADAMS"
"2259","TOWN OF LINCOLN BAYFIELD","TOWN-OF-LINCOLN-WARD-1-BAYFIELD","TOWN OF LINCOLN WARD 1 BAYFIELD","TOWN OF LINCOLN","BAYFIELD",65,35.7142857142857,14,182,7.69230769230769,103,56.5934065934066,101,3,181,77,55.8011049723757,42.5414364640884,1.65745856353591,-36,26,11,-20.08681925809,14.0519701293182,6.03484912877178,0,1,"BAYFIELD","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 BAYFIELD"
"2260","TOWN OF LINCOLN BUFFALO","TOWN-OF-LINCOLN-WARD-1-BUFFALO","TOWN OF LINCOLN WARD 1 BUFFALO","TOWN OF LINCOLN","BUFFALO",40,32.258064516129,6,124,4.83870967741935,78,62.9032258064516,49,1,111,61,44.1441441441441,54.954954954955,0.900900900900901,-9,17,5,-11.8860796280151,7.94827085149666,3.93780877651845,0,0,"BUFFALO","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 BUFFALO"
"2261","TOWN OF LINCOLN BURNETT","TOWN-OF-LINCOLN-WARD-1-BURNETT","TOWN OF LINCOLN WARD 1 BURNETT","TOWN OF LINCOLN","BURNETT",45,26.1627906976744,4,172,2.32558139534884,123,71.5116279069768,78,6,159,75,49.0566037735849,47.1698113207547,3.77358490566038,-33,48,-2,-22.8938130759105,24.341816586222,-1.44800351031154,0,1,"BURNETT","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 BURNETT"
"2262","TOWN OF LINCOLN KEWAUNEE","TOWN-OF-LINCOLN-WARD-1-KEWAUNEE","TOWN OF LINCOLN WARD 1 KEWAUNEE","TOWN OF LINCOLN","KEWAUNEE",142,29.5218295218295,23,481,4.78170478170478,316,65.6964656964657,240,5,492,247,48.780487804878,50.2032520325203,1.01626016260163,-98,69,18,-19.2586582830485,15.4932136639454,3.76544461910316,0,0,"KEWAUNEE","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 KEWAUNEE"
"2263","TOWN OF LINCOLN MONROE","TOWN-OF-LINCOLN-WARD-1-MONROE","TOWN OF LINCOLN WARD 1 MONROE","TOWN OF LINCOLN","MONROE",94,21.5102974828375,24,437,5.49199084668192,319,72.9977116704805,136,5,432,291,31.4814814814815,67.3611111111111,1.15740740740741,-42,28,19,-9.97118399864395,5.63660055936943,4.33458343927451,0,0,"MONROE","TOWN OF LINCOLN","TOWN OF LINCOLN WARD 1 MONROE"
"2264","TOWN OF LINCOLN EAU CLAIRE","TOWN-OF-LINCOLN-WARD-1-2-EAU-CLAIRE","TOWN OF LINCOLN WARDS 1-2 EAU CLAIRE","TOWN OF LINCOLN","EAU CLAIRE",214,36.5811965811966,31,585,5.2991452991453,340,58.1196581196581,275,3,599,321,45.9098497495826,53.5893155258765,0.500834724540901,-61,19,28,-9.32865316838606,4.53034259378167,4.7983105746044,0,0,"EAU CLAIRE","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-2 EAU CLAIRE"
"2265","TOWN OF LINCOLN TREMPEALEAU","TOWN-OF-LINCOLN-WARD-1-2-TREMPEALEAU","TOWN OF LINCOLN WARDS 1-2 TREMPEALEAU","TOWN OF LINCOLN","TREMPEALEAU",140,43.343653250774,20,323,6.19195046439629,163,50.4643962848297,192,4,319,123,60.1880877742947,38.5579937304075,1.25391849529781,-52,40,16,-16.8444345235207,11.9064025544222,4.93803196909848,0,1,"TREMPEALEAU","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-2 TREMPEALEAU"
"2266","TOWN OF LINCOLN WOOD","TOWN-OF-LINCOLN-WARD-1-2-WOOD","TOWN OF LINCOLN WARDS 1-2 WOOD","TOWN OF LINCOLN","WOOD",318,33.5797254487856,40,947,4.22386483632524,589,62.1964097148891,372,14,935,549,39.7860962566845,58.716577540107,1.49732620320856,-54,40,26,-6.20637080789886,3.47983217478217,2.72653863311668,0,0,"WOOD","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-2 WOOD"
"2267","TOWN OF LINCOLN FOREST","TOWN-OF-LINCOLN-WARD-1-3-FOREST","TOWN OF LINCOLN WARDS 1-3 FOREST","TOWN OF LINCOLN","FOREST",206,40.4715127701375,11,509,2.16110019646365,292,57.3673870333988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"FOREST","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-3 FOREST"
"2268","TOWN OF LINCOLN VILAS","TOWN-OF-LINCOLN-WARD-1-5-VILAS","TOWN OF LINCOLN WARDS 1-5 VILAS","TOWN OF LINCOLN","VILAS",484,30.1182327317984,97,1607,6.0360920970753,1026,63.8456751711263,616,17,1560,927,39.4871794871795,59.4230769230769,1.08974358974359,-132,99,80,-9.36894675538111,4.4225982480494,4.94634850733171,0,0,"VILAS","TOWN OF LINCOLN","TOWN OF LINCOLN WARDS 1-5 VILAS"
"2269","TOWN OF LIND WAUPACA","TOWN-OF-LIND-WARD-1-3-WAUPACA","TOWN OF LIND WARDS 1-3 WAUPACA","TOWN OF LIND","WAUPACA",222,27.1062271062271,55,819,6.71550671550672,542,66.1782661782662,333,7,811,471,41.0604192355117,58.0764488286067,0.863131935881628,-111,71,48,-13.9541921292846,8.10181734965951,5.85237477962509,0,0,"WAUPACA","TOWN OF LIND","TOWN OF LIND WARDS 1-3 WAUPACA"
"2270","TOWN OF LINDEN IOWA","TOWN-OF-LINDEN-WARD-1-3-IOWA","TOWN OF LINDEN WARD 1-3 IOWA","TOWN OF LINDEN","IOWA",157,41.2073490813648,17,381,4.46194225721785,207,54.3307086614173,208,3,382,171,54.4502617801047,44.7643979057592,0.785340314136126,-51,36,14,-13.2429126987399,9.56631075565817,3.67660194308172,0,1,"IOWA","TOWN OF LINDEN","TOWN OF LINDEN WARD 1-3 IOWA"
"2271","TOWN OF LINDINA JUNEAU","TOWN-OF-LINDINA-WARD-1-JUNEAU","TOWN OF LINDINA WARD 1 JUNEAU","TOWN OF LINDINA","JUNEAU",164,40.8977556109726,23,401,5.7356608478803,214,53.3665835411471,222,3,412,187,53.8834951456311,45.3883495145631,0.728155339805825,-58,27,20,-12.9857395346585,7.97823402658402,5.00750550807447,0,1,"JUNEAU","TOWN OF LINDINA","TOWN OF LINDINA WARD 1 JUNEAU"
"2272","TOWN OF LINN WALWORTH","TOWN-OF-LINN-WARD-5-WALWORTH","TOWN OF LINN WARD 5 WALWORTH","TOWN OF LINN","WALWORTH",90,36.5853658536585,23,246,9.34959349593496,133,54.0650406504065,81,1,251,169,32.2709163346614,67.3306772908366,0.398406374501992,9,-36,22,4.31444951899719,-13.2656366404301,8.95118712143297,0,0,"WALWORTH","TOWN OF LINN","TOWN OF LINN WARDS 1-4,6 WALWORTH"
"2273","TOWN OF LINN WALWORTH","TOWN-OF-LINN-WARD-1-4-6-WALWORTH","TOWN OF LINN WARDS 1-4,6 WALWORTH","TOWN OF LINN","WALWORTH",348,32.3119777158774,69,1077,6.4066852367688,660,61.2813370473538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WALWORTH","TOWN OF LINN","TOWN OF LINN WARDS 1-4,6 WALWORTH"
"2274","TOWN OF LINWOOD PORTAGE","TOWN-OF-LINWOOD-WARD-1-2-PORTAGE","TOWN OF LINWOOD WARDS 1-2 PORTAGE","TOWN OF LINWOOD","PORTAGE",271,40.50822122571,25,669,3.73692077727952,373,55.7548579970105,337,4,660,319,51.0606060606061,48.3333333333333,0.606060606060606,-66,54,21,-10.552384834896,7.42152466367713,3.13086017121892,0,1,"PORTAGE","TOWN OF LINWOOD","TOWN OF LINWOOD WARDS 1-2 PORTAGE"
"2275","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-2-WAUKESHA","TOWN OF LISBON WARD 2 WAUKESHA","TOWN OF LISBON","WAUKESHA",396,28.5714285714286,86,1386,6.20490620490621,904,65.2236652236652,465,7,1426,954,32.6086956521739,66.9004207573632,0.490883590462833,-69,-50,79,-4.03726708074534,-1.67675553369803,5.71402261444337,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2276","TOWN OF LISBON JUNEAU","TOWN-OF-LISBON-WARD-3-JUNEAU","TOWN OF LISBON WARD 3 JUNEAU","TOWN OF LISBON","JUNEAU",1,16.6666666666667,0,6,0,5,83.3333333333333,1,2,3,0,33.3333333333333,0,66.6666666666667,0,5,-2,-16.6666666666667,83.3333333333333,-66.6666666666667,0,1,"JUNEAU","TOWN OF LISBON","TOWN OF LISBON WARDS 1-2 JUNEAU"
"2277","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-3-WAUKESHA","TOWN OF LISBON WARD 3 WAUKESHA","TOWN OF LISBON","WAUKESHA",193,26.7683772538141,36,721,4.99306518723994,492,68.2385575589459,184,5,735,546,25.0340136054422,74.2857142857143,0.680272108843537,9,-54,31,1.73436364837197,-6.04715672676838,4.31279307839641,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2278","TOWN OF LISBON JUNEAU","TOWN-OF-LISBON-WARD-1-2-JUNEAU","TOWN OF LISBON WARDS 1-2 JUNEAU","TOWN OF LISBON","JUNEAU",165,34.1614906832298,19,483,3.93374741200828,299,61.9047619047619,235,4,446,207,52.6905829596413,46.4125560538117,0.896860986547085,-70,92,15,-18.5290922764114,15.4922058509502,3.0368864254612,0,1,"JUNEAU","TOWN OF LISBON","TOWN OF LISBON WARDS 1-2 JUNEAU"
"2279","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-1-6-WAUKESHA","TOWN OF LISBON WARDS 1,6 WAUKESHA","TOWN OF LISBON","WAUKESHA",540,25.0812819321876,131,2153,6.08453320947515,1482,68.8341848583372,571,20,2163,1572,26.3985205732779,72.6768377253814,0.92464170134073,-31,-90,111,-1.31723864109021,-3.84265286704422,5.15989150813442,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2280","TOWN OF LISBON WAUKESHA","TOWN-OF-LISBON-WARD-4-5-WAUKESHA","TOWN OF LISBON WARDS 4-5 WAUKESHA","TOWN OF LISBON","WAUKESHA",626,27.4200613228208,157,2283,6.87691633815156,1500,65.7030223390276,607,15,2332,1710,26.0291595197256,73.327615780446,0.643224699828473,19,-210,142,1.39090180309529,-7.62459344141837,6.23369163832308,0,0,"WAUKESHA","TOWN OF LISBON","TOWN OF LISBON WARDS 1,6 WAUKESHA"
"2281","TOWN OF LITTLE BLACK TAYLOR","TOWN-OF-LITTLE-BLACK-WARD-1-2-TAYLOR","TOWN OF LITTLE BLACK WARD 1-2 TAYLOR","TOWN OF LITTLE BLACK","TAYLOR",142,25.7246376811594,28,552,5.07246376811594,382,69.2028985507246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"TAYLOR","TOWN OF LITTLE BLACK","TOWN OF LITTLE BLACK WARD 1-2 TAYLOR"
"2282","TOWN OF LITTLE FALLS MONROE","TOWN-OF-LITTLE-FALLS-WARD-1-2-MONROE","TOWN OF LITTLE FALLS WARDS 1-2 MONROE","TOWN OF LITTLE FALLS","MONROE",214,30.5714285714286,50,700,7.14285714285714,436,62.2857142857143,367,7,693,319,52.958152958153,46.031746031746,1.01010101010101,-153,117,43,-22.3867243867244,16.2539682539683,6.13275613275613,0,1,"MONROE","TOWN OF LITTLE FALLS","TOWN OF LITTLE FALLS WARDS 1-2 MONROE"
"2283","TOWN OF LITTLE GRANT GRANT","TOWN-OF-LITTLE-GRANT-WARD-1-GRANT","TOWN OF LITTLE GRANT WARD 1 GRANT","TOWN OF LITTLE GRANT","GRANT",46,32.6241134751773,5,141,3.54609929078014,90,63.8297872340426,45,2,112,65,40.1785714285714,58.0357142857143,1.78571428571429,1,25,3,-7.55445795339412,5.79407294832826,1.76038500506586,0,0,"GRANT","TOWN OF LITTLE GRANT","TOWN OF LITTLE GRANT WARD 1 GRANT"
"2284","TOWN OF LITTLE RICE ONEIDA","TOWN-OF-LITTLE-RICE-WARD-1-ONEIDA","TOWN OF LITTLE RICE WARD 1 ONEIDA","TOWN OF LITTLE RICE","ONEIDA",58,26.1261261261261,5,222,2.25225225225225,159,71.6216216216216,101,3,227,123,44.4933920704846,54.1850220264317,1.3215859030837,-43,36,2,-18.3672659443585,17.4365995951899,0.930666349168552,0,0,"ONEIDA","TOWN OF LITTLE RICE","TOWN OF LITTLE RICE WARD 1 ONEIDA"
"2285","TOWN OF LITTLE RIVER OCONTO","TOWN-OF-LITTLE-RIVER-WARD-1-2-OCONTO","TOWN OF LITTLE RIVER WARD 1-2 OCONTO","TOWN OF LITTLE RIVER","OCONTO",154,27.5491949910555,26,559,4.65116279069767,379,67.7996422182469,284,6,561,271,50.6238859180036,48.3065953654189,1.06951871657754,-130,108,20,-23.0746909269481,19.493046852828,3.58164407412013,0,1,"OCONTO","TOWN OF LITTLE RIVER","TOWN OF LITTLE RIVER WARD 1-2 OCONTO"
"2286","TOWN OF LITTLE SUAMICO OCONTO","TOWN-OF-LITTLE-SUAMICO-WARD-1-8-OCONTO","TOWN OF LITTLE SUAMICO WARD 1-8 OCONTO","TOWN OF LITTLE SUAMICO","OCONTO",774,27.2919605077574,140,2836,4.93653032440056,1922,67.771509167842,1027,26,2564,1511,40.0546021840874,58.9313572542902,1.01404056162247,-253,411,114,-12.76264167633,8.84015191355185,3.9224897627781,0,0,"OCONTO","TOWN OF LITTLE SUAMICO","TOWN OF LITTLE SUAMICO WARD 1-8 OCONTO"
"2287","TOWN OF LITTLE WOLF WAUPACA","TOWN-OF-LITTLE-WOLF-WARD-1-3-WAUPACA","TOWN OF LITTLE WOLF WARDS 1-3 WAUPACA","TOWN OF LITTLE WOLF","WAUPACA",153,20.9016393442623,28,732,3.82513661202186,551,75.2732240437158,250,10,732,472,34.1530054644809,64.4808743169399,1.36612021857923,-97,79,18,-13.2513661202186,10.792349726776,2.45901639344262,0,0,"WAUPACA","TOWN OF LITTLE WOLF","TOWN OF LITTLE WOLF WARDS 1-3 WAUPACA"
"2288","TOWN OF LODI COLUMBIA","TOWN-OF-LODI-WARD-1-5-COLUMBIA","TOWN OF LODI WARDS 1-5 COLUMBIA","TOWN OF LODI","COLUMBIA",905,45.25,134,2000,6.7,961,48.05,1044,14,1992,934,52.4096385542169,46.8875502008032,0.70281124497992,-139,27,120,-7.15963855421686,1.16244979919679,5.99718875502008,0,1,"COLUMBIA","TOWN OF LODI","TOWN OF LODI WARDS 1-5 COLUMBIA"
"2289","TOWN OF LOMIRA DODGE","TOWN-OF-LOMIRA-WARD-1-2-DODGE","TOWN OF LOMIRA WARD 1-2 DODGE","TOWN OF LOMIRA","DODGE",117,18.0834621329212,37,647,5.71870170015456,493,76.1978361669243,166,6,652,480,25.4601226993865,73.6196319018405,0.920245398773006,-49,13,31,-7.37666056646533,2.57820426508378,4.79845630138155,0,0,"DODGE","TOWN OF LOMIRA","TOWN OF LOMIRA WARD 1-2 DODGE"
"2290","TOWN OF LOMIRA DODGE","TOWN-OF-LOMIRA-WARD-3-DODGE","TOWN OF LOMIRA WARD 3 DODGE","TOWN OF LOMIRA","DODGE",1,100,0,1,0,0,0,1,0,3,2,33.3333333333333,66.6666666666667,0,0,-2,0,66.6666666666667,-66.6666666666667,0,1,0,"DODGE","TOWN OF LOMIRA","TOWN OF LOMIRA WARD 1-2 DODGE"
"2291","TOWN OF LONG LAKE FLORENCE","TOWN-OF-LONG-LAKE-WARD-1-FLORENCE","TOWN OF LONG LAKE WARD 1 FLORENCE","TOWN OF LONG LAKE","FLORENCE",29,26.3636363636364,5,110,4.54545454545455,76,69.0909090909091,38,1,105,66,36.1904761904762,62.8571428571429,0.952380952380952,-9,10,4,-9.82683982683983,6.23376623376624,3.59307359307359,0,0,"FLORENCE","TOWN OF LONG LAKE","TOWN OF LONG LAKE WARD 1 FLORENCE"
"2292","TOWN OF LONG LAKE WASHBURN","TOWN-OF-LONG-LAKE-WARD-1-WASHBURN","TOWN OF LONG LAKE WARD 1 WASHBURN","TOWN OF LONG LAKE","WASHBURN",155,38.4615384615385,22,403,5.4590570719603,226,56.0794044665012,212,4,434,218,48.8479262672811,50.2304147465438,0.921658986175115,-57,8,18,-10.3863878057426,5.84898971995745,4.53739808578518,0,0,"WASHBURN","TOWN OF LONG LAKE","TOWN OF LONG LAKE WARD 1 WASHBURN"
"2293","TOWN OF LONGWOOD CLARK","TOWN-OF-LONGWOOD-WARD-1-2-CLARK","TOWN OF LONGWOOD WARDS 1-2 CLARK","TOWN OF LONGWOOD","CLARK",68,29.8245614035088,19,228,8.33333333333333,141,61.8421052631579,97,8,228,123,42.5438596491228,53.9473684210526,3.50877192982456,-29,18,11,-12.719298245614,7.89473684210527,4.82456140350877,0,0,"CLARK","TOWN OF LONGWOOD","TOWN OF LONGWOOD WARDS 1-2 CLARK"
"2294","TOWN OF LORAIN POLK","TOWN-OF-LORAIN-WARD-1-POLK","TOWN OF LORAIN WARD 1 POLK","TOWN OF LORAIN","POLK",44,27.1604938271605,13,162,8.02469135802469,105,64.8148148148148,71,2,161,88,44.0993788819876,54.6583850931677,1.24223602484472,-27,17,11,-16.9388850548271,10.1564297216471,6.78245533317997,0,0,"POLK","TOWN OF LORAIN","TOWN OF LORAIN WARD 1 POLK"
"2295","TOWN OF LOWELL DODGE","TOWN-OF-LOWELL-WARD-1-2-DODGE","TOWN OF LOWELL WARDS 1-2 DODGE","TOWN OF LOWELL","DODGE",70,24.9110320284698,9,281,3.20284697508897,202,71.8861209964413,115,1,287,171,40.0696864111498,59.581881533101,0.348432055749129,-45,31,8,-15.1586543826801,12.3042394633402,2.85441491933984,0,0,"DODGE","TOWN OF LOWELL","TOWN OF LOWELL WARDS 1-2 DODGE"
"2296","TOWN OF LOWELL DODGE","TOWN-OF-LOWELL-WARD-3-4-DODGE","TOWN OF LOWELL WARDS 3-4 DODGE","TOWN OF LOWELL","DODGE",82,27.891156462585,11,294,3.74149659863946,201,68.3673469387755,135,3,328,190,41.1585365853659,57.9268292682927,0.914634146341463,-53,11,8,-13.2673801227808,10.4405176704828,2.82686245229799,0,0,"DODGE","TOWN OF LOWELL","TOWN OF LOWELL WARDS 1-2 DODGE"
"2297","TOWN OF LOWVILLE COLUMBIA","TOWN-OF-LOWVILLE-WARD-1-2-COLUMBIA","TOWN OF LOWVILLE WARDS 1-2 COLUMBIA","TOWN OF LOWVILLE","COLUMBIA",268,43.0868167202572,33,622,5.30546623794212,321,51.6077170418006,350,7,657,300,53.2724505327245,45.662100456621,1.06544901065449,-82,21,26,-10.1856338124673,5.94561658517964,4.24001722728763,0,1,"COLUMBIA","TOWN OF LOWVILLE","TOWN OF LOWVILLE WARDS 1-2 COLUMBIA"
"2298","TOWN OF LOYAL CLARK","TOWN-OF-LOYAL-WARD-1-2-CLARK","TOWN OF LOYAL WARDS 1-2 CLARK","TOWN OF LOYAL","CLARK",48,19.047619047619,15,252,5.95238095238095,189,75,103,2,265,160,38.8679245283019,60.377358490566,0.754716981132076,-55,29,13,-19.8203054806828,14.622641509434,5.19766397124888,0,0,"CLARK","TOWN OF LOYAL","TOWN OF LOYAL WARDS 1-2 CLARK"
"2299","TOWN OF LUCAS DUNN","TOWN-OF-LUCAS-WARD-1-DUNN","TOWN OF LUCAS WARD 1 DUNN","TOWN OF LUCAS","DUNN",133,32.1256038647343,29,414,7.0048309178744,252,60.8695652173913,191,7,399,201,47.8696741854637,50.3759398496241,1.75438596491228,-58,51,22,-15.7440703207294,10.4936253677673,5.25044495296212,0,0,"DUNN","TOWN OF LUCAS","TOWN OF LUCAS WARD 1 DUNN"
"2300","TOWN OF LUCK POLK","TOWN-OF-LUCK-WARD-1-2-POLK","TOWN OF LUCK WARD 1-2 POLK","TOWN OF LUCK","POLK",172,32.887189292543,16,523,3.05927342256214,335,64.0535372848948,249,6,506,251,49.2094861660079,49.604743083004,1.18577075098814,-77,84,10,-16.3222968734649,14.4487942018909,1.873502671574,0,0,"POLK","TOWN OF LUCK","TOWN OF LUCK WARD 1-2 POLK"
