"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"59","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-49-OUTAGAMIE","CITY OF APPLETON WARD 49 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",42,47.7272727272727,6,88,6.81818181818182,40,45.4545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"60","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-5-OUTAGAMIE","CITY OF APPLETON WARD 5 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,4,0,4,100,247,7,450,196,54.8888888888889,43.5555555555556,1.55555555555556,-247,-192,-7,-54.8888888888889,56.4444444444444,-1.55555555555556,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"61","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-50-OUTAGAMIE","CITY OF APPLETON WARD 50 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",74,54.014598540146,11,137,8.02919708029197,52,37.956204379562,0,0,0,0,NA,NA,NA,74,52,11,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"62","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-51-OUTAGAMIE","CITY OF APPLETON WARD 51 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",499,55.6298773690078,68,897,7.58082497212932,330,36.7892976588629,0,0,0,0,NA,NA,NA,499,330,68,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"63","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-52-OUTAGAMIE","CITY OF APPLETON WARD 52 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",52,50.9803921568627,3,102,2.94117647058824,47,46.078431372549,2,1,5,2,40,40,20,50,45,2,10.9803921568627,6.07843137254902,-17.0588235294118,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"64","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-53-OUTAGAMIE","CITY OF APPLETON WARD 53 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",12,80,1,15,6.66666666666667,2,13.3333333333333,0,0,3,3,0,100,0,12,-1,1,80,-86.6666666666667,6.66666666666667,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"65","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-54-OUTAGAMIE","CITY OF APPLETON WARD 54 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",414,47.2602739726027,64,876,7.30593607305936,398,45.4337899543379,12,0,29,17,41.3793103448276,58.6206896551724,0,402,381,64,5.88096362777515,-13.1868997008345,7.30593607305936,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"66","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-55-OUTAGAMIE","CITY OF APPLETON WARD 55 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",223,47.4468085106383,35,470,7.4468085106383,212,45.1063829787234,24,0,61,37,39.344262295082,60.655737704918,0,199,175,35,8.10254621555633,-15.5493547261946,7.4468085106383,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"67","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-56-OUTAGAMIE","CITY OF APPLETON WARD 56 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,1,0,1,100,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"68","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-57-OUTAGAMIE","CITY OF APPLETON WARD 57 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",12,70.5882352941177,0,17,0,5,29.4117647058824,2,0,8,6,25,75,0,10,-1,0,45.5882352941177,-45.5882352941176,0,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"69","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-59-OUTAGAMIE","CITY OF APPLETON WARD 59 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",0,0,0,1,0,1,100,0,0,0,0,NA,NA,NA,0,1,0,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"70","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-6-OUTAGAMIE","CITY OF APPLETON WARD 6 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",269,52.7450980392157,45,510,8.82352941176471,196,38.4313725490196,530,16,976,430,54.3032786885246,44.0573770491803,1.63934426229508,-261,-234,29,-1.5581806493089,-5.62600450016072,7.18418514946962,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"71","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-7-OUTAGAMIE","CITY OF APPLETON WARD 7 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",483,46.6666666666667,81,1035,7.82608695652174,471,45.5072463768116,829,23,1418,566,58.4626234132581,39.9153737658674,1.62200282087447,-346,-95,58,-11.7959567465914,5.59187261094418,6.20408413564727,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"72","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-8-OUTAGAMIE","CITY OF APPLETON WARD 8 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",900,82.1917808219178,55,1095,5.02283105022831,140,12.7853881278539,435,26,689,228,63.1349782293179,33.0914368650218,3.77358490566038,465,-88,29,19.0568025926,-20.3060487371679,1.24924614456793,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"73","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-9-OUTAGAMIE","CITY OF APPLETON WARD 9 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",425,49.0196078431373,59,867,6.80507497116494,383,44.1753171856978,571,23,968,374,58.9876033057851,38.6363636363636,2.37603305785124,-146,9,36,-9.96799546264787,5.53895354933417,4.4290419133137,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"74","CITY OF ARCADIA TREMPEALEAU","CITY-OF-ARCADIA-WARD-1-3-TREMPEALEAU","CITY OF ARCADIA WARDS 1-3 TREMPEALEAU","CITY OF ARCADIA","TREMPEALEAU",292,36.5,37,800,4.625,471,58.875,567,7,873,299,64.9484536082474,34.2497136311569,0.801832760595647,-275,172,30,-28.4484536082474,24.6252863688431,3.82316723940435,0,1,"TREMPEALEAU","CITY OF ARCADIA","CITY OF ARCADIA WARDS 1-3 TREMPEALEAU"
"75","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-1-ASHL-","CITY OF ASHLAND WARD 1 ASHLAND","CITY OF ASHLAND","ASHLAND",213,44.7478991596639,25,476,5.25210084033613,238,50,278,3,480,199,57.9166666666667,41.4583333333333,0.625,-65,39,22,-13.1687675070028,8.54166666666666,4.62710084033613,0,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"76","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-10-ASHL-","CITY OF ASHLAND WARD 10 ASHLAND","CITY OF ASHLAND","ASHLAND",191,55.6851311953353,16,343,4.66472303206997,136,39.6501457725948,261,5,378,112,69.0476190476191,29.6296296296296,1.32275132275132,-70,24,11,-13.3624878522838,10.0205161429651,3.34197170931865,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"77","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-11-ASHL-","CITY OF ASHLAND WARD 11 ASHLAND","CITY OF ASHLAND","ASHLAND",199,52.0942408376963,32,382,8.37696335078534,151,39.5287958115183,311,5,424,108,73.3490566037736,25.4716981132075,1.17924528301887,-112,43,27,-21.2548157660773,14.0570976983108,7.19771806776647,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"78","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-2-ASHL-","CITY OF ASHLAND WARD 2 ASHLAND","CITY OF ASHLAND","ASHLAND",159,58.8888888888889,21,270,7.77777777777778,90,33.3333333333333,236,9,321,76,73.5202492211838,23.6760124610592,2.80373831775701,-77,14,12,-14.6313603322949,9.65732087227414,4.97403946002077,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"79","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-3-ASHL-","CITY OF ASHLAND WARD 3 ASHLAND","CITY OF ASHLAND","ASHLAND",201,63.0094043887147,11,319,3.44827586206897,107,33.5423197492163,265,2,371,104,71.4285714285714,28.0323450134771,0.539083557951483,-64,3,9,-8.4191670398567,5.50997473573921,2.90919230411748,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"80","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-4-ASHL-","CITY OF ASHLAND WARD 4 ASHLAND","CITY OF ASHLAND","ASHLAND",258,57.2062084257206,29,451,6.43015521064302,164,36.3636363636364,276,6,434,152,63.594470046083,35.0230414746544,1.38248847926267,-18,12,23,-6.38826162036234,1.34059488898199,5.04766673138034,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"81","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-5-ASHL-","CITY OF ASHLAND WARD 5 ASHLAND","CITY OF ASHLAND","ASHLAND",271,68.4343434343434,25,396,6.31313131313131,100,25.2525252525253,300,4,405,101,74.0740740740741,24.9382716049383,0.987654320987654,-29,-1,21,-5.63973063973064,0.31425364758698,5.32547699214366,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"82","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-6-ASHL-","CITY OF ASHLAND WARD 6 ASHLAND","CITY OF ASHLAND","ASHLAND",193,62.6623376623377,21,308,6.81818181818182,94,30.5194805194805,254,9,342,79,74.2690058479532,23.0994152046784,2.63157894736842,-61,15,12,-11.6066681856156,7.42006531480216,4.1866028708134,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"83","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-7-ASHL-","CITY OF ASHLAND WARD 7 ASHLAND","CITY OF ASHLAND","ASHLAND",303,63.6554621848739,58,476,12.1848739495798,115,24.1596638655462,386,13,486,87,79.4238683127572,17.9012345679012,2.67489711934156,-83,28,45,-15.7684061278833,6.25842929764498,9.50997683023827,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"84","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-8-ASHL-","CITY OF ASHLAND WARD 8 ASHLAND","CITY OF ASHLAND","ASHLAND",185,58.3596214511041,27,317,8.51735015772871,105,33.1230283911672,252,2,350,96,72,27.4285714285714,0.571428571428571,-67,9,25,-13.6403785488959,5.69445696259576,7.94592158630014,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"85","CITY OF ASHLAND ASHLAND","CITY-OF-ASHL-WARD-9-ASHL-","CITY OF ASHLAND WARD 9 ASHLAND","CITY OF ASHLAND","ASHLAND",175,60.9756097560976,24,287,8.36236933797909,88,30.6620209059233,252,3,318,63,79.2452830188679,19.811320754717,0.943396226415094,-77,25,21,-18.2696732627704,10.8507001512064,7.418973111564,1,1,"ASHLAND","CITY OF ASHLAND","CITY OF ASHLAND WARD 1 ASHLAND"
"86","CITY OF AUGUSTA EAU CLAIRE","CITY-OF-AUGUSTA-WARD-1-5-EAU-CLAIRE","CITY OF AUGUSTA WARDS 1-5 EAU CLAIRE","CITY OF AUGUSTA","EAU CLAIRE",232,37.4193548387097,27,620,4.35483870967742,361,58.2258064516129,362,7,681,312,53.1571218795888,45.8149779735683,1.02790014684288,-130,49,20,-15.7377670408792,12.4108284780446,3.32693856283454,0,1,"EAU CLAIRE","CITY OF AUGUSTA","CITY OF AUGUSTA WARDS 1-5 EAU CLAIRE"
"87","CITY OF BARABOO SAUK","CITY-OF-BARABOO-WARD-1-14-SAUK","CITY OF BARABOO WARD 1-14 SAUK","CITY OF BARABOO","SAUK",2900,51.391104022683,382,5643,6.76944887471203,2361,41.839447102605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"SAUK","CITY OF BARABOO","CITY OF BARABOO WARD 1-14 SAUK"
"88","CITY OF BARRON BARRON","CITY-OF-BARRON-WARD-1-7-BARRON","CITY OF BARRON WARD 1-7 BARRON","CITY OF BARRON","BARRON",511,37.518355359765,92,1362,6.75477239353891,759,55.726872246696,780,22,1451,649,53.7560303239145,44.7277739490007,1.51619572708477,-269,110,70,-16.2376749641495,10.9990982976953,5.23857666645414,0,1,"BARRON","CITY OF BARRON","CITY OF BARRON WARD 1-7 BARRON"
"89","CITY OF BAYFIELD BAYFIELD","CITY-OF-BAYFIELD-WARD-1-4-BAYFIELD","CITY OF BAYFIELD WARD 1-4 BAYFIELD","CITY OF BAYFIELD","BAYFIELD",253,72.9106628242075,21,347,6.05187319884726,73,21.0374639769452,251,3,339,85,74.0412979351032,25.0737463126844,0.884955752212389,2,-12,18,-1.13063511089575,-4.03628233573912,5.16691744663487,1,1,"BAYFIELD","CITY OF BAYFIELD","CITY OF BAYFIELD WARD 1-4 BAYFIELD"
"90","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-1-3-5-DODGE","CITY OF BEAVER DAM WARDS 1,3,5 DODGE","CITY OF BEAVER DAM","DODGE",757,50.4330446369087,92,1501,6.1292471685543,652,43.437708194537,927,23,1506,556,61.5537848605578,36.9189907038513,1.52722443559097,-170,96,69,-11.120740223649,6.51871749068572,4.60202273296333,1,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"91","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-2-6-DODGE","CITY OF BEAVER DAM WARDS 2,6 DODGE","CITY OF BEAVER DAM","DODGE",479,43.5059037238874,77,1101,6.9936421435059,545,49.5004541326067,690,17,1179,472,58.5241730279898,40.0339270568278,1.44189991518236,-211,73,60,-15.0182693041025,9.4665270757789,5.55174222832355,0,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"92","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-4-10-DODGE","CITY OF BEAVER DAM WARDS 4,10 DODGE","CITY OF BEAVER DAM","DODGE",368,46.3476070528967,43,794,5.41561712846348,383,48.2367758186398,548,25,886,313,61.8510158013544,35.3273137697517,2.82167042889391,-180,70,18,-15.5034087484577,12.9094620488881,2.59394669956957,0,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"93","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-7-12-13-DODGE","CITY OF BEAVER DAM WARDS 7,12-13 DODGE","CITY OF BEAVER DAM","DODGE",708,47.6767676767677,99,1485,6.66666666666667,678,45.6565656565657,970,15,1529,544,63.4401569653368,35.5788096795291,0.981033355134075,-262,134,84,-15.7633892885691,10.0777559770365,5.68563331153259,1,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"94","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-8-14-DODGE","CITY OF BEAVER DAM WARDS 8,14 DODGE","CITY OF BEAVER DAM","DODGE",439,46.8017057569296,56,938,5.97014925373134,443,47.228144989339,570,8,971,393,58.70236869207,40.4737384140062,0.82389289392379,-131,50,48,-11.9006629351404,6.75440657533284,5.14625635980755,0,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"95","CITY OF BEAVER DAM DODGE","CITY-OF-BEAVER-DAM-WARD-9-11-DODGE","CITY OF BEAVER DAM WARDS 9,11 DODGE","CITY OF BEAVER DAM","DODGE",647,47.8904515173945,83,1351,6.14359733530718,621,45.9659511472983,684,13,1243,546,55.0281576830249,43.9259855189059,1.04585679806919,-37,75,70,-7.13770616563041,2.03996562839242,5.09774053723799,1,1,"DODGE","CITY OF BEAVER DAM","CITY OF BEAVER DAM WARDS 1,3,5 DODGE"
"96","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-1-ROCK","CITY OF BELOIT WARD 1 ROCK","CITY OF BELOIT","ROCK",207,56.0975609756098,20,369,5.42005420054201,142,38.4823848238482,366,7,539,166,67.9035250463822,30.7977736549165,1.2987012987013,-159,-24,13,-11.8059640707724,7.68461116893172,4.12135290184071,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"97","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-10-ROCK","CITY OF BELOIT WARD 10 ROCK","CITY OF BELOIT","ROCK",325,56.1312607944732,38,579,6.56303972366149,216,37.3056994818653,451,10,611,150,73.8134206219313,24.5499181669394,1.6366612111293,-126,66,28,-17.682159827458,12.7557813149258,4.92637851253219,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"98","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-11-ROCK","CITY OF BELOIT WARD 11 ROCK","CITY OF BELOIT","ROCK",365,54.8872180451128,40,665,6.01503759398496,260,39.0977443609023,221,2,260,37,85,14.2307692307692,0.769230769230769,144,223,38,-30.1127819548872,24.866975130133,5.24580682475419,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"99","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-12-ROCK","CITY OF BELOIT WARD 12 ROCK","CITY OF BELOIT","ROCK",169,70.1244813278008,10,241,4.149377593361,62,25.7261410788382,414,7,499,78,82.9659318637275,15.6312625250501,1.40280561122244,-245,-16,3,-12.8414505359266,10.0948785537881,2.74657198213855,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"100","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-13-ROCK","CITY OF BELOIT WARD 13 ROCK","CITY OF BELOIT","ROCK",328,78.6570743405276,20,417,4.79616306954436,69,16.5467625899281,583,6,712,123,81.8820224719101,17.2752808988764,0.842696629213483,-255,-54,14,-3.22494813138253,-0.728518308948349,3.95346644033088,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"101","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-14-ROCK","CITY OF BELOIT WARD 14 ROCK","CITY OF BELOIT","ROCK",410,76.6355140186916,20,535,3.73831775700935,105,19.6261682242991,460,6,499,33,92.184368737475,6.61322645290581,1.20240480961924,-50,72,14,-15.5488547187834,13.0129417713933,2.53591294739011,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"102","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-15-ROCK","CITY OF BELOIT WARD 15 ROCK","CITY OF BELOIT","ROCK",339,63.1284916201117,35,537,6.51769087523278,163,30.3538175046555,902,22,1023,99,88.1720430107527,9.67741935483871,2.1505376344086,-563,64,13,-25.043551390641,20.6763981498168,4.36715324082417,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"103","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-16-ROCK","CITY OF BELOIT WARD 16 ROCK","CITY OF BELOIT","ROCK",625,80.1282051282051,45,780,5.76923076923077,110,14.1025641025641,473,16,644,155,73.4472049689441,24.0683229813665,2.48447204968944,152,-45,29,6.68100015926103,-9.96575887880236,3.28475871954133,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"104","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-17-ROCK","CITY OF BELOIT WARD 17 ROCK","CITY OF BELOIT","ROCK",485,62.987012987013,59,770,7.66233766233766,226,29.3506493506493,272,8,384,104,70.8333333333333,27.0833333333333,2.08333333333333,213,122,51,-7.84632034632035,2.26731601731602,5.57900432900433,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"105","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-18-ROCK","CITY OF BELOIT WARD 18 ROCK","CITY OF BELOIT","ROCK",356,63.2326820603908,40,563,7.10479573712256,167,29.6625222024867,285,6,426,135,66.9014084507042,31.6901408450704,1.40845070422535,71,32,34,-3.66872639031346,-2.02761864258374,5.6963450328972,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"106","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-19-ROCK","CITY OF BELOIT WARD 19 ROCK","CITY OF BELOIT","ROCK",261,60.5568445475638,15,431,3.48027842227378,155,35.9628770301624,525,11,750,214,70,28.5333333333333,1.46666666666667,-264,-59,4,-9.44315545243619,7.42954369682909,2.01361175560712,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"107","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-2-ROCK","CITY OF BELOIT WARD 2 ROCK","CITY OF BELOIT","ROCK",359,48.252688172043,59,744,7.93010752688172,326,43.8172043010753,424,11,734,299,57.7656675749319,40.7356948228883,1.49863760217984,-65,27,48,-9.51297940288886,3.08150947818699,6.43146992470188,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"108","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-20-ROCK","CITY OF BELOIT WARD 20 ROCK","CITY OF BELOIT","ROCK",310,62.5,23,496,4.63709677419355,163,32.8629032258064,496,11,781,274,63.5083226632522,35.0832266325224,1.40845070422535,-186,-111,12,-1.00832266325224,-2.22032340671596,3.2286460699682,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"109","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-21-ROCK","CITY OF BELOIT WARD 21 ROCK","CITY OF BELOIT","ROCK",354,57.6547231270358,48,614,7.81758957654723,212,34.5276872964169,461,7,745,277,61.8791946308725,37.1812080536913,0.939597315436242,-107,-65,41,-4.22447150383665,-2.65352075727434,6.87799226111099,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"110","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-22-ROCK","CITY OF BELOIT WARD 22 ROCK","CITY OF BELOIT","ROCK",337,52.4922118380062,46,642,7.16510903426791,259,40.3426791277259,393,14,757,350,51.9154557463672,46.2351387054161,1.84940554821664,-56,-91,32,0.576756091638991,-5.89245957769026,5.31570348605127,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"111","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-23-ROCK","CITY OF BELOIT WARD 23 ROCK","CITY OF BELOIT","ROCK",523,46.4476021314387,63,1126,5.59502664298401,540,47.9573712255773,511,8,967,448,52.8438469493278,46.3288521199586,0.827300930713547,12,92,55,-6.3962448178891,1.62851910561864,4.76772571227047,0,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"112","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-24-ROCK","CITY OF BELOIT WARD 24 ROCK","CITY OF BELOIT","ROCK",295,49.5798319327731,40,595,6.72268907563025,260,43.6974789915966,259,4,459,196,56.4270152505447,42.7015250544662,0.871459694989107,36,64,36,-6.84718331777155,0.995953937130409,5.85122938064115,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"113","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-3-ROCK","CITY OF BELOIT WARD 3 ROCK","CITY OF BELOIT","ROCK",347,47.0827679782904,49,737,6.64857530529172,341,46.2686567164179,481,20,771,270,62.3865110246433,35.0194552529183,2.59403372243839,-134,71,29,-15.3037430463529,11.2492014634996,4.05454158285333,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"114","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-4-ROCK","CITY OF BELOIT WARD 4 ROCK","CITY OF BELOIT","ROCK",308,48.8888888888889,46,630,7.3015873015873,276,43.8095238095238,475,10,757,272,62.7476882430647,35.9313077939234,1.32100396301189,-167,4,36,-13.8587993541758,7.87821601560043,5.98058333857541,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"115","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-5-ROCK","CITY OF BELOIT WARD 5 ROCK","CITY OF BELOIT","ROCK",319,50.7154213036566,52,629,8.2670906200318,258,41.0174880763116,546,13,873,314,62.5429553264605,35.9679266895762,1.48911798396334,-227,-56,39,-11.8275340228039,5.04956138673543,6.77797263606845,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"116","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-6-ROCK","CITY OF BELOIT WARD 6 ROCK","CITY OF BELOIT","ROCK",295,61.9747899159664,43,476,9.03361344537815,138,28.9915966386555,383,1,535,151,71.588785046729,28.2242990654206,0.186915887850467,-88,-13,42,-9.61399513076258,0.767297573234906,8.84669755752768,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"117","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-7-ROCK","CITY OF BELOIT WARD 7 ROCK","CITY OF BELOIT","ROCK",307,67.6211453744493,31,454,6.82819383259912,116,25.5506607929515,467,15,667,185,70.0149925037481,27.736131934033,2.24887556221889,-160,-69,16,-2.39384712929879,-2.18547114108144,4.57931827038023,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
"118","CITY OF BELOIT ROCK","CITY-OF-BELOIT-WARD-8-ROCK","CITY OF BELOIT WARD 8 ROCK","CITY OF BELOIT","ROCK",30,68.1818181818182,1,44,2.27272727272727,13,29.5454545454545,329,12,519,178,63.3911368015414,34.2967244701349,2.3121387283237,-299,-165,-11,4.79068138027674,-4.75126992468033,-0.0394114555964262,1,1,"ROCK","CITY OF BELOIT","CITY OF BELOIT WARD 1 ROCK"
