"","muni_county","reporting_unit","reporting_unit_orig","municipality","county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","republican_votes.rec","republican_votes.perc","democrat_votes.rec2008","other_votes.rec2008","votes.tot2008","republican_votes.rec2008","dem.perc2008","rep.perc2008","oth.perc2008","dem.change.2008.num","rep.change.2008.num","oth.change.2008.num","dem.change.2008.perc","rep.change.2008.perc","oth.change.2008.perc","demwinner","demwinner2008","county","municipality","reporting_unit"
"1","CITY OF ABBOTSFORD MARATHON","CITY-OF-ABBOTSFORD-WARD-1-MARATHON","CITY OF ABBOTSFORD WARD 1 MARATHON","CITY OF ABBOTSFORD","MARATHON",58,39.1891891891892,5,148,3.37837837837838,85,57.4324324324324,82,5,161,74,50.9316770186335,45.9627329192547,3.1055900621118,-24,11,0,-11.7424878294444,11.4696995131778,0.272788316266577,0,1,"MARATHON","CITY OF ABBOTSFORD","CITY OF ABBOTSFORD WARD 1 MARATHON"
"2","CITY OF ABBOTSFORD CLARK","CITY-OF-ABBOTSFORD-WARD-2-5-CLARK","CITY OF ABBOTSFORD WARDS 2-5 CLARK","CITY OF ABBOTSFORD","CLARK",232,36.25,35,640,5.46875,373,58.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CLARK","CITY OF ABBOTSFORD","CITY OF ABBOTSFORD WARDS 2-5 CLARK"
"3","CITY OF ADAMS ADAMS","CITY-OF-ADAMS-WARD-1-4-ADAMS","CITY OF ADAMS WARD 1-4 ADAMS","CITY OF ADAMS","ADAMS",325,43.4491978609626,46,748,6.14973262032086,377,50.4010695187166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"ADAMS","CITY OF ADAMS","CITY OF ADAMS WARD 1-4 ADAMS"
"4","CITY OF ALGOMA KEWAUNEE","CITY-OF-ALGOMA-WARD-1-6-KEWAUNEE","CITY OF ALGOMA WARD 1-6 KEWAUNEE","CITY OF ALGOMA","KEWAUNEE",694,46.9871360866622,87,1477,5.89031821259309,696,47.1225457007448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"KEWAUNEE","CITY OF ALGOMA","CITY OF ALGOMA WARD 1-6 KEWAUNEE"
"5","CITY OF ALMA BUFFALO","CITY-OF-ALMA-WARD-1-2-BUFFALO","CITY OF ALMA WARDS 1-2 BUFFALO","CITY OF ALMA","BUFFALO",173,41.1904761904762,22,420,5.23809523809524,225,53.5714285714286,252,6,447,189,56.3758389261745,42.2818791946309,1.34228187919463,-79,36,16,-15.1853627356983,11.2895493767977,3.89581335890061,0,1,"BUFFALO","CITY OF ALMA","CITY OF ALMA WARDS 1-2 BUFFALO"
"6","CITY OF ALTOONA EAU CLAIRE","CITY-OF-ALTOONA-WARD-1-11-EAU-CLAIRE","CITY OF ALTOONA WARDS 1-11 EAU CLAIRE","CITY OF ALTOONA","EAU CLAIRE",1814,47.3752938103944,298,3829,7.78271089057195,1717,44.8419952990337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"EAU CLAIRE","CITY OF ALTOONA","CITY OF ALTOONA WARDS 1-11 EAU CLAIRE"
"7","CITY OF ALTOONA EAU CLAIRE","CITY-OF-ALTOONA-WARD-12-15-EAU-CLAIRE","CITY OF ALTOONA WARDS 12-15 EAU CLAIRE","CITY OF ALTOONA","EAU CLAIRE",2,100,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"EAU CLAIRE","CITY OF ALTOONA","CITY OF ALTOONA WARDS 1-11 EAU CLAIRE"
"8","CITY OF AMERY POLK","CITY-OF-AMERY-WARD-1-5-POLK","CITY OF AMERY WARDS 1-5 POLK","CITY OF AMERY","POLK",562,41.9402985074627,86,1340,6.41791044776119,692,51.6417910447761,737,23,1436,676,51.3231197771588,47.075208913649,1.6016713091922,-175,16,63,-9.38282126969609,4.5665821311271,4.81623913856899,0,1,"POLK","CITY OF AMERY","CITY OF AMERY WARDS 1-5 POLK"
"9","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-1-LANGLADE","CITY OF ANTIGO WARD 1 LANGLADE","CITY OF ANTIGO","LANGLADE",152,41.304347826087,18,368,4.89130434782609,198,53.804347826087,225,2,400,173,56.25,43.25,0.5,-73,25,16,-14.945652173913,10.554347826087,4.39130434782609,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"10","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-2-LANGLADE","CITY OF ANTIGO WARD 2 LANGLADE","CITY OF ANTIGO","LANGLADE",169,40.9200968523002,22,413,5.32687651331719,222,53.7530266343826,217,7,431,207,50.3480278422274,48.0278422273782,1.62412993039443,-48,15,15,-9.42793098992714,5.72518440700437,3.70274658292276,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"11","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-3-LANGLADE","CITY OF ANTIGO WARD 3 LANGLADE","CITY OF ANTIGO","LANGLADE",114,34.0298507462687,24,335,7.16417910447761,197,58.8059701492537,222,3,381,156,58.2677165354331,40.9448818897638,0.78740157480315,-108,41,21,-24.2378657891644,17.8610882594899,6.37677752967446,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"12","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-4-LANGLADE","CITY OF ANTIGO WARD 4 LANGLADE","CITY OF ANTIGO","LANGLADE",153,44.0922190201729,11,347,3.1700288184438,183,52.7377521613833,234,8,409,167,57.2127139364303,40.8312958435208,1.9559902200489,-81,16,3,-13.1204949162574,11.9064563178625,1.2140385983949,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"13","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-5-LANGLADE","CITY OF ANTIGO WARD 5 LANGLADE","CITY OF ANTIGO","LANGLADE",129,43.728813559322,14,295,4.74576271186441,152,51.5254237288136,213,8,361,140,59.0027700831025,38.781163434903,2.21606648199446,-84,12,6,-15.2739565237805,12.7442602939105,2.52969622986995,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"14","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-6-LANGLADE","CITY OF ANTIGO WARD 6 LANGLADE","CITY OF ANTIGO","LANGLADE",114,32.2033898305085,23,354,6.49717514124294,217,61.2994350282486,174,8,355,173,49.0140845070423,48.7323943661972,2.25352112676056,-60,44,15,-16.8106946765338,12.5670406620514,4.24365401448237,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"15","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-7-LANGLADE","CITY OF ANTIGO WARD 7 LANGLADE","CITY OF ANTIGO","LANGLADE",204,41.046277665996,15,497,3.01810865191147,278,55.9356136820926,235,5,473,233,49.6828752642706,49.2600422832981,1.05708245243129,-31,45,10,-8.63659759827463,6.67557139879446,1.96102619948018,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"16","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-8-LANGLADE","CITY OF ANTIGO WARD 8 LANGLADE","CITY OF ANTIGO","LANGLADE",120,33.4261838440111,10,359,2.78551532033426,229,63.7883008356546,201,7,390,182,51.5384615384615,46.6666666666667,1.79487179487179,-81,47,3,-18.1122776944504,17.1216341689879,0.990643525462467,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"17","CITY OF ANTIGO LANGLADE","CITY-OF-ANTIGO-WARD-9-LANGLADE","CITY OF ANTIGO WARD 9 LANGLADE","CITY OF ANTIGO","LANGLADE",133,31.0747663551402,18,428,4.20560747663551,277,64.7196261682243,234,6,418,178,55.9808612440191,42.5837320574163,1.43540669856459,-101,99,12,-24.906094888879,22.135894110808,2.77020077807092,0,1,"LANGLADE","CITY OF ANTIGO","CITY OF ANTIGO WARD 1 LANGLADE"
"18","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-1-OUTAGAMIE","CITY OF APPLETON WARD 1 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",335,52.2620904836194,57,641,8.89235569422777,249,38.8455538221529,786,32,1175,357,66.8936170212766,30.3829787234043,2.72340425531915,-451,-108,25,-14.6315265376572,8.46257509874863,6.16895143890862,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"19","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-10-OUTAGAMIE","CITY OF APPLETON WARD 10 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",321,51.6077170418006,23,622,3.69774919614148,278,44.6945337620579,434,13,841,394,51.6052318668252,46.8489892984542,1.54577883472057,-113,-116,10,0.00248517497543332,-2.15445553639635,2.15197036142091,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"20","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-11-OUTAGAMIE","CITY OF APPLETON WARD 11 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",233,46.9758064516129,29,496,5.84677419354839,234,47.1774193548387,394,8,624,222,63.1410256410256,35.5769230769231,1.28205128205128,-161,12,21,-16.1652191894127,11.6004962779156,4.56472291149711,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"21","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-12-CALUMET","CITY OF APPLETON WARD 12 CALUMET","CITY OF APPLETON","CALUMET",151,46.8944099378882,17,322,5.27950310559006,154,47.8260869565217,76,2,131,53,58.0152671755725,40.4580152671756,1.52671755725191,75,101,15,-11.1208572376843,7.36807168934617,3.75278554833815,0,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"22","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-13-CALUMET","CITY OF APPLETON WARD 13 CALUMET","CITY OF APPLETON","CALUMET",445,47.3908413205538,71,939,7.56123535676251,423,45.0479233226837,298,14,557,245,53.5008976660682,43.9856373429084,2.51346499102334,147,178,57,-6.11005634551445,1.06228597977527,5.04777036573917,1,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"23","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-14-CALUMET","CITY OF APPLETON WARD 14 CALUMET","CITY OF APPLETON","CALUMET",361,45.9287531806616,37,786,4.70737913486005,388,49.3638676844784,398,11,745,336,53.4228187919463,45.1006711409396,1.47651006711409,-37,52,26,-7.49406561128473,4.26319654353878,3.23086906774596,0,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"24","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-15-OUTAGAMIE","CITY OF APPLETON WARD 15 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",355,46.8337730870712,35,758,4.61741424802111,368,48.5488126649077,417,11,643,215,64.8522550544323,33.4370139968896,1.71073094867807,-62,153,24,-18.0184819673611,15.1117986680181,2.90668329934304,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"25","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-16-OUTAGAMIE","CITY OF APPLETON WARD 16 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",313,47.9326186830015,38,653,5.81929555895865,302,46.2480857580398,925,35,1557,597,59.4091201027617,38.3429672447013,2.24791265253693,-612,-295,3,-11.4765014197602,7.90511851333846,3.57138290642172,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"26","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-17-OUTAGAMIE","CITY OF APPLETON WARD 17 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",357,47.8552278820375,39,746,5.22788203753351,350,46.9168900804289,367,12,835,456,43.9520958083832,54.6107784431138,1.43712574850299,-10,-106,27,3.9031320736543,-7.69388836268482,3.79075628903052,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"27","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-18-OUTAGAMIE","CITY OF APPLETON WARD 18 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",255,42.713567839196,29,597,4.85762144053601,313,52.428810720268,690,23,1222,509,56.4648117839607,41.6530278232406,1.88216039279869,-435,-196,6,-13.7512439447647,10.7757828970274,2.97546104773732,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"28","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-19-OUTAGAMIE","CITY OF APPLETON WARD 19 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",531,38.4503982621289,51,1381,3.69297610427227,799,57.8566256335988,645,29,1128,454,57.1808510638298,40.2482269503546,2.5709219858156,-114,345,22,-18.7304528017009,17.6083986832442,1.12205411845666,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"29","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-2-OUTAGAMIE","CITY OF APPLETON WARD 2 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",686,51.4628657164291,132,1333,9.90247561890473,515,38.6346586646662,267,8,385,110,69.3506493506493,28.5714285714286,2.07792207792208,419,405,124,-17.8877836342202,10.0632300932376,7.82455354098265,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"30","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-20-OUTAGAMIE","CITY OF APPLETON WARD 20 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",412,41.1177644710579,65,1002,6.48702594810379,525,52.3952095808383,366,18,604,220,60.5960264900662,36.4238410596026,2.98013245033113,46,305,47,-19.4782620190083,15.9713685212357,3.50689349777267,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"31","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-21-OUTAGAMIE","CITY OF APPLETON WARD 21 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",7,30.4347826086957,3,23,13.0434782608696,13,56.5217391304348,500,11,600,89,83.3333333333333,14.8333333333333,1.83333333333333,-493,-76,-8,-52.8985507246377,41.6884057971014,11.2101449275362,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"32","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-22-OUTAGAMIE","CITY OF APPLETON WARD 22 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",8,20,0,40,0,32,80,753,25,1298,520,58.0123266563944,40.0616332819723,1.92604006163328,-745,-488,-25,-38.0123266563944,39.9383667180277,-1.92604006163328,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"33","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-24-OUTAGAMIE","CITY OF APPLETON WARD 24 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",231,52.9816513761468,37,436,8.48623853211009,168,38.5321100917431,838,34,1362,490,61.5271659324523,35.9765051395007,2.49632892804699,-607,-322,3,-8.54551455630549,2.55560495224238,5.9899096040631,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"34","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-25-OUTAGAMIE","CITY OF APPLETON WARD 25 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",403,47.4676089517079,68,849,8.00942285041225,378,44.5229681978799,487,21,752,244,64.7606382978723,32.4468085106383,2.79255319148936,-84,134,47,-17.2930293461645,12.0761596872416,5.21686965892289,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"35","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-26-CALUMET","CITY OF APPLETON WARD 26 CALUMET","CITY OF APPLETON","CALUMET",488,44.5255474452555,106,1096,9.67153284671533,502,45.8029197080292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"36","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-27-OUTAGAMIE","CITY OF APPLETON WARD 27 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",533,54.5547594677584,86,977,8.80245649948823,358,36.6427840327533,302,8,502,192,60.1593625498008,38.2470119521912,1.59362549800797,231,166,78,-5.60460308204236,-1.60422791943791,7.20883100148026,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"37","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-28-OUTAGAMIE","CITY OF APPLETON WARD 28 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",436,48.5523385300668,84,898,9.35412026726058,378,42.0935412026726,621,16,1022,385,60.7632093933464,37.6712328767123,1.56555772994129,-185,-7,68,-12.2108708632796,4.42230832596027,7.78856253731929,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"38","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-29-OUTAGAMIE","CITY OF APPLETON WARD 29 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",594,52.2427440633245,100,1137,8.79507475813544,443,38.96218117854,837,33,1439,569,58.1653926337735,39.5413481584434,2.29325920778318,-243,-126,67,-5.92264857044891,-0.579166979903349,6.50181555035226,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"39","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-3-OUTAGAMIE","CITY OF APPLETON WARD 3 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",1025,63.6645962732919,121,1610,7.51552795031056,464,28.8198757763975,1156,35,1577,386,73.3037412809131,24.4768547875713,2.21940393151554,-131,78,86,-9.6391450076212,4.34302098882617,5.29612401879502,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"40","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-30-OUTAGAMIE","CITY OF APPLETON WARD 30 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",466,50.1614639397201,73,929,7.85791173304629,390,41.9806243272336,424,13,809,372,52.4103831891224,45.982694684796,1.60692212608158,42,18,60,-2.24891924940225,-4.00207035756246,6.2509896069647,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"41","CITY OF APPLETON WINNEBAGO","CITY-OF-APPLETON-WARD-31-WINNEBAGO","CITY OF APPLETON WARD 31 WINNEBAGO","CITY OF APPLETON","WINNEBAGO",41,45.0549450549451,7,91,7.69230769230769,43,47.2527472527472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WARD 31 WINNEBAGO"
"42","CITY OF APPLETON WINNEBAGO","CITY-OF-APPLETON-WARD-32-WINNEBAGO","CITY OF APPLETON WARD 32 WINNEBAGO","CITY OF APPLETON","WINNEBAGO",166,46.4985994397759,35,357,9.80392156862745,156,43.6974789915966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"WINNEBAGO","CITY OF APPLETON","CITY OF APPLETON WARD 31 WINNEBAGO"
"43","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-33-OUTAGAMIE","CITY OF APPLETON WARD 33 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",532,50.7149666348904,85,1049,8.10295519542421,432,41.1820781696854,728,9,1591,854,45.757385292269,53.6769327467002,0.565681961030798,-196,-422,76,4.95758134262135,-12.4948545770148,7.53727323439341,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"44","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-34-OUTAGAMIE","CITY OF APPLETON WARD 34 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",179,60.6779661016949,22,295,7.45762711864407,94,31.864406779661,155,10,274,109,56.5693430656934,39.7810218978102,3.64963503649635,24,-15,12,4.10862303600148,-7.91661511814921,3.80799208214772,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"45","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-35-OUTAGAMIE","CITY OF APPLETON WARD 35 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",429,45.8333333333333,70,936,7.47863247863248,437,46.6880341880342,385,15,716,316,53.7709497206704,44.1340782122905,2.09497206703911,44,121,55,-7.93761638733707,2.55395597574368,5.38366041159337,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"46","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-36-OUTAGAMIE","CITY OF APPLETON WARD 36 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",558,47.0489038785835,84,1186,7.08263069139966,544,45.8684654300169,435,8,794,351,54.7858942065491,44.2065491183879,1.00755667506297,123,193,76,-7.73699032796565,1.66191631162895,6.07507401633669,1,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"47","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-37-OUTAGAMIE","CITY OF APPLETON WARD 37 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",360,46.9973890339426,41,766,5.35248041775457,365,47.6501305483029,235,11,424,178,55.4245283018868,41.9811320754717,2.59433962264151,125,187,30,-8.42713926794423,5.66899847283117,2.75814079511306,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"48","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-38-OUTAGAMIE","CITY OF APPLETON WARD 38 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",526,39.6084337349398,72,1328,5.42168674698795,730,54.9698795180723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"49","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-39-OUTAGAMIE","CITY OF APPLETON WARD 39 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",310,40.9511228533686,54,757,7.1334214002642,393,51.9154557463672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"50","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-4-OUTAGAMIE","CITY OF APPLETON WARD 4 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",336,41.5327564894932,57,809,7.04573547589617,416,51.4215080346106,266,13,441,162,60.3174603174603,36.734693877551,2.94784580498866,70,254,44,-18.7847038279671,14.6868141570596,4.09788967090751,0,1,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"51","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-40-OUTAGAMIE","CITY OF APPLETON WARD 40 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",6,37.5,0,16,0,10,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"52","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-41-OUTAGAMIE","CITY OF APPLETON WARD 41 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",45,33.0882352941176,10,136,7.35294117647059,81,59.5588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"53","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-42-OUTAGAMIE","CITY OF APPLETON WARD 42 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",410,46.5909090909091,51,880,5.79545454545454,419,47.6136363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"54","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-43-OUTAGAMIE","CITY OF APPLETON WARD 43 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",389,48.992443324937,69,794,8.69017632241814,336,42.3173803526448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
"55","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-44-CALUMET","CITY OF APPLETON WARD 44 CALUMET","CITY OF APPLETON","CALUMET",486,44.7102115915363,78,1087,7.17571297148114,523,48.1140754369825,499,13,828,316,60.2657004830918,38.1642512077295,1.57004830917874,-13,207,65,-15.5554888915555,9.94982422925306,5.6056646623024,0,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"56","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-45-CALUMET","CITY OF APPLETON WARD 45 CALUMET","CITY OF APPLETON","CALUMET",611,48.7240829346092,79,1254,6.29984051036683,564,44.9760765550239,248,5,358,105,69.2737430167598,29.3296089385475,1.39664804469274,363,459,74,-20.5496600821505,15.6464676164764,4.90319246567409,1,1,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"57","CITY OF APPLETON CALUMET","CITY-OF-APPLETON-WARD-46-CALUMET","CITY OF APPLETON WARD 46 CALUMET","CITY OF APPLETON","CALUMET",45,47.3684210526316,3,95,3.15789473684211,47,49.4736842105263,31,1,76,44,40.7894736842105,57.8947368421053,1.31578947368421,14,3,2,6.57894736842105,-8.42105263157895,1.84210526315789,0,0,"CALUMET","CITY OF APPLETON","CITY OF APPLETON WARD 12 CALUMET"
"58","CITY OF APPLETON OUTAGAMIE","CITY-OF-APPLETON-WARD-48-OUTAGAMIE","CITY OF APPLETON WARD 48 OUTAGAMIE","CITY OF APPLETON","OUTAGAMIE",79,55.6338028169014,13,142,9.15492957746479,50,35.2112676056338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"OUTAGAMIE","CITY OF APPLETON","CITY OF APPLETON WARD 1 OUTAGAMIE"
