"","muni_county","democrat_votes.rec","democrat_votes.perc","other_votes.rec","votes.tot2016","other_votes.perc","voters.tot2016","republican_votes.rec","republican_votes.perc","democrat_votes.rec2012","other_votes.rec2012","votes.tot2012","republican_votes.rec2012","turnout.2012","dem.perc2012","rep.perc2012","oth.perc2012","dem.change.num","rep.change.num","oth.change.num","dem.change.perc","rep.change.perc","oth.change.perc","turnout.2016.perc","turnout.change.perc","demwinner","demwinner2012","county","municipality","reporting_unit","county_use_opt_scan","county_machine_vendor_dealer","machine.vendor.dealer.model","accessible.vendor.dealer.model","muni_county_veri_mach_agreed","bmd_makedominion_voting_systems","bmd_makeelection_systems_software","bmd_makenot_applicable","bmd_makepopulex","bmd_makepremier_diebold_dominion","bmd_makesequoia_dominion","bmd_makevote_pad","bmd_modelaccuvote_os","bmd_modelaccuvote_tsx","bmd_modelautomark","bmd_modelavc_edge","bmd_modelds200","bmd_modelexpressvote","bmd_modelimagecast_evolution","bmd_modelimagecast_precinct","bmd_modelivotronic","bmd_modelmodel_100","bmd_modelnot_applicable","bmd_modeloptech_iiip_eagle","bmd_modeloptech_insight","bmd_modelpopulexslate","bmd_modelvote_pad_ballot_marking_system","bmd_accessible_useno","bmd_accessible_useyes","bmd_absentee_ballotsno","bmd_absentee_ballotsyes","bmd_vvpatn_a","bmd_vvpatyes","hand_accessible_useno","hand_accessible_useyes","hand_absentee_ballotsno","hand_absentee_ballotsyes","hand_vvpatn_a","hand_vvpatyes","os_makedominion_voting_systems","os_makeelection_systems_software","os_makenot_applicable","os_makepopulex","os_makepremier_diebold_dominion","os_makesequoia_dominion","os_makevote_pad","os_modelaccuvote_os","os_modelaccuvote_tsx","os_modelautomark","os_modelavc_edge","os_modelds200","os_modelexpressvote","os_modelimagecast_evolution","os_modelimagecast_precinct","os_modelivotronic","os_modelmodel_100","os_modelnot_applicable","os_modeloptech_iiip_eagle","os_modeloptech_insight","os_modelpopulexslate","os_modelvote_pad_ballot_marking_system","os_accessible_useno","os_accessible_useyes","os_absentee_ballotsno","os_absentee_ballotsyes","os_vvpatn_a","os_vvpatyes","tch_makedominion_voting_systems","tch_makeelection_systems_software","tch_makenot_applicable","tch_makepopulex","tch_makepremier_diebold_dominion","tch_makesequoia_dominion","tch_makevote_pad","tch_modelaccuvote_os","tch_modelaccuvote_tsx","tch_modelautomark","tch_modelavc_edge","tch_modelds200","tch_modelexpressvote","tch_modelimagecast_evolution","tch_modelimagecast_precinct","tch_modelivotronic","tch_modelmodel_100","tch_modelnot_applicable","tch_modeloptech_iiip_eagle","tch_modeloptech_insight","tch_modelpopulexslate","tch_modelvote_pad_ballot_marking_system","tch_accessible_useno","tch_accessible_useyes","tch_absentee_ballotsno","tch_absentee_ballotsyes","tch_vvpatn_a","tch_vvpatyes","MCD_FIPS","precincts","total_registration","state","jurisdiction","division","equipment_type","polling_place","habitation","municipality","county","hand","os.use","tch.use","bmd.use"
"1600","VILLAGE OF EPHRAIM DOOR",140,57.3770491803279,15,244,6.14754098360656,291,89,36.4754098360656,131,3,249,115,85.5670103092783,52.6104417670683,46.1847389558233,1.20481927710843,9,-26,12,4.76660741325959,-9.70932911975773,4.94272170649812,83.8487972508591,-1.71821305841924,1,1,"DOOR","VILLAGE OF EPHRAIM","VILLAGE OF EPHRAIM WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","VILLAGE OF EPHRAIM DOOR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502924150",1,296,"Wisconsin","Door Village","Ephraim","Ballot Marking Device or System","Yes","Village","VILLAGE OF EPHRAIM","DOOR",0,1,0,1
"1601","VILLAGE OF ETTRICK TREMPEALEAU",116,43.7735849056604,13,265,4.90566037735849,302,136,51.3207547169811,146,3,247,98,81.7880794701987,59.1093117408907,39.6761133603239,1.21457489878543,-30,38,10,-15.3357268352303,11.6446413566572,3.69108547857307,87.7483443708609,5.96026490066227,0,1,"TREMPEALEAU","VILLAGE OF ETTRICK","VILLAGE OF ETTRICK WARD 1",0,NA,NA,NA,"VILLAGE OF ETTRICK TREMPEALEAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512124400",1,307,"Wisconsin","Trempealeau Village","Ettrick","DRE-Touchscreen","Yes","Village","VILLAGE OF ETTRICK","TREMPEALEAU",1,0,1,0
"1602","VILLAGE OF EXELAND SAWYER",32,35.9550561797753,6,89,6.74157303370786,111,51,57.3033707865169,47,1,89,41,80.1801801801802,52.8089887640449,46.0674157303371,1.12359550561798,-15,10,5,-16.8539325842697,11.2359550561798,5.61797752808989,80.1801801801802,0,0,1,"SAWYER","VILLAGE OF EXELAND","VILLAGE OF EXELAND WARD 1",0,NA,NA,NA,"VILLAGE OF EXELAND SAWYER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5511324700",1,94,"Wisconsin","Sawyer Village","Exeland","DRE-Touchscreen","Yes","Village","VILLAGE OF EXELAND","SAWYER",1,0,1,0
"1603","VILLAGE OF FAIRCHILD EAU CLAIRE",72,36.1809045226131,8,199,4.02010050251256,248,119,59.7989949748744,129,5,217,83,87.5,59.4470046082949,38.2488479262673,2.30414746543779,-57,36,3,-23.2661000856819,21.5501470486071,1.71595303707477,80.241935483871,-7.25806451612904,0,1,"EAU CLAIRE","VILLAGE OF FAIRCHILD","VILLAGE OF FAIRCHILD WARD 1",1,"Optech","Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF FAIRCHILD EAU CLAIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5503524825",1,250,"Wisconsin","Eau Claire Village","Fairchild","DRE-Touchscreen","Yes","Village","VILLAGE OF FAIRCHILD","EAU CLAIRE",0,1,1,0
"1604","VILLAGE OF FAIRWATER FOND DU LAC",43,26.3803680981595,9,163,5.52147239263804,193,111,68.0981595092024,70,2,187,115,96.8911917098446,37.4331550802139,61.4973262032086,1.06951871657754,-27,-4,7,-11.0527869820544,6.60083330599389,4.4519536760605,84.4559585492228,-12.4352331606218,0,0,"FOND DU LAC","VILLAGE OF FAIRWATER","VILLAGE OF FAIRWATER WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","VILLAGE OF FAIRWATER FOND DU LAC",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5503925075",1,194,"Wisconsin","Fond du Lac Village","Fairwater","Ballot Marking Device or System","Yes","Village","VILLAGE OF FAIRWATER","FOND DU LAC",0,1,0,1
"1605","VILLAGE OF FALL CREEK EAU CLAIRE",303,41.4500683994528,57,731,7.79753761969904,834,371,50.7523939808482,389,15,747,343,89.568345323741,52.0749665327979,45.9170013386881,2.00803212851406,-86,28,42,-10.6248981333451,4.83539264216007,5.78950549118499,87.6498800959233,-1.91846522781773,0,1,"EAU CLAIRE","VILLAGE OF FALL CREEK","VILLAGE OF FALL CREEK WARDS 1-2",1,"Optech","Optech- Eagle","Dominion (Sequoia)/Command Central-Edge","VILLAGE OF FALL CREEK EAU CLAIRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5503525125",1,841,"Wisconsin","Eau Claire Village","Fall Creek","DRE-Touchscreen","Yes","Village","VILLAGE OF FALL CREEK","EAU CLAIRE",0,1,1,0
"1606","VILLAGE OF FALL RIVER COLUMBIA",346,43.0348258706468,62,804,7.71144278606965,930,396,49.2537313432836,492,9,838,337,90.1075268817204,58.7112171837709,40.2147971360382,1.07398568019093,-146,59,53,-15.6763913131241,9.0389342072454,6.63745710587872,86.4516129032258,-3.65591397849462,0,1,"COLUMBIA","VILLAGE OF FALL RIVER","VILLAGE OF FALL RIVER WARDS 1-2",1,"ES&S","ES&S M100","ES&S Automark","VILLAGE OF FALL RIVER COLUMBIA",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502125150",1,946,"Wisconsin","Columbia Village","Fall River","Ballot Marking Device or System","Yes","Village","VILLAGE OF FALL RIVER","COLUMBIA",0,1,0,1
"1607","VILLAGE OF FENWOOD MARATHON",25,31.25,6,80,7.5,93,49,61.25,28,1,84,55,90.3225806451613,33.3333333333333,65.4761904761905,1.19047619047619,-3,-6,5,-2.08333333333333,-4.22619047619047,6.30952380952381,86.0215053763441,-4.3010752688172,0,0,"MARATHON","VILLAGE OF FENWOOD","VILLAGE OF FENWOOD WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","VILLAGE OF FENWOOD MARATHON",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507325650",1,325,"Wisconsin","Marathon Village","Fenwood","Ballot Marking Device or System","Yes","Village","VILLAGE OF FENWOOD","MARATHON",0,1,0,1
"1608","VILLAGE OF FERRYVILLE CRAWFORD",70,55.5555555555556,4,126,3.17460317460317,142,52,41.2698412698413,64,4,104,36,73.2394366197183,61.5384615384615,34.6153846153846,3.84615384615385,6,16,0,-5.98290598290598,6.65445665445665,-0.671550671550672,88.7323943661972,15.4929577464789,1,1,"CRAWFORD","VILLAGE OF FERRYVILLE","VILLAGE OF FERRYVILLE WARD 1",0,NA,NA,NA,"VILLAGE OF FERRYVILLE CRAWFORD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5502325725",1,130,"Wisconsin","Crawford Village","Ferryville","DRE-Touchscreen","Yes","Village","VILLAGE OF FERRYVILLE","CRAWFORD",1,0,1,0
"1609","VILLAGE OF FONTANA WALWORTH",382,38.8211382113821,64,984,6.50406504065041,1248,538,54.6747967479675,340,12,955,603,76.5224358974359,35.6020942408377,63.1413612565445,1.2565445026178,42,-65,52,3.21904397054442,-8.46656450857703,5.24752053803261,78.8461538461538,2.32371794871794,0,0,"WALWORTH","VILLAGE OF FONTANA","VILLAGE OF FONTANA WARD 1-3",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","VILLAGE OF FONTANA WALWORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512726350",1,1201,"Wisconsin","Walworth Village","Fontana","DRE-Touchscreen","Yes","Village","VILLAGE OF FONTANA","WALWORTH",0,1,1,0
"1610","VILLAGE OF FOOTVILLE ROCK",180,44.3349753694581,27,406,6.65024630541872,512,199,49.0147783251232,252,6,414,156,80.859375,60.8695652173913,37.6811594202899,1.44927536231884,-72,43,21,-16.5345898479332,11.3336189048333,5.20097094309988,79.296875,-1.5625,0,1,"ROCK","VILLAGE OF FOOTVILLE","VILLAGE OF FOOTVILLE WARD 1",1,"ES&S","ES&S DS200","ES&S Automark","VILLAGE OF FOOTVILLE ROCK",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5510526400",1,515,"Wisconsin","Rock Village","Footville","Ballot Marking Device or System","Yes","Village","VILLAGE OF FOOTVILLE","ROCK",0,1,0,1
"1611","VILLAGE OF FORESTVILLE DOOR",86,34.2629482071713,21,251,8.36653386454183,277,144,57.3705179282869,139,4,250,107,90.2527075812274,55.6,42.8,1.6,-53,37,17,-21.3370517928287,14.5705179282869,6.76653386454183,90.6137184115523,0.361010830324915,0,1,"DOOR","VILLAGE OF FORESTVILLE","VILLAGE OF FORESTVILLE WARD 1",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","VILLAGE OF FORESTVILLE DOOR",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502926625",1,281,"Wisconsin","Door Village","Forestville","Ballot Marking Device or System","Yes","Village","VILLAGE OF FORESTVILLE","DOOR",0,1,0,1
"1612","VILLAGE OF FOX CROSSING WINNEBAGO",2300,38.0353894493137,520,6047,8.5993054407144,7232,3227,53.3653051099719,2592,91,5920,3237,81.858407079646,43.7837837837838,54.6790540540541,1.53716216216216,-292,-10,429,-5.74839433447008,-1.31374894408217,7.06214327855224,83.6144911504425,1.75608407079646,0,0,"WINNEBAGO","VILLAGE OF FOX CROSSING","VILLAGE OF FOX CROSSING WARDS 1-2,4,7",0,NA,NA,NA,"VILLAGE OF FOX CROSSING WINNEBAGO",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5513950850",4,4122,"Wisconsin","WINNEBAGO VILLAGE","Menasha","Ballot Marking Device or System","Yes","Town","VILLAGE OF FOX CROSSING","WINNEBAGO",0,1,0,1
"1613","VILLAGE OF FOX POINT MILWAUKEE",2790,61.9449378330373,289,4504,6.41651865008881,5295,1425,31.6385435168739,2426,36,4610,2148,87.0632672332389,52.6247288503254,46.5943600867679,0.780911062906725,364,-723,253,9.32020898271193,-14.955816569894,5.63560758718208,85.0613786591124,-2.00188857412653,1,1,"MILWAUKEE","VILLAGE OF FOX POINT","VILLAGE OF FOX POINT WARDS 1-4",1,"ES&S","ES&S DS200","ES&S Automark","VILLAGE OF FOX POINT MILWAUKEE",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507927075",2,5309,"Wisconsin","Milwaukee Village","Fox Point","Ballot Marking Device or System","Yes","Village","VILLAGE OF FOX POINT","MILWAUKEE",0,1,0,1
"1614","VILLAGE OF FRANCIS CREEK MANITOWOC",114,31.9327731092437,21,357,5.88235294117647,436,222,62.1848739495798,203,5,395,187,90.5963302752293,51.3924050632911,47.3417721518987,1.26582278481013,-89,35,16,-19.4596319540474,14.8431017976811,4.61653015636634,81.8807339449541,-8.71559633027522,0,1,"MANITOWOC","VILLAGE OF FRANCIS CREEK","VILLAGE OF FRANCIS CREEK WARD 1",1,"ES&S","ES&S M100","ES&S Automark","VILLAGE OF FRANCIS CREEK MANITOWOC",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5507127125",1,411,"Wisconsin","Manitowoc Village","Francis Creek","Optical Scan","Yes","Village","VILLAGE OF FRANCIS CREEK","MANITOWOC",0,1,0,1
"1615","VILLAGE OF FREDERIC POLK",187,36.6666666666667,40,510,7.84313725490196,669,283,55.4901960784314,241,3,494,250,73.8415545590433,48.7854251012146,50.6072874493927,0.607287449392713,-54,33,37,-12.1187584345479,4.88290862903866,7.23584980550925,76.2331838565022,2.39162929745889,0,0,"POLK","VILLAGE OF FREDERIC","VILLAGE OF FREDERIC WARD 1-2",0,NA,NA,NA,"VILLAGE OF FREDERIC POLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5509527500",1,586,"Wisconsin","Polk Village","Frederic","Hand Counted Paper Ballots","Yes","Village","VILLAGE OF FREDERIC","POLK",1,0,1,0
"1616","VILLAGE OF FREDONIA OZAUKEE",332,26.645264847512,86,1246,6.90208667736758,1395,828,66.4526484751204,357,15,1249,877,89.5340501792115,28.5828662930344,70.2161729383507,1.20096076861489,-25,-49,71,-1.93760144552239,-3.7635244632303,5.70112590875268,89.3189964157706,-0.215053763440849,0,0,"OZAUKEE","VILLAGE OF FREDONIA","VILLAGE OF FREDONIA WARDS 1-3",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","VILLAGE OF FREDONIA OZAUKEE",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5508927550",1,1416,"Wisconsin","Ozaukee Village","Fredonia","Optical Scan","Yes","Village","VILLAGE OF FREDONIA","OZAUKEE",0,1,0,1
"1617","VILLAGE OF FREMONT WAUPACA",105,24.1935483870968,32,434,7.37327188940092,525,297,68.4331797235023,132,1,407,274,77.5238095238095,32.4324324324324,67.3218673218673,0.245700245700246,-27,23,31,-8.23888404533566,1.11131240163498,7.12757164370068,82.6666666666667,5.14285714285714,0,0,"WAUPACA","VILLAGE OF FREMONT","VILLAGE OF FREMONT WARD 1",0,NA,NA,NA,"VILLAGE OF FREMONT WAUPACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5513527800",1,477,"Wisconsin","Waupaca Village","Fremont","Hand Counted Paper Ballots","Yes","Village","VILLAGE OF FREMONT","WAUPACA",1,0,1,0
"1618","VILLAGE OF FRIENDSHIP ADAMS",117,41.0526315789474,14,285,4.91228070175439,386,154,54.0350877192982,185,4,298,109,77.2020725388601,62.0805369127517,36.5771812080537,1.34228187919463,-68,45,10,-21.0279053338043,17.4579065112446,3.56999882255976,73.8341968911917,-3.36787564766838,0,1,"ADAMS","VILLAGE OF FRIENDSHIP","VILLAGE OF FRIENDSHIP WARD 1",0,NA,NA,NA,"VILLAGE OF FRIENDSHIP ADAMS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5500127950",1,344,"Wisconsin","Adams Village","Friendship","Ballot Marking Device or System","Yes","Village","VILLAGE OF FRIENDSHIP","ADAMS",1,0,0,1
"1619","VILLAGE OF FRIESLAND COLUMBIA",37,22.6993865030675,12,163,7.36196319018405,195,114,69.9386503067485,54,1,179,124,91.7948717948718,30.1675977653631,69.2737430167598,0.558659217877095,-17,-10,11,-7.46821126229565,0.664907289988676,6.80330397230695,83.5897435897436,-8.2051282051282,0,0,"COLUMBIA","VILLAGE OF FRIESLAND","VILLAGE OF FRIESLAND WARD 1",1,"ES&S","ES&S M100","ES&S Automark","VILLAGE OF FRIESLAND COLUMBIA",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5502128000",1,197,"Wisconsin","Columbia Village","Friesland","Optical Scan","Yes","Village","VILLAGE OF FRIESLAND","COLUMBIA",0,1,0,1
"1620","VILLAGE OF GAYS MILLS CRAWFORD",119,51.9650655021834,15,229,6.55021834061135,325,95,41.4847161572052,174,8,253,71,77.8461538461538,68.7747035573123,28.0632411067194,3.16205533596838,-55,24,7,-16.8096380551288,13.4214750504859,3.38816300464297,70.4615384615385,-7.38461538461537,1,1,"CRAWFORD","VILLAGE OF GAYS MILLS","VILLAGE OF GAYS MILLS WARD 1",0,NA,NA,NA,"VILLAGE OF GAYS MILLS CRAWFORD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5502328450",1,314,"Wisconsin","Crawford Village","Gays Mills","DRE-Touchscreen","Yes","Village","VILLAGE OF GAYS MILLS","CRAWFORD",1,0,1,0
"1621","VILLAGE OF GENOA CITY WALWORTH",400,31.3234142521535,119,1277,9.31871574001566,1719,758,59.3578700078308,574,28,1310,708,76.2070971495055,43.8167938931298,54.0458015267176,2.13740458015267,-174,50,91,-12.4933796409763,5.31206848111329,7.18131115986299,74.2873763816172,-1.91972076788831,0,0,"WALWORTH","VILLAGE OF GENOA CITY","VILLAGE OF GENOA CITY WARDS 1-4",1,"Dominion","Dominion (Premier)-Accuvote-OS","Dominion (Premier)-Accuvote TSX","VILLAGE OF GENOA CITY WALWORTH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512728675",1,1561,"Wisconsin","Walworth Village","Genoa City","DRE-Touchscreen","Yes","Village","VILLAGE OF GENOA CITY","WALWORTH",0,1,1,0
"1622","VILLAGE OF GENOA VERNON",70,52.2388059701493,10,134,7.46268656716418,154,54,40.2985074626866,86,0,130,44,84.4155844155844,66.1538461538461,33.8461538461538,0,-16,10,10,-13.9150401836969,6.45235361653272,7.46268656716418,87.012987012987,2.59740259740261,1,1,"VERNON","VILLAGE OF GENOA","VILLAGE OF GENOA WARD 1",0,NA,NA,NA,"VILLAGE OF GENOA VERNON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"5512328625",1,158,"Wisconsin","Vernon Village","Genoa","DRE-Touchscreen","Yes","Village","VILLAGE OF GENOA","VERNON",1,0,1,0
"1623","VILLAGE OF GERMANTOWN WASHINGTON",3879,32.0684523809524,744,12096,6.15079365079365,13971,7473,61.780753968254,3839,106,12383,8438,88.633598167633,31.0021804086247,68.1418073164823,0.856012274892998,40,-965,638,1.06627197232766,-6.3610533482283,5.29478137590065,86.5793429246296,-2.05425524300337,0,0,"WASHINGTON","VILLAGE OF GERMANTOWN","VILLAGE OF GERMANTOWN WARDS 1,8,10-11",1,"Dominion","Dominion ImageCast Evolution","Dominion ImageCast Evolution","VILLAGE OF GERMANTOWN WASHINGTON",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5513128875",4,13809,"Wisconsin","Washington Village","Germantown","Ballot Marking Device or System","Yes","Village","VILLAGE OF GERMANTOWN","WASHINGTON",0,1,0,1
